3.14620070089597E-020,8.46028183008581E-020,1.68692210097859E-019,2.93978172913406E-019,4.67994339132846E-019,6.85742981481085E-019,6.75838606994064E-019,6.25596984204242E-019,5.55447136490597E-019,4.78917481859771E-019,4.04173400205211E-019,3.35628310591424E-019,2.75254187982604E-019,2.23533924418904E-019,1.80107658448034E-019,1.4418938678957E-019,1.14823030947021E-019,9.10315647277792E-020,7.18975781357331E-020,5.66014333098126E-020,4.44342233515751E-020,3.47965362407661E-020,2.71898661615948E-020,2.12047997978249E-020,1.65083721966045E-020,1.2831903742588E-020,9.95996846421898E-021,7.72075167915794E-021,5.97783172469017E-021,4.6233014699775E-021,3.57208914715595E-021,2.75731871127314E-021,2.12655123297823E-021,1.6387608193434E-021,1.26191530543997E-021
3.43035599588381E-020,9.16630277969835E-020,1.81640168858485E-019,3.1467117355035E-019,4.9826302841386E-019,7.27111094939166E-019,7.19483146421401E-019,6.69507744273476E-019,5.97913166905829E-019,5.18689996454044E-019,4.40471110800923E-019,3.68066967938675E-019,3.03751668565073E-019,2.48218151723271E-019,2.01239184352123E-019,1.62101766315079E-019,1.29879858851072E-019,1.03597355954403E-019,8.2319341050016E-020,6.5198074276459E-020,5.14914337798702E-020,4.05653496083058E-020,3.18875465971746E-020,2.5017108374081E-020,1.95925529946703E-020,1.53199511780711E-020,1.19618954484104E-020,9.32768925264693E-021,7.26486693038925E-021,5.65201101855051E-021,4.39275918898779E-021,3.41086120558762E-021,2.64613896162246E-021,2.05120887465368E-021,1.58883890043828E-021
3.7258287101022E-020,9.89668837163445E-020,1.94970991691411E-019,3.3588528892692E-019,5.29184965480559E-019,7.69264695063277E-019,7.64062762055524E-019,7.14510695383414E-019,6.41615384831642E-019,5.59810997326251E-019,4.7818737935743E-019,4.01949636380454E-019,3.33677541502391E-019,2.7428102288364E-019,2.23673739481759E-019,1.81223873299972E-019,1.4604271020349E-019,1.17161087341158E-019,9.363126300619E-020,7.45808225053734E-020,5.92367711020576E-020,4.6931834893042E-020,3.71007285984454E-020,2.92712707344788E-020,2.30533259336824E-020,1.8127323741011E-020,1.42333221922665E-020,1.11610995878478E-020,8.74146516099813E-021,6.83880949722719E-021,5.34482299050295E-021,4.17326566403888E-021,3.25565526418821E-021,2.5377405357323E-021,1.97663541911583E-021
4.0324815601746E-020,1.06510601891353E-019,2.08677772738601E-019,3.57610382083402E-019,5.60747174829061E-019,8.1218809891546E-019,8.0955846192016E-019,7.6058366939158E-019,6.86530033303656E-019,6.02257572698721E-019,5.17302596416134E-019,4.37261924874488E-019,3.65023772967617E-019,3.01721229465141E-019,2.47416478298407E-019,2.01566619438274E-019,1.633272874436E-019,1.31742176187159E-019,1.05855403318723E-019,8.47733847263937E-020,6.76947172408025E-020,5.39205198004417E-020,4.28534027166478E-020,3.39902964787214E-020,2.69124011553545E-020,2.12742218096382E-020,1.67928191460175E-020,1.32378756390495E-020,1.04228507736054E-020,8.19730379320335E-021,6.44035116428409E-021,5.05516759776766E-021,3.96441355493837E-021,3.10646555840381E-021,2.43232995679532E-021
4.35018021875781E-020,1.14290541164766E-019,2.2275393295326E-019,3.79836846244504E-019,5.92937375352505E-019,8.55866454814271E-019,8.55952263607782E-019,8.07705642162154E-019,7.32634456755471E-019,6.46007653006216E-019,5.57797567419213E-019,4.73989349841582E-019,3.97781736000019E-019,3.30536440837023E-019,2.72471212384144E-019,2.23139373537533E-019,1.81747665307288E-019,1.47358426183478E-019,1.19012299378697E-019,9.57980927458617E-020,7.68885608581904E-020,6.15549374509424E-020,4.91687664967926E-020,3.91965961120137E-020,3.11910686042217E-020,2.4780584852276E-020,1.96588331610879E-020,1.55749014508855E-020,1.23243318969939E-020,9.74125671835117E-021,7.69162389298697E-021,6.0674495323752E-021,4.78199790474036E-021,3.7657765458918E-021,2.9632334031485E-021
4.6787933928946E-020,1.22303196214132E-019,2.3719319610364E-019,4.02555560371474E-019,6.25743919907432E-019,9.00285670326599E-019,9.03227106574603E-019,8.55856637999732E-019,7.7990702058028E-019,6.91039968791119E-019,5.99653521800869E-019,5.12117395688144E-019,4.3194231297736E-019,3.6072343396971E-019,2.98840551884891E-019,2.45950100659662E-019,2.01316416895158E-019,1.64026133237664E-019,1.33121048429268E-019,1.076759601584E-019,8.68404300854616E-020,6.98576376272128E-020,5.60692175695398E-020,4.49119596626332E-020,3.59101658524225E-020,2.86660518969153E-020,2.28496436457451E-020,1.81890065657758E-020,1.44612551567887E-020,1.1484543632943E-020,9.11109058785405E-021,7.22120444811349E-021,5.71823068259391E-021,4.52432094706002E-021,3.5769187479528E-021
5.01819286149061E-020,1.30545190652322E-019,2.51989567062036E-019,4.25757849712605E-019,6.59155741999723E-019,9.45432348724035E-019,9.51366774760478E-019,9.05017644814869E-019,8.2832703833895E-019,7.3733401025172E-019,6.42852116816173E-019,5.51631564136385E-019,4.67495983084392E-019,3.9227820683992E-019,3.26526031315688E-019,2.70005487942702E-019,2.22044729658873E-019,1.81760184794011E-019,1.48199386308385E-019,1.20426739090231E-019,9.75713277712953E-020,7.88502023846793E-020,6.35763523201213E-020,5.1157541520891E-020,4.10900523107261E-020,3.29499281741384E-020,2.63833244050468E-020,2.10969254440503E-020,1.68489646400587E-020,1.34411125001882E-020,1.07113321851029E-020,8.5277011176302E-021,6.78314143136013E-021,5.39097371625306E-021,4.28119757193625E-021
5.3682534814487E-020,1.390132704371E-019,2.67137312122142E-019,4.49435450658163E-019,6.93162308547492E-019,9.91293732664781E-019,1.00035582802228E-018,9.5517053853256E-019,8.77874705755637E-019,7.84869988625293E-019,6.87375437345391E-019,5.9251741436157E-019,5.04432897112418E-019,4.25196077708349E-019,3.55528221620948E-019,2.95311058453642E-019,2.4394251205949E-019,2.00574152841975E-019,1.64263762880462E-019,1.34068976342932E-019,1.09101168388034E-019,8.85532650491279E-020,7.17109691385025E-020,5.7953850558222E-020,4.67505889910186E-020,3.76511572365487E-020,3.02777106202662E-020,2.43152615042592E-020,1.95027648494072E-020,1.56249472476453E-020,1.25050260619921E-020,9.99835140710074E-021,7.98693710620758E-021,6.37481080620868E-021,5.08409691981622E-021
5.72885316988871E-020,1.47704297606005E-019,2.82630941119532E-019,4.73580479319104E-019,7.27753577858879E-019,1.03785765407689E-018,1.05017954113105E-018,1.00629801549784E-018,9.28531040747735E-019,8.33628799493095E-019,7.33205992637536E-019,6.34760595556626E-019,5.4274294152816E-019,4.59471772191526E-019,3.85846830136924E-019,3.21871274289683E-019,2.67018491626233E-019,2.20480380868188E-019,1.81329414005055E-019,1.48620068470211E-019,1.21448815912911E-019,9.89865317980747E-020,8.04930754095141E-020,6.53207447128528E-020,5.29111230822953E-020,4.27882979233634E-020,3.45503704592932E-020,2.78604554021847E-020,2.24378873870811E-020,1.80500342866491E-020,1.45049135189418E-020,1.16446795650737E-020,9.33997376044088E-021,7.48508362228738E-021,5.99383671223974E-021
6.09987286825598E-020,1.56615244341321E-019,2.98465191157799E-019,4.98185403341191E-019,7.62919962107519E-019,1.08511248939077E-018,1.10082384929302E-018,1.0583835318305E-018,9.8027782882979E-019,8.83591988029274E-019,7.80326710745598E-019,6.78346873242838E-019,5.82415793426917E-019,4.95099499762682E-019,4.17480789890636E-019,3.496896300217E-019,2.91280305107988E-019,2.41490065045624E-019,1.99410429983833E-019,1.64096315448167E-019,1.346321221449E-019,1.10168805166043E-019,8.99418975331588E-020,7.32774293401605E-020,5.95904766898492E-020,4.83795056011995E-020,3.92185808476607E-020,3.17487571836071E-020,2.56694611081207E-020,2.07303320252973E-020,1.6723769748379E-020,1.34782934912134E-020,1.0852729728004E-020,8.73119453029702E-021,7.01880781880697E-021
6.48119649286364E-020,1.65743187362073E-019,3.14635011767119E-019,5.23243016541608E-019,7.98652293705335E-019,1.13304711940778E-018,1.15227529932419E-018,1.11141124884277E-018,1.03309757331207E-018,9.34741716171357E-019,8.28720931242086E-019,7.23262150404183E-019,6.23440967720417E-019,5.32073021076034E-019,4.50428339485106E-019,3.7876873746006E-019,3.16734581367716E-019,2.63613329973674E-019,2.18519820495259E-019,1.805129726993E-019,1.48667965033798E-019,1.22118008932818E-019,1.00075893376952E-019,8.18424587230826E-020,6.68069391659817E-020,5.44425171704233E-020,4.42993069681471E-020,3.59962019658364E-020,2.92124854857613E-020,2.3679743202031E-020,1.91743761929444E-020,1.55108579526144E-020,1.25357803236951E-020,1.01226734804966E-020,8.16755088507469E-021
