5.58670844848097E-034 1.73079654547169E-033 4.02665224000883E-033 8.33766927876857E-033 1.62061475348825E-032 3.02801500567298E-032 5.50785481335621E-032 9.82747235599921E-032 1.72846576027098E-031 3.00672208064368E-031 5.18536591558399E-031 8.88157411216452E-031 1.51290958982069E-030 2.56571407253779E-030 4.33553594196992E-030 7.30491080952237E-030 1.22792284487343E-029 2.06023992341242E-029 3.45167914276663E-029 5.77643112104565E-029 9.65909057807157E-029 1.61426655305824E-028 2.69698478735719E-028 4.50543916819287E-028 7.52719950330478E-028 1.25788891702259E-027 2.10296706238716E-027 3.51777099074811E-027 5.88852936138494E-027 9.86520171156435E-027 1.65431252253415E-026 2.77710112300696E-026 4.66741439784044E-026 7.8544866290031E-026 1.32361247069726E-025 2.23382517588801E-025 3.77594423558117E-025 6.39340308184095E-025 1.08445176217165E-024 1.84289723231396E-024 3.13794595551899E-024 5.35406536098884E-024 9.15494554012991E-024 1.56892157051661E-023 2.69499982555499E-023 4.64050950581444E-023
1.20717467041961E-033 3.71107917762572E-033 8.56704583252762E-033 1.76017948398939E-032 3.39476598039686E-032 6.2935857954789E-032 1.13586022403437E-031 2.01084491336398E-031 3.50900346617354E-031 6.05611856720469E-031 1.03621580464944E-030 1.76084844722262E-030 2.97575794859172E-030 5.00652836851719E-030 8.39278430504539E-030 1.40282635799421E-029 2.33924936575135E-029 3.89341070271335E-029 6.4705347164169E-029 1.07413001625547E-028 1.78160311983521E-028 2.95336562237392E-028 4.89414985978639E-028 8.10927515848124E-028 1.34373486634704E-027 2.22713518002948E-027 3.69274666216077E-027 6.12612327478446E-027 1.01698426938014E-026 1.68962525636756E-026 2.80974250500889E-026 4.67726942274724E-026 7.7949911951187E-026 1.30071492775757E-025 2.17338318493065E-025 3.63681669416855E-025 6.09508472174132E-025 1.02318186584178E-024 1.72060658979304E-024 2.89872073323115E-024 4.89290897881524E-024 8.27567243653921E-024 1.40266410975792E-023 2.38262859460221E-023 4.05646882772563E-023 6.92251893046286E-023
2.49829475683181E-033 7.62451295387354E-033 1.7473275114501E-032 3.56389107614512E-032 6.82329807227678E-032 1.255718723914E-031 2.24968323619433E-031 3.95339090640231E-031 6.84797219508318E-031 1.17314514216583E-030 1.99241048557929E-030 3.360575983205E-030 5.63695072867481E-030 9.41303835203046E-030 1.56616379962246E-029 2.59815056337378E-029 4.29988993251403E-029 7.10268300232079E-029 1.17147919945641E-028 1.92994121067065E-028 3.17673832052046E-028 5.22590105785937E-028 8.59379044975473E-028 1.41300237089098E-027 2.32336481249289E-027 3.82105025916925E-027 6.28647482761349E-027 1.03479372722991E-026 1.70443840608957E-026 2.80960226154981E-026 4.63549810286448E-026 7.65570967684027E-026 1.26578309378696E-025 2.09538305717331E-025 3.47329683520812E-025 5.76550723664496E-025 9.5849996215201E-025 1.59605045239875E-024 2.66220409663768E-024 4.44852415268965E-024 7.44748240792767E-024 1.24928158885653E-023 2.09993614020045E-023 3.53739204792303E-023 5.97209274096313E-023 1.01057536544986E-022
4.97173883154819E-033 1.50693466524681E-032 3.42979092650379E-032 6.94739503342841E-032 1.3209587960815E-031 2.41422453262594E-031 4.29526450898554E-031 7.49573677046449E-031 1.28936309637632E-030 2.19344223781925E-030 3.69919207731899E-030 6.1956611649659E-030 1.03194412919689E-029 1.71108573511037E-029 2.82683828854801E-029 4.65630728963466E-029 7.65137928411094E-029 1.25487733419861E-028 2.0549491807958E-028 3.361160753719E-028 5.49283058669207E-028 8.97090333192252E-028 1.46457111426716E-027 2.39061468990978E-027 3.90225061240554E-027 6.37090904164677E-027 1.0404862810196E-026 1.70013287082306E-026 2.77970948637594E-026 4.54821319534913E-026 7.44832836325621E-026 1.22096314814486E-025 2.00363684836222E-025 3.29195076201934E-025 5.41563212459269E-025 8.92172552352522E-025 1.47195235425031E-024 2.43233984881051E-024 4.02605767276127E-024 6.67574676276483E-024 1.10897557032066E-023 1.84579578519864E-023 3.07837181033738E-023 5.14480606332083E-023 8.61708114338841E-023 1.44651992931376E-022
9.5472517411384E-033 2.87504791032239E-032 6.50118499980567E-032 1.30832188155148E-031 2.4713999383154E-031 4.48730798119704E-031 7.93132582661956E-031 1.37502613077927E-030 2.349663004188E-030 3.97084665730535E-030 6.65247263431498E-030 1.10681688537422E-029 1.83125438149578E-029 3.01620582311604E-029 4.94970227159901E-029 8.09842763632499E-029 1.32181801769406E-028 2.15326670472791E-028 3.50230398778332E-028 5.68970385165597E-028 9.23496936896903E-028 1.49797781183917E-027 2.42884892797916E-027 3.93741461812584E-027 6.38291026633613E-027 1.03489736030395E-026 1.67847385231096E-026 2.723536830246E-026 4.42192666125633E-026 7.18462301638215E-026 1.16832065950177E-025 1.90166752612287E-025 3.09861935531583E-025 5.05484411471529E-025 8.25650868086697E-025 1.35044275747476E-024 2.21201358063792E-024 3.62886740905713E-024 5.96300341508779E-024 9.81539412389248E-024 1.6185880027747E-023 2.67415681043875E-023 4.42684313089565E-023 7.34329558660391E-023 1.22069701253498E-022 2.03362826889113E-022
1.77453621401186E-032 5.31105332840886E-032 1.19357873273191E-031 2.38720609805301E-031 4.48155568692307E-031 8.08678114677026E-031 1.42047349928483E-030 2.44731124754936E-030 4.15592796024882E-030 6.97947695603538E-030 1.16196546946498E-029 1.9210964877262E-029 3.15848007990519E-029 5.16938835417279E-029 8.42943578131754E-029 1.370420239756E-028 2.22254516579395E-028 3.59744957735987E-028 5.81380726924317E-028 9.38421901358796E-028 1.51334249409871E-027 2.43888815556225E-027 3.92882789666465E-027 6.32762485793107E-027 1.01907527235228E-026 1.6414718031113E-026 2.64478155148369E-026 4.2632204031834E-026 6.87599194853882E-026 1.10977982593263E-025 1.79264114679638E-025 2.89836785431601E-025 4.69097988092003E-025 7.60095198907616E-025 1.23313207720784E-024 2.00322557598073E-024 3.25888515942755E-024 5.30965640690611E-024 8.66483242233883E-024 1.41640524510709E-023 2.3194478541105E-023 3.80527663683246E-023 6.25497419843254E-023 1.03022805188792E-022 1.70034717059871E-022 2.8123007965152E-022
3.20112786255121E-032 9.52497159438709E-032 2.12810527459368E-031 4.23140899847883E-031 7.89715915750453E-031 1.41663718917107E-030 2.47372085638668E-030 4.2367712329662E-030 7.1521335195792E-030 1.19400378965593E-029 1.97598931414173E-029 3.24744862800079E-029 5.30720759052122E-029 8.63405616336574E-029 1.39944172216109E-028 2.261431148345E-028 3.64540722458423E-028 5.86473550854977E-028 9.4203029620891E-028 1.51128025606925E-027 2.42224843824131E-027 3.87971397668827E-027 6.2113901183947E-027 9.9420497247097E-027 1.59126354923067E-026 2.54718776169418E-026 4.07849419017982E-026 6.53312456453474E-026 1.04708512370702E-025 1.67933385017045E-025 2.69548548087058E-025 4.33042073342085E-025 6.96405696491193E-025 1.12118615124921E-024 1.80725212244735E-024 2.91693242908879E-024 4.71455101897551E-024 7.6313125582111E-024 1.23720179365276E-023 2.00909533284691E-023 3.2682423597616E-023 5.32617085875948E-023 8.69629905007165E-023 1.42265987195309E-022 2.33206144207593E-022 3.83063863247676E-022
5.61791330025583E-032 1.66236018661209E-031 3.69350205965907E-031 7.3031180394964E-031 1.35539684866266E-030 2.41780114931694E-030 4.19829536683837E-030 7.15009100336901E-030 1.20021823045541E-029 1.99237943800993E-029 3.2785835675967E-029 5.35763032030202E-029 8.70600011723236E-029 1.40825996552457E-028 2.26950560175615E-028 3.64637447344021E-028 5.8441082258648E-028 9.34776188396346E-028 1.49280697548207E-027 2.38098021236069E-027 3.79396845924203E-027 6.04130964560465E-027 9.61542492048749E-027 1.53001486255031E-026 2.43440846259375E-026 3.87378297522733E-026 6.16578443274143E-026 9.81780812646116E-026 1.56412486020965E-025 2.49351945666769E-025 3.9782236334538E-025 6.35255819528439E-025 1.01539913291374E-024 1.62479019769069E-024 2.60298793355069E-024 4.17543658463456E-024 6.70695933091425E-024 1.07890054018297E-023 1.73822410385124E-023 2.80500781287852E-023 4.53419438074209E-023 7.34236345531398E-023 1.19116203160966E-022 1.93611598938487E-022 3.15311279710056E-022 5.14530829614847E-022
9.61233370463991E-032 2.82932571014722E-031 6.25309112170592E-031 1.22986608635004E-030 2.27040577335635E-030 4.02846334394621E-030 6.95773492714058E-030 1.17862769849477E-029 1.96783875513684E-029 3.24907314377034E-029 5.31772246476392E-029 8.64286724824507E-029 1.39682841519349E-028 2.24719111175213E-028 3.60175847165912E-028 5.75524733408126E-028 9.17346671160572E-028 1.45924555510523E-027 2.31751598503669E-027 3.67591885210108E-027 5.82488619798985E-027 9.22360764148161E-027 1.45984394975949E-026 2.30990379723566E-026 3.65463377257574E-026 5.78268534136841E-026 9.15204106870877E-026 1.44900799825338E-025 2.29533097985509E-025 3.63827149636797E-025 5.77125799703929E-025 9.16260804013985E-025 1.45608347131524E-024 2.31640922651253E-024 3.68933175021282E-024 5.88333454959212E-024 9.39466649177732E-024 1.50230592889276E-023 2.40597103140181E-023 3.85932801384802E-023 6.20090086797676E-023 9.98044742416458E-023 1.60925502890514E-022 2.5995799201857E-022 4.20730210340926E-022 6.82242002614462E-022
1.60654824455125E-031 4.70497778004584E-031 1.03460333207607E-030 2.02458553653152E-030 3.71856685642198E-030 6.56447301331868E-030 1.12800522531155E-029 1.9010651737279E-029 3.15777554266653E-029 5.18700630336887E-029 8.44583415217416E-029 1.36561496625734E-028 2.19563867233319E-028 3.51397715303632E-028 5.60284025303072E-028 8.90606518004657E-028 1.41213741412612E-027 2.2345325456538E-027 3.5301160814895E-027 5.56971631024972E-027 8.77906651303499E-027 1.38276418157966E-026 2.17687079956561E-026 3.4260316914714E-026 5.39144002394501E-026 8.48488360877557E-026 1.33561559809498E-025 2.10316364376705E-025 3.31342922012565E-025 5.22334441562751E-025 8.2401673931411E-025 1.30102947881808E-024 2.0561127938482E-024 3.25280734718533E-024 5.15184112978601E-024 8.16956189622574E-024 1.29719482370243E-023 2.06261529205357E-023 3.28452629404238E-023 5.23843916766299E-023 8.36829244476147E-023 1.33907892028182E-022 2.14652137434907E-022 3.447029665885E-022 5.54562981681684E-022 8.9384113228816E-022
