mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_alpha	param_gamma	param_kernel	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score	split0_train_score	split1_train_score	split2_train_score	split3_train_score	split4_train_score	mean_train_score	std_train_score
0.10788865089416504	0.017726672683452845	0.016124868392944337	0.0068799264978412315	0.001	0.1	poly	{'alpha': 0.001, 'gamma': 0.1, 'kernel': 'poly'}	0.9854108708666762	0.9859526049353986	0.9861055576769512	0.9860655881656601	0.9852088256785118	0.9857486894646396	0.0003674059170955387	17	0.9866100775556073	0.9865123723562985	0.9863935048250713	0.9863181727387196	0.9865858915312516	0.9864840038013897	0.00011204506411933612
0.08279581069946289	0.026602325481614435	0.014321327209472656	0.010528105546747787	0.001	0.1	rbf	{'alpha': 0.001, 'gamma': 0.1, 'kernel': 'rbf'}	0.9956137231843082	0.9954532644442435	0.9954734681871216	0.9968952363999004	0.9956131221904135	0.9958097628811975	0.0005469071476307412	13	0.9958006185882784	0.9959787797858459	0.9959961190590888	0.9959167265547053	0.9959817109712039	0.9959347909918245	7.242401267614268e-05
0.10273876190185546	0.03320637569853729	0.016541576385498045	0.008405780416516273	0.001	1	poly	{'alpha': 0.001, 'gamma': 1, 'kernel': 'poly'}	0.9854205100430197	0.9859550768696713	0.9861122176192753	0.9860377402575461	0.9851933530088862	0.9857437795596796	0.0003672270733696922	25	0.9866103200254452	0.9865126200190668	0.9863937278423828	0.9863184210684671	0.986586147407793	0.986484247272631	0.00011204917360550146
0.08121328353881836	0.01421292922410199	0.008141851425170899	0.004881426205574079	0.001	1	rbf	{'alpha': 0.001, 'gamma': 1, 'kernel': 'rbf'}	0.9998814051442189	0.9998755570030381	0.9998671386191447	0.9998718581988059	0.9998824534445993	0.9998756824819613	5.765991272993226e-06	6	0.9998825647007321	0.999881824664465	0.9998875867143506	0.9998890192893855	0.9998872417936828	0.9998856474325233	2.8909863761669596e-06
0.10720224380493164	0.008175132593571116	0.016632986068725587	0.005350295823586412	0.001	2	poly	{'alpha': 0.001, 'gamma': 2, 'kernel': 'poly'}	0.9854205257308618	0.9859550797139218	0.9861122249801476	0.9860377017738478	0.9851933337641725	0.9857437731925904	0.00036722572417036516	26	0.9866103200287597	0.9865126200190747	0.9863937278478621	0.9863184210717155	0.9865861474091376	0.9864842472753098	0.0001120491727495362
0.07719087600708008	0.004867722537231798	0.013037967681884765	0.005873550429711013	0.001	2	rbf	{'alpha': 0.001, 'gamma': 2, 'kernel': 'rbf'}	0.9999520474188606	0.9999596658315308	0.9999514919373262	0.999967511463391	0.9999600898916129	0.9999581613085443	5.920617826482225e-06	3	0.9999647670883205	0.9999603657909516	0.9999634971405668	0.9999605265621088	0.999960655037868	0.9999619623239632	1.8188838226201605e-06
0.11469802856445313	0.02241745744267705	0.02406930923461914	0.002485174990751282	0.01	0.1	poly	{'alpha': 0.01, 'gamma': 0.1, 'kernel': 'poly'}	0.9853058673604013	0.9859084536596661	0.9860270935287517	0.9862802877561526	0.9853208769018943	0.9857685158413731	0.0003905841121292633	16	0.9865872023409898	0.9864890168735564	0.9863724181446776	0.9862947427294083	0.9865617574061754	0.9864610274989616	0.00011167117113236758
0.07087864875793456	0.028609709320346444	0.0076125144958496095	0.0036911502957708907	0.01	0.1	rbf	{'alpha': 0.01, 'gamma': 0.1, 'kernel': 'rbf'}	0.9915025529882033	0.9918752614356049	0.9919475291148105	0.9941473933721314	0.9921345854953582	0.9923214644812216	0.000935786398659923	15	0.9923578441163969	0.9925402119350655	0.9926174373843116	0.9924350882809352	0.9925996522870043	0.9925100468007427	9.925346618628014e-05
0.10990676879882813	0.03810840113405019	0.024563312530517578	0.012589172633452309	0.01	1	poly	{'alpha': 0.01, 'gamma': 1, 'kernel': 'poly'}	0.985420308439068	0.9859550249763946	0.9861122035759631	0.9860381726110143	0.9851935295152653	0.9857438478235411	0.0003672701470252178	23	0.9866103196099174	0.9865126196092431	0.9863937274449044	0.9863184206576661	0.9865861469922633	0.9864842468627989	0.00011204916957869756
0.08255605697631836	0.018331333966492048	0.014104938507080078	0.009478317341695061	0.01	1	rbf	{'alpha': 0.01, 'gamma': 1, 'kernel': 'rbf'}	0.9995979858858655	0.9995453924762356	0.9995725085666562	0.9996167845610704	0.9996419387963233	0.9995949220572303	3.362580505572248e-05	7	0.9995923370053035	0.999617056144869	0.9996260243366587	0.9996450205988149	0.9996278421485152	0.9996216560468323	1.7227985335647845e-05
