1.2810578452931E-027 3.7091216972152E-027 8.06448363018931E-027 1.56056118176621E-026 2.83476631185492E-026 4.94989367984109E-026 8.41436185648896E-026 1.40308301631022E-025 2.3062622407414E-025 3.74932161049633E-025 6.04306230589878E-025 9.67373656321135E-025 1.54011787038519E-024 2.4411671839419E-024 3.85561314833554E-024 6.07213534202683E-024 9.54089396473277E-024 1.49638606885727E-023 2.34358590375034E-023 3.66649473112483E-023 5.73170572993228E-023 8.95554014137539E-023 1.39885438245987E-022 2.18479579594417E-022 3.4125559451794E-022 5.33139611730777E-022 8.3319120307553E-022 1.30265461512719E-021 2.03760426086517E-021 3.18879171962818E-021 4.99275121785221E-021 7.8204361898613E-021 1.22529992218959E-020 1.91992673938231E-020 3.00765847208539E-020
2.15125767952441E-027 6.18796649218748E-027 1.33659232254159E-026 2.56945439517273E-026 4.63667988789147E-026 8.04280053457733E-026 1.35814405507599E-025 2.24963824274564E-025 3.67310963379032E-025 5.93150301903354E-025 9.49613097653547E-025 1.50991274350014E-024 2.38764412175353E-024 3.75890103221823E-024 5.89649328369047E-024 9.22290075019159E-024 1.43922619400186E-023 2.24173870711229E-023 3.48666465205568E-023 5.41693898932076E-023 8.40900724877194E-023 1.30464837683367E-022 2.02346689703707E-022 3.13787133925476E-022 4.86609651929904E-022 7.54728999305819E-022 1.17087915272675E-021 1.81709148811135E-021 2.82100358083493E-021 4.38121179448008E-021 6.80660203632645E-021 1.05771760840968E-020 1.64377021008552E-020 2.55410132296927E-020 3.96654563770062E-020
3.51018503341753E-027 1.00347291477974E-026 2.15411793108481E-026 4.11544470147262E-026 7.38041321399413E-026 1.27224501158268E-025 2.13496709776131E-025 3.51424242108684E-025 5.70188125626241E-025 9.14967353799207E-025 1.45557687950305E-024 2.29973952769434E-024 3.61347563840498E-024 5.65242949661492E-024 8.81000853909888E-024 1.36913826569351E-023 2.12272845022448E-023 3.28491090822256E-023 5.07584910726953E-023 7.83426024718683E-023 1.20814365428122E-022 1.8620004106664E-022 2.8686362453002E-022 4.4186109133469E-022 6.8057769384414E-022 1.04834861695747E-021 1.61514353218909E-021 2.48897826513096E-021 3.83660450605535E-021 5.91536998458761E-021 9.12214625706661E-021 1.40681720260465E-020 2.16929149202571E-020 3.34360220108888E-020 5.14944854389112E-020
5.57994297952893E-027 1.5859030487868E-026 3.38457919021223E-026 6.42849102384092E-026 1.14610048098675E-025 1.96406122571115E-025 3.27649879176289E-025 5.36138763340221E-025 8.6473334003539E-025 1.37936690920192E-024 2.18127723567089E-024 3.42568091617048E-024 5.35028100670598E-024 8.3187881213243E-024 1.28873743167015E-023 1.9906174689521E-023 3.06743830564087E-023 4.7177353795793E-023 7.24492651652658E-023 1.11128154663215E-022 1.70305860161363E-022 2.60830276690142E-022 3.99301605510144E-022 6.11133555623036E-022 9.35248494412353E-022 1.43127814289148E-021 2.1906020795063E-021 3.35325394940098E-021 5.13377406707912E-021 7.86064809827314E-021 1.20362635547682E-020 1.84276203237006E-020 2.82026796290203E-020 4.31335590652971E-020 6.58959952366113E-020
8.66156370167956E-027 2.44822701894636E-026 5.19614811088219E-026 9.81478522870211E-026 1.74013256936146E-025 2.96548228636794E-025 4.91952978606956E-025 8.00490993166122E-025 1.28386471212076E-024 2.03641636334887E-024 3.20213005407741E-024 5.00043296794842E-024 7.76534565263956E-024 1.20048908038061E-023 1.84912590019923E-023 2.83976930931984E-023 4.35063743841705E-023 6.65242761943503E-023 1.01563287687684E-022 1.54870403644395E-022 2.35938758296281E-022 3.59198866727315E-022 5.46593927834562E-022 8.31502010347056E-022 1.26470924993226E-021 1.92350326726765E-021 2.92550575905752E-021 4.44968559920121E-021 6.7682130411862E-021 1.02946014685753E-020 1.56561566517675E-020 2.38023819224284E-020 3.61659552254009E-020 5.489942725335E-020 8.32189117237436E-020
1.315566905776E-026 3.69915044189896E-026 7.81014397934045E-026 1.46750273333097E-025 2.58817882804913E-025 4.3874699583961E-025 7.24005975662406E-025 1.17183748366149E-024 1.86945487123693E-024 2.94943772481902E-024 4.61296742305003E-024 7.16488610575803E-024 1.10665901161024E-023 1.70158332638258E-023 2.60671489770602E-023 3.98136114917787E-023 6.06612699712566E-023 9.22436638583891E-023 1.4004817869963E-022 2.12362891966964E-022 3.21708429651853E-022 4.87003913660942E-022 7.36843896299569E-022 1.11445599326401E-021 1.68519893087087E-021 2.54789505937025E-021 3.85193806452657E-021 5.82307174265383E-021 8.80213121534341E-021 1.33030475355049E-020 2.00992549846561E-020 3.03515467062036E-020 4.57956154552211E-020 6.90140890827596E-020 1.03825632891246E-019
1.95866381969026E-026 5.48020887435674E-026 1.15132011411084E-025 2.15254150069874E-025 3.7774256317021E-025 6.37144758132372E-025 1.04612002983112E-024 1.68467074917301E-024 2.67401321224326E-024 4.1974067999887E-024 6.53141869899647E-024 1.00928405016008E-023 1.55090849849504E-023 2.37238165610654E-023 3.61554706473561E-023 5.49351950912476E-023 8.32641067718778E-023 1.25949866428268E-022 1.90212846317356E-022 2.86897722484981E-022 4.32294842527171E-022 6.50878658497773E-022 9.79424886816135E-022 1.47319894572973E-021 2.2152522429875E-021 3.33037277998651E-021 5.00598686740549E-021 7.52340225856441E-021 1.13043562167796E-020 1.69800568284075E-020 2.54929809898825E-020 3.8245814606404E-020 5.7317220109666E-020 8.57705410031505E-020 1.28088685367492E-019
2.863052748872E-026 7.97296309444691E-026 1.66711640691609E-025 3.10214722847465E-025 5.41803139799992E-025 9.09519332426223E-025 1.48619866575967E-024 2.38190806199948E-024 3.76253843650966E-024 5.87757846794236E-024 9.10158619950876E-024 1.39960983152619E-023 2.14020384619558E-023 3.25776504523575E-023 4.9404405439879E-023 7.46944359137682E-023 1.1264966230402E-022 1.69547634813911E-022 2.54766297315676E-022 3.82315475312899E-022 5.73125929170739E-022 8.58470646811287E-022 1.28507727836716E-021 1.92276376496718E-021 2.87583229889474E-021 4.30004777429114E-021 6.42788602501801E-021 9.60597175397762E-021 1.435037338942E-020 2.14278456349549E-020 3.19743827027474E-020 4.76667061037841E-020 7.09675883090633E-020 1.05471993204346E-019 1.5638725567444E-019
4.11469635327401E-026 1.14071731457121E-025 2.37447850429936E-025 4.39848188225303E-025 7.64740140494934E-025 1.27793854575543E-024 2.07871075004743E-024 3.31630612109592E-024 5.21453981484662E-024 8.10833350946362E-024 1.24980061158502E-023 1.91299157439018E-023 2.91162279597902E-023 4.41127909366443E-023 6.65833275259828E-023 1.00191883966893E-022 1.50385900373701E-022 2.25262649608854E-022 3.36856960215605E-022 5.03055234220892E-022 7.50440293903104E-022 1.11851890319467E-021 1.66600119531938E-021 2.48012068347129E-021 3.69045026729078E-021 5.4893463600903E-021 8.16212442649494E-021 1.21314442295022E-020 1.80222954125954E-020 2.67565715263945E-020 3.96896391090566E-020 5.8805618332365E-020 8.69932061227718E-020 1.28429410814421E-019 1.89103681082296E-019
5.82152032380837E-026 1.6069991796812E-025 3.33072857990455E-025 6.14329570285079E-025 1.06349186953182E-024 1.76948060705666E-024 2.86575536400654E-024 4.55200053414003E-024 7.12622403777629E-024 1.10322404094635E-023 1.69298826308142E-023 2.57987946124737E-023 3.90918432552101E-023 5.89618618948352E-023 8.85967891828936E-023 1.32715064381105E-022 1.98297989470172E-022 2.95672515595128E-022 4.40112210447893E-022 6.54204296755049E-022 9.71348688460314E-022 1.44092834863826E-021 2.13594406128274E-021 3.16427620552802E-021 4.68527044506287E-021 6.9341099215386E-021 1.02575206387171E-020 1.51658676016348E-020 2.240876157537E-020 3.30840347245208E-020 4.87934471966704E-020 7.1862746018275E-020 1.05648503588856E-019 1.54958972768008E-019 2.2661997933283E-019
