4.32926866330096E-083,2.78154692342609E-077,1.51623541126857E-071,7.01221577676468E-066,2.75139091905222E-060,9.15920373163508E-055,2.58685169247962E-049,6.19860174182674E-044,1.26015605021588E-038,2.17351837226352E-033,3.18061200560581E-028,3.94881205654597E-023,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021,8.72891305028585E-021
1.39779304340544E-080,5.36951476484136E-075,1.76108950890454E-069,4.93153411432158E-064,1.17906263436179E-058,2.40683286899135E-053,4.19478024514953E-048,6.24204244022943E-043,7.93046117016201E-038,8.60249426442359E-033,7.96717879091407E-028,6.29997690779494E-023,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020,1.13151372515268E-020
2.94179705804086E-078,7.01894488666903E-073,1.43822758536476E-067,2.53092954332163E-062,3.82497988264861E-057,4.96449313361413E-052,5.53372193469398E-047,5.2973224501425E-042,4.35503997197412E-037,3.0748542905766E-032,1.86446224991726E-027,9.70910745420575E-023,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020,1.43882114231148E-020
4.22510050579067E-076,6.47793987693795E-071,8.57618763356872E-066,9.80413150634233E-061,9.67790766802833E-056,8.24919012977192E-051,6.07153698854109E-046,3.85872180703219E-041,2.11760905963123E-036,1.00347277865915E-031,4.10603737255979E-027,1.45076708140119E-022,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020,1.79843871138409E-020
4.30806553272201E-074,4.37590999819613E-069,3.85753585276288E-064,2.95125728032671E-059,1.95956503571681E-054,1.12919202501971E-049,5.64717742586562E-045,2.45104098593837E-040,9.23262559657612E-036,3.01825122255814E-031,8.56329797313437E-027,2.10854190878134E-022,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020,2.21359160428046E-020
3.2272015704194E-072,2.23212906686633E-067,1.34623075127883E-062,7.07989315430252E-058,3.24669052531239E-053,1.29826119653169E-048,4.52678901127779E-044,1.37633901922052E-039,3.6489472465144E-035,8.43561480345897E-031,1.70048532715372E-026,2.98906962091271E-022,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020,2.6870811573933E-020
1.82989593810391E-070,8.8347449498025E-066,3.73583564881564E-061,1.38359068659048E-056,4.48800797846967E-052,1.27504564725825E-047,3.17266317702689E-043,6.91430169624311E-039,1.31977168099291E-034,2.20635508216382E-030,3.23056238362639E-026,4.14292411727165E-022,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020,3.22127429708401E-020
8.06160456892605E-069,2.77857021983313E-064,8.42260759852393E-060,2.24541730262568E-055,5.26469077888944E-051,1.0856103551204E-046,1.96879452245482E-042,3.14016243300047E-038,4.40482988871416E-034,5.43414814922687E-030,5.8960222479341E-026,5.6261597445348E-022,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020,3.81810409676009E-020
2.82341944528636E-067,7.09052381862365E-063,1.5721598005027E-058,3.07772989298805E-054,5.3196096645697E-050,8.11791460075419E-046,1.0937665525681E-041,1.3011286713435E-037,1.36656817876463E-033,1.26723689519177E-029,1.03752784744315E-025,7.49992920077895E-022,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020,4.47907935883018E-020
8.02195026644818E-066,1.49545715376368E-061,2.47043911183058E-057,3.61643367543983E-053,4.69129804565983E-049,5.39276774101521E-045,5.49334123845472E-041,4.9586974307729E-037,3.96647582352495E-033,2.8115653607568E-029,1.7660285775608E-025,9.82999824473585E-022,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020,5.2053012558635E-020
