6.43092109769232E-026 1.61072185684444E-025 3.0289425959383E-025 5.06847822826087E-025 7.95995972265725E-025 1.20142848999653E-024 1.76498217588937E-024 2.54287569528687E-024 3.61056710775077E-024 5.06924701570068E-024 7.05452114406312E-024 9.74802577831519E-024 1.33929750061731E-023 1.83149834425632E-023 2.49499737972981E-023 3.38816085152555E-023 4.58915378137542E-023 6.20269134781007E-023 8.36911893012003E-023 1.12766366724601E-022 1.51777756475676E-022 2.04116300733024E-022 2.74338931333346E-022 3.68574874580236E-022 4.95076009333153E-022 6.64963392200141E-022 8.93241340923122E-022 1.20017704599745E-021 1.61318039528881E-021 2.16936950807934E-021 2.91907793036228E-021 3.9306573232807E-021 5.29706571470761E-021 7.14492136625064E-021 9.64696771447744E-021 1.30392662537096E-020 1.76449547879463E-020 2.39071390749294E-020 3.24345123427583E-020 4.40647402160642E-020 5.99526774704483E-020 8.16933335394756E-020 1.11493501430781E-019 1.52411553170329E-019 2.08692675797666E-019 2.86237539813129E-019
7.74411213161235E-026 1.93807473280298E-025 3.64154976152444E-025 6.0885188493772E-025 9.55382600433251E-025 1.4407551896179E-024 2.11471435718095E-024 3.04402944929182E-024 4.31821798317383E-024 6.05718714734359E-024 8.42143947193761E-024 1.16257089922271E-023 1.59571904581805E-023 2.17999232604737E-023 2.96674301428351E-023 4.02464379831728E-023 5.44554914658713E-023 7.35236025073563E-023 9.90958848788276E-023 1.33375577238252E-022 1.79315195619506E-022 2.4087410391541E-022 3.23365996335022E-022 4.33928267594964E-022 5.82156859277255E-022 7.80966097449844E-022 1.0477549183042E-021 1.40599099556047E-021 1.88736581027001E-021 2.53473106776206E-021 3.40610625297195E-021 4.58015717905762E-021 6.16369825332912E-021 8.30198387612228E-021 1.11928508012753E-020 1.51061870034103E-020 2.04107808052911E-020 2.76114129719976E-020 3.74001870328805E-020 5.07276789631426E-020 6.89017068091995E-020 9.37246223916385E-020 1.27684349375562E-019 1.74220387600548E-019 2.3809426195971E-019 3.25905149641663E-019
9.31020968040654E-026 2.32804608436516E-025 4.37053436812747E-025 7.30097905900918E-025 1.14462112360596E-024 1.724579929211E-024 2.52899038452319E-024 3.63697371369949E-024 5.15448325702432E-024 7.22327455202195E-024 1.00328704718485E-023 1.3836528165386E-023 1.89725569924217E-023 2.58927974030602E-023 3.52006913936713E-023 4.77022123428553E-023 6.44740526707226E-023 8.69549968093804E-023 1.17068477696102E-022 1.57387123340956E-022 2.11353914386592E-022 2.83579762281092E-022 3.80244387001211E-022 5.09637020331655E-022 6.82886647195825E-022 9.14949552368659E-022 1.22594670279696E-021 1.64297751802061E-021 2.202583407055E-021 2.95409901133444E-021 3.96421826312477E-021 5.32322573969138E-021 7.15351476943039E-021 9.62125107482028E-021 1.29523706549272E-020 1.74545598362588E-020 2.35475053123524E-020 3.18045942673177E-020 4.30104892024248E-020 5.8240737278757E-020 7.89719903603071E-020 1.07234768925525E-019 1.45825348392278E-019 1.9859973547814E-019 2.70881409622033E-019 3.70026213103441E-019
1.11705085189886E-025 2.79076977163313E-025 5.23456036834021E-025 8.73643405273821E-025 1.36841045360531E-024 2.05983999177606E-024 3.01777443695361E-024 4.33573774945905E-024 6.13882038796278E-024 8.5941803506832E-024 1.19250327521203E-023 1.6429294491773E-023 2.25044452859384E-023 3.06806966776688E-023 4.16652740663134E-023 5.64015776981974E-023 7.61482844407825E-023 1.02585202127095E-022 1.37955054669556E-022 1.85253580695497E-022 2.48484674349092E-022 3.33003199497066E-022 4.45976137845773E-022 5.97003670904625E-022 7.98956724130635E-022 1.0691079069597E-021 1.43066072065647E-021 1.91482022220528E-021 2.56360097067484E-021 3.43364051767994E-021 4.60138654690711E-021 6.17016361258125E-021 8.27981603125264E-021 1.11198874177063E-020 1.49476633050597E-020 2.01129112170523E-020 2.7091858083686E-020 3.65339252121092E-020 4.93261028756297E-020 6.66817366055758E-020 9.02631150668358E-020 1.22350862958884E-019 1.66078104247091E-019 2.25754120782553E-019 3.07311334736997E-019 4.18921498222352E-019
1.33717929533301E-025 3.33771076968321E-025 6.25471348848034E-025 1.04293771040219E-024 1.6320440068409E-024 2.45433897762406E-024 3.59225849855824E-024 5.15605606891786E-024 7.29301903213093E-024 1.01997270385788E-023 1.41383620569833E-023 1.94584176851556E-023 2.66256091077695E-023 3.62603936639819E-023 4.91893295590749E-023 6.65135998645594E-023 8.97005097694826E-023 1.20705761841779E-022 1.62137010268011E-022 2.17472840728737E-022 2.91356259182143E-022 3.89988467349877E-022 5.21657794838675E-022 6.97451025368568E-022 9.32211203957136E-022 1.24582900398149E-021 1.66498615790949E-021 2.22551247580335E-021 2.97557696544187E-021 3.98001458459166E-021 5.3262015983812E-021 7.13204603894691E-021 9.55687155721708E-021 1.28162655009437E-020 1.72023665658768E-020 2.31116271431431E-020 3.10828604417132E-020 4.18494552228827E-020 5.64111248560671E-020 7.61326065284038E-020 1.02879547983143E-019 1.39205686703338E-019 1.8861069186628E-019 2.55895137066175E-019 3.47648502729493E-019 4.72918379215881E-019
1.59668595761817E-025 3.98178963409588E-025 7.45472346099563E-025 1.2418572215179E-024 1.94146215725962E-024 2.91682168408862E-024 4.26496625544455E-024 6.1155096065173E-024 8.64138979068681E-024 1.2073137618571E-023 1.67178366518143E-023 2.2984327198646E-023 3.14167264546824E-023 4.27390332723664E-023 5.79145201486797E-023 7.8224869588873E-023 1.0537569907866E-022 1.41637390513448E-022 1.90033202703771E-022 2.54590780714581E-022 3.40678766653874E-022 4.55457786513748E-022 6.08485352564346E-022 8.12528161005506E-022 1.08465422507294E-021 1.44770311253812E-021 1.93226779642039E-021 2.57936978284635E-021 3.44407508529992E-021 4.60038894907997E-021 6.14789122881833E-021 8.22074476343628E-021 1.09999436616399E-020 1.47299915766384E-020 1.97416456370247E-020 2.64829763840983E-020 3.55618420427936E-020 4.7804044604111E-020 6.43330449631856E-020 8.66793253850932E-020 1.16930512648627E-019 1.5793748991989E-019 2.13597274597904E-019 2.89240831573751E-019 3.92163665612785E-019 5.32349374580788E-019
1.90150709965552E-025 4.73751410670825E-025 8.86119858236169E-025 1.47474256477097E-024 2.30330739513671E-024 3.457052700247E-024 5.0498619397907E-024 7.23367332566078E-024 1.02109611754516E-023 1.42512950635202E-023 1.971331551196E-023 2.70739091156663E-023 3.69669596401827E-023 5.02348459568923E-023 6.79969217441561E-023 9.17406389771348E-023 1.23442893565752E-022 1.65731748077488E-022 2.22102155320707E-022 2.97203982957682E-022 3.97226952368963E-022 5.30415639596114E-022 7.07759240814696E-022 9.43916471110413E-022 1.25845723816122E-021 1.67753166152419E-021 2.23611640823137E-021 2.98104205621882E-021 3.9750786055711E-021 5.30245667294126E-021 7.07633944566607E-021 9.44894909490765E-021 1.26253102968258E-020 1.68819293066233E-020 2.2592216156801E-020 3.02611300670525E-020 4.05724524549784E-020 5.44533608887801E-020 7.3162715866641E-020 9.84118463277529E-020 1.32529845324188E-019 1.78689737642612E-019 2.41217687012011E-019 3.26015042765207E-019 4.41132843386336E-019 5.97550626489143E-019
2.25829402469626E-025 5.62111776762247E-025 1.0503872387575E-024 1.74643759365026E-024 2.72498212356854E-024 4.0858986063411E-024 5.96246395020461E-024 8.53227000615345E-024 1.20316844200557E-023 1.67750115759891E-023 2.31798885694388E-023 3.1800957681895E-023 4.33745329306751E-023 5.88778816848591E-023 7.96079508596634E-023 1.07285985762626E-022 1.44196660017796E-022 1.93373248897714E-022 2.58844295633429E-022 3.45962493308273E-022 4.61843612670044E-022 6.15952900278104E-022 8.20889339885489E-022 1.09343572477311E-021 1.45596628619686E-021 1.93833592976394E-021 2.58041905310633E-021 3.43552571486407E-021 4.57500444611245E-021 6.09445227817133E-021 8.12210465275813E-021 1.08301859666754E-020 1.44502864431662E-020 1.92942214321227E-020 2.57823642874528E-020 3.44821770605927E-020 4.6160666817367E-020 6.1855866882796E-020 8.29743113600447E-020 1.1142400740598E-019 1.49795829412525E-019 2.01610828664137E-019 2.71656979639461E-019 3.66446690573129E-019 4.9483625136933E-019 6.68860327891176E-019
2.67447456297411E-025 6.65070565448527E-025 1.24158622617126E-024 2.06233020436505E-024 3.21470903288038E-024 4.81541368066555E-024 7.01996309749099E-024 1.00353299861265E-023 1.41366458070437E-023 1.96893071754619E-023 2.71782383598854E-023 3.72466405716172E-023 5.07473264952687E-023 6.88107630033126E-023 9.29353135954016E-023 1.25107002494855E-022 1.67958573264682E-022 2.24980900692209E-022 3.00804225566571E-022 4.01572610700467E-022 5.35442996044762E-022 7.13250984941525E-022 9.49400007240744E-022 1.26305011962054E-021 1.67970924871973E-021 2.23336565734213E-021 2.96934923420198E-021 3.94817554837075E-021 5.25071687284154E-021 6.98516733885437E-021 9.2964370519803E-021 1.23788388419572E-020 1.64932438478837E-020 2.19903091010164E-020 2.93419634977736E-020 3.91841347243788E-020 5.23747850258656E-020 7.00727997118972E-020 9.38452722123833E-020 1.25813424664004E-019 1.68851006987163E-019 2.26853783853124E-019 3.05104925326056E-019 4.10769020572803E-019 5.53557177736988E-019 7.46617107253318E-019
3.15831757795666E-025 7.84640677496688E-025 1.46339398200834E-024 2.42839493290843E-024 3.78159399699339E-024 5.65892902313436E-024 8.24134533531798E-024 1.17693566485842E-023 1.65622862060985E-023 2.30436971800816E-023 3.17750124659666E-023 4.34999770595909E-023 5.92034855462778E-023 8.01894556985949E-023 1.08183974632478E-022 1.45472008028298E-022 1.95078722853682E-022 2.61010168904864E-022 3.48573017194527E-022 4.64799700414039E-022 6.1901423373056E-022 8.23586014957221E-022 1.09493510056525E-021 1.45487430857975E-021 1.93240302645454E-021 2.56610754791774E-021 3.40737687368059E-021 4.52471630057974E-021 6.0095407762096E-021 7.983965451242E-021 1.06112951462205E-020 1.41101653358531E-020 1.87736289466527E-020 2.49949486388721E-020 3.33024877676852E-020 4.44069546724123E-020 5.92654240015052E-020 7.91681403262255E-020 1.05856238959392E-019 1.41681367569716E-019 1.89821966835358E-019 2.54575904084969E-019 3.41755487926787E-019 4.59218804758452E-019 6.17580817632342E-019 8.31158383573692E-019
