mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_criterion	param_max_features	param_splitter	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score	split0_train_score	split1_train_score	split2_train_score	split3_train_score	split4_train_score	mean_train_score	std_train_score
0.005222988128662109	0.0010112585164584278	0.0012087821960449219	0.00022711203718841063	mse	auto	best	{'criterion': 'mse', 'max_features': 'auto', 'splitter': 'best'}	0.9999147861901415	0.9999316455145492	0.9999351722823753	0.9999260268450363	0.9999198313742022	0.9999254924412609	7.46346723125908e-06	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.0038492679595947266	0.00045014256130289945	0.0009898662567138672	0.00018389275545950678	mse	auto	random	{'criterion': 'mse', 'max_features': 'auto', 'splitter': 'random'}	0.9998539830300537	0.9998912800502724	0.9998940310382296	0.9998272612170225	0.9998966773693403	0.9998726465409836	2.7532306019204524e-05	14	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.004339885711669922	0.0005684525220083915	0.0009795188903808593	0.0001226477265920107	mse	sqrt	best	{'criterion': 'mse', 'max_features': 'sqrt', 'splitter': 'best'}	0.9999147861901415	0.9999316455145492	0.9999351722823753	0.9999260268450363	0.9999198313742022	0.9999254924412609	7.46346723125908e-06	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.004679107666015625	0.00016540474117376406	0.0012105941772460938	0.00012819318043412142	mse	sqrt	random	{'criterion': 'mse', 'max_features': 'sqrt', 'splitter': 'random'}	0.9998113777232798	0.9998673313872768	0.9998933415501986	0.9998981408358156	0.9998820084753915	0.9998704399943925	3.1380449116314506e-05	15	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.005192613601684571	0.000641794413098299	0.0010274887084960938	0.000179674405188194	mse	log2	best	{'criterion': 'mse', 'max_features': 'log2', 'splitter': 'best'}	0.9999147861901415	0.9999316455145492	0.9999351722823753	0.9999260268450363	0.9999198313742022	0.9999254924412609	7.46346723125908e-06	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.004165172576904297	0.00022487121677968407	0.0010457992553710937	0.00025945636530798187	mse	log2	random	{'criterion': 'mse', 'max_features': 'log2', 'splitter': 'random'}	0.9999021859321316	0.9998591642746598	0.9998743378985167	0.9998647659948305	0.9998833081932711	0.9998767524586821	1.5157103030389412e-05	12	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.00442051887512207	0.00033926596877472255	0.0009477138519287109	0.00018358218205435402	friedman_mse	auto	best	{'criterion': 'friedman_mse', 'max_features': 'auto', 'splitter': 'best'}	0.9999147861901415	0.9999316455145492	0.9999351722823753	0.9999260268450363	0.9999198313742022	0.9999254924412609	7.46346723125908e-06	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.0036655426025390624	0.0002954064731156478	0.0009076595306396484	0.00014170072840314298	friedman_mse	auto	random	{'criterion': 'friedman_mse', 'max_features': 'auto', 'splitter': 'random'}	0.9997844732253269	0.999894078717758	0.9998881270967794	0.9998510743756565	0.9998431080606096	0.999852172295226	3.9282122768358164e-05	18	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.004303932189941406	0.000439306815737873	0.0008090972900390625	5.088985231213975e-05	friedman_mse	sqrt	best	{'criterion': 'friedman_mse', 'max_features': 'sqrt', 'splitter': 'best'}	0.9999147861901415	0.9999316455145492	0.9999351722823753	0.9999260268450363	0.9999198313742022	0.9999254924412609	7.46346723125908e-06	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.003543663024902344	0.00020329561768847753	0.0008946418762207031	0.00017495561466613247	friedman_mse	sqrt	random	{'criterion': 'friedman_mse', 'max_features': 'sqrt', 'splitter': 'random'}	0.9998712837507926	0.9998662049908482	0.9998773424248841	0.9998840900869066	0.9998852145770017	0.9998768271660866	7.306493444083903e-06	11	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.0043697357177734375	0.00041580582975673006	0.0008342742919921875	6.795346096720155e-05	friedman_mse	log2	best	{'criterion': 'friedman_mse', 'max_features': 'log2', 'splitter': 'best'}	0.9999147861901415	0.9999316455145492	0.9999351722823753	0.9999260268450363	0.9999198313742022	0.9999254924412609	7.46346723125908e-06	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.003746366500854492	0.00022698323248997708	0.0009146690368652344	0.00012932687001966883	friedman_mse	log2	random	{'criterion': 'friedman_mse', 'max_features': 'log2', 'splitter': 'random'}	0.999831099082598	0.9998829193368992	0.9998826390904623	0.9999026215805902	0.9998862608103606	0.9998771079801821	2.4149127565130045e-05	10	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.174643611907959	0.0014571174135592229	0.001011228561401367	0.0001548211463142979	mae	auto	best	{'criterion': 'mae', 'max_features': 'auto', 'splitter': 'best'}	0.9999147861901415	0.9999316455145492	0.9999351722823753	0.9999260268450363	0.9999198313742022	0.9999254924412609	7.46346723125908e-06	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.16408777236938477	0.008254498125865728	0.0010541439056396484	0.00028489388534876716	mae	auto	random	{'criterion': 'mae', 'max_features': 'auto', 'splitter': 'random'}	0.9998719320152448	0.9998773232941175	0.9998568394225043	0.9998453321301662	0.9998805464835159	0.9998663946691098	1.3306420872673263e-05	16	1.0	1.0	1.0	1.0	1.0	1.0	0.0
