mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_alpha	param_gamma	param_kernel	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score	split0_train_score	split1_train_score	split2_train_score	split3_train_score	split4_train_score	mean_train_score	std_train_score
0.10553445816040039	0.04005259872252022	0.017830514907836915	0.007975226749981442	0.001	0.1	poly	{'alpha': 0.001, 'gamma': 0.1, 'kernel': 'poly'}	0.9854108708666762	0.9859526049353986	0.9861055576769512	0.9860655881656601	0.9852088256785118	0.9857486894646396	0.0003674059170955387	17	0.9866100775556073	0.9865123723562985	0.9863935048250713	0.9863181727387196	0.9865858915312516	0.9864840038013897	0.00011204506411933612
0.09019889831542968	0.02493493281016578	0.00840010643005371	0.004904878602700078	0.001	0.1	rbf	{'alpha': 0.001, 'gamma': 0.1, 'kernel': 'rbf'}	0.9956137231843082	0.9954532644442435	0.9954734681871216	0.9968952363999004	0.9956131221904135	0.9958097628811975	0.0005469071476307412	13	0.9958006185882784	0.9959787797858459	0.9959961190590888	0.9959167265547053	0.9959817109712039	0.9959347909918245	7.242401267614268e-05
0.09843049049377442	0.018453316511180425	0.014229631423950196	0.00621521731205073	0.001	1	poly	{'alpha': 0.001, 'gamma': 1, 'kernel': 'poly'}	0.9854205100430197	0.9859550768696713	0.9861122176192753	0.9860377402575461	0.9851933530088862	0.9857437795596796	0.0003672270733696922	25	0.9866103200254452	0.9865126200190668	0.9863937278423828	0.9863184210684671	0.986586147407793	0.986484247272631	0.00011204917360550146
0.08450274467468262	0.010915672063669704	0.019539642333984374	0.007807488098693855	0.001	1	rbf	{'alpha': 0.001, 'gamma': 1, 'kernel': 'rbf'}	0.9998814051442189	0.9998755570030381	0.9998671386191447	0.9998718581988059	0.9998824534445993	0.9998756824819613	5.765991272993226e-06	6	0.9998825647007321	0.999881824664465	0.9998875867143506	0.9998890192893855	0.9998872417936828	0.9998856474325233	2.8909863761669596e-06
0.10458540916442871	0.003204097752401163	0.017902708053588866	0.0055127777334862595	0.001	2	poly	{'alpha': 0.001, 'gamma': 2, 'kernel': 'poly'}	0.9854205257308618	0.9859550797139218	0.9861122249801476	0.9860377017738478	0.9851933337641725	0.9857437731925904	0.00036722572417036516	26	0.9866103200287597	0.9865126200190747	0.9863937278478621	0.9863184210717155	0.9865861474091376	0.9864842472753098	0.0001120491727495362
0.08664512634277344	0.01387482451095134	0.014771556854248047	0.011380498070990536	0.001	2	rbf	{'alpha': 0.001, 'gamma': 2, 'kernel': 'rbf'}	0.9999520474188606	0.9999596658315308	0.9999514919373262	0.999967511463391	0.9999600898916129	0.9999581613085443	5.920617826482225e-06	3	0.9999647670883205	0.9999603657909516	0.9999634971405668	0.9999605265621088	0.999960655037868	0.9999619623239632	1.8188838226201605e-06
0.09612693786621093	0.013036813279251191	0.01910400390625	0.011093560623874371	0.01	0.1	poly	{'alpha': 0.01, 'gamma': 0.1, 'kernel': 'poly'}	0.9853058673604013	0.9859084536596661	0.9860270935287517	0.9862802877561526	0.9853208769018943	0.9857685158413731	0.0003905841121292633	16	0.9865872023409898	0.9864890168735564	0.9863724181446776	0.9862947427294083	0.9865617574061754	0.9864610274989616	0.00011167117113236758
0.09458603858947753	0.0235434947564417	0.005731821060180664	0.0004007687671555187	0.01	0.1	rbf	{'alpha': 0.01, 'gamma': 0.1, 'kernel': 'rbf'}	0.9915025529882033	0.9918752614356049	0.9919475291148105	0.9941473933721314	0.9921345854953582	0.9923214644812216	0.000935786398659923	15	0.9923578441163969	0.9925402119350655	0.9926174373843116	0.9924350882809352	0.9925996522870043	0.9925100468007427	9.925346618628014e-05
0.10028719902038574	0.007516694023194649	0.0264101505279541	0.013602515502819448	0.01	1	poly	{'alpha': 0.01, 'gamma': 1, 'kernel': 'poly'}	0.985420308439068	0.9859550249763946	0.9861122035759631	0.9860381726110143	0.9851935295152653	0.9857438478235411	0.0003672701470252178	23	0.9866103196099174	0.9865126196092431	0.9863937274449044	0.9863184206576661	0.9865861469922633	0.9864842468627989	0.00011204916957869756
0.08118400573730469	0.007707840910701033	0.015282869338989258	0.013668593747241173	0.01	1	rbf	{'alpha': 0.01, 'gamma': 1, 'kernel': 'rbf'}	0.9995979858858655	0.9995453924762356	0.9995725085666562	0.9996167845610704	0.9996419387963233	0.9995949220572303	3.362580505572248e-05	7	0.9995923370053035	0.999617056144869	0.9996260243366587	0.9996450205988149	0.9996278421485152	0.9996216560468323	1.7227985335647845e-05
0.10993385314941406	0.007750042696651225	0.01816835403442383	0.008026632982690128	0.01	2	poly	{'alpha': 0.01, 'gamma': 2, 'kernel': 'poly'}	0.9854204654889627	0.9859550536326284	0.9861122773295486	0.9860377880454807	0.9851933372217153	0.985743784343667	0.0003672566093767637	24	0.986610319822661	0.9865126198215565	0.986393727647604	0.9863184208692215	0.986586147208809	0.9864842470739704	0.00011204917222294252
0.08778853416442871	0.02741445060682648	0.012365150451660156	0.0055207065808380975	0.01	2	rbf	{'alpha': 0.01, 'gamma': 2, 'kernel': 'rbf'}	0.9999008857112366	0.9998681034417621	0.9998720919429793	0.9998738450253684	0.999874986650117	0.9998779825542927	1.1687132680542334e-05	5	0.9998789965685061	0.9998855488865244	0.9998908293634378	0.9998932309177264	0.9998919030157689	0.9998881017503927	5.246318710098292e-06
0.1066056251525879	0.009846689649817166	0.01593670845031738	0.006526001884310483	0.1	0.1	poly	{'alpha': 0.1, 'gamma': 0.1, 'kernel': 'poly'}	0.9831944813033573	0.9841474686582513	0.9841201238475557	0.9860967296464893	0.9847104409414666	0.9844538488794241	0.0009545831162937981	30	0.9850954689523341	0.984970927466829	0.9849728891743487	0.9847658113275443	0.9849909674572443	0.9849592128756601	0.00010705372808815858
0.07786774635314941	0.027532914544953945	0.015190696716308594	0.013063020164334457	0.1	0.1	rbf	{'alpha': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}	0.9822422403554008	0.9829535548197877	0.9840186434726262	0.9855802389743941	0.9837659189730993	0.9837121193190616	0.0011245164981896758	32	0.984195208142496	0.9841218739609252	0.9842141119839636	0.983920602815945	0.9840996353613455	0.9841102864529351	0.00010413359927179592
0.11098408699035645	0.018590407422595785	0.01385812759399414	0.00460047843272667	0.1	1	poly	{'alpha': 0.1, 'gamma': 1, 'kernel': 'poly'}	0.9854182514629096	0.9859544681369891	0.986112015019397	0.9860424553723076	0.9851952620048776	0.9857444903992961	0.00036770417313346856	20	0.9866102780759758	0.986512578686665	0.9863936877293337	0.986318379637786	0.9865861054878857	0.9864842059235291	0.0001120487599666545
0.08218874931335449	0.008419901808702057	0.00981297492980957	0.005237379569958538	0.1	1	rbf	{'alpha': 0.1, 'gamma': 1, 'kernel': 'rbf'}	0.9982433540120242	0.9981739613154765	0.9983951229044933	0.9989427010878147	0.9985154837946649	0.9984541246228946	0.00027161326994038924	9	0.9984200215451585	0.9985058424569977	0.9985238351758681	0.9985467907859077	0.9984960511783056	0.9984985082284474	4.287807616503206e-05
0.10987768173217774	0.03348137387038522	0.028853368759155274	0.011503443713599192	0.1	2	poly	{'alpha': 0.1, 'gamma': 2, 'kernel': 'poly'}	0.9854198412563301	0.9859547743156772	0.9861127731719768	0.9860386334777724	0.9851933583947089	0.9857438761232931	0.00036756314902104063	21	0.9866102993484981	0.9865125998619207	0.9863937079444448	0.9863184007432698	0.9865861270873185	0.9864842269970904	0.00011204903478804894
