3.96713088178789E-148 2.33271140183819E-143 1.16327183310627E-138 4.91968311112953E-134 1.76452885186535E-129 5.36730302369238E-125 1.38458360004819E-120 3.02913039151379E-116 5.62020905536197E-112 8.84346964298729E-108 1.18012667025328E-103 1.33558114167325E-099 1.28188081578933E-095 1.04342379121547E-091 7.20293571297341E-088 4.21690735186272E-084 2.09369924808439E-080 8.81597300577516E-077 3.14819716364811E-073 9.53431095097182E-070 2.4487949296232E-066 5.33397824202775E-063 9.85339241853008E-060 1.54367558588623E-056 2.05098275573105E-053 2.31101997464925E-050 2.20841712625125E-047 1.7897576632293E-044 1.23010751515095E-041 7.17013990633264E-039 3.54444225144003E-036 1.48594897563603E-033 5.28318241308332E-031 1.59302661536695E-028 4.07367309472923E-026 8.83456223564367E-024 1.6248737074387E-021 2.53448604912163E-019 3.35270942810618E-017
4.39520024340898E-143 1.70804280248753E-138 5.66439333283868E-134 1.60303360238336E-129 3.87138549808429E-125 7.97856489046096E-121 1.40319398383309E-116 2.10593623040015E-112 2.69716358941954E-108 2.94784015235346E-104 2.74938235834666E-100 2.18827008354778E-096 1.48628219169502E-092 8.61462139132124E-089 4.26094262089165E-085 1.79849711887992E-081 6.47811087379975E-078 1.9912306881888E-074 5.22311209821133E-071 1.16915391004545E-067 2.23330786765685E-064 3.6404919507189E-061 5.06414490656551E-058 6.01155386730709E-055 6.08978460038345E-052 5.26443405704599E-049 3.88361364424657E-046 2.44486518491564E-043 1.31343439184746E-040 6.02138534877673E-038 2.35569483024664E-035 7.86459215927599E-033 2.240618682716E-030 5.44746275476375E-028 1.1301996177286E-025 2.00101623544594E-023 3.02329578376635E-021 3.89803051197474E-019 4.28888498462966E-017
2.05975754245266E-138 5.45500401255581E-134 1.23995965475595E-129 2.41909844471178E-125 4.05072758585545E-121 5.82164931053641E-117 7.18112606749238E-113 7.60278254766139E-109 6.90853711033416E-105 5.38806874470259E-101 3.60673030545929E-097 2.07218114406117E-093 1.02182205810942E-089 4.32470349497342E-086 1.57098091306092E-082 4.89800233009356E-079 1.31069177424335E-075 3.01034082184973E-072 5.93422856234042E-069 1.00402928161721E-065 1.45801501220253E-062 1.81723511435975E-059 1.94398877149621E-056 1.78488356952768E-053 1.40656413339056E-050 9.51355194382515E-048 5.5228005085491E-045 2.75175349136626E-042 1.17677437765746E-039 4.31927035874737E-037 1.36069591741229E-034 3.67913125778576E-032 8.53813446466445E-030 1.70064711109159E-027 2.90736078859879E-025 4.26596373902774E-023 5.37240689676208E-021 5.80703099254452E-019 5.38732154549199E-017
4.47739049287505E-134 8.30536317584088E-130 1.32937109963544E-125 1.83606388385013E-121 2.1881812516669E-117 2.25026024309713E-113 1.99680728155988E-109 1.52895078407874E-105 1.01019405906971E-101 5.75930480990274E-098 2.83327851207097E-094 1.20271415289641E-090 4.40544237684622E-087 1.39242104442525E-083 3.79756819602025E-080 8.93705713936144E-077 1.81483621702985E-073 3.18005250250412E-070 4.80822843867156E-067 6.27321027617329E-064 7.06233879063586E-061 6.8605857917656E-058 5.75079387499031E-055 4.15956919559244E-052 2.59610859458062E-049 1.39814207843153E-046 6.49731178634199E-044 2.60537390443172E-041 9.0148885077958E-039 2.69156337936544E-036 6.93430295055301E-034 1.54154058112742E-031 2.95706630361993E-029 4.89464403072439E-027 6.99093256223839E-025 8.61594787060362E-023 9.16273154285592E-021 8.40815699344978E-019 6.65779795620865E-017
4.88786611696122E-130 6.50837898133689E-126 7.51520319787307E-122 7.52528553186014E-118 6.53460890074936E-114 4.92074181247786E-110 3.21333436553857E-106 1.81968250826684E-102 8.93613423145098E-099 3.805555926461E-095 1.40540306146265E-091 4.50088631357778E-088 1.2499986762616E-084 3.01047776843964E-081 6.28746611191613E-078 1.13875488187975E-074 1.78854226709298E-071 2.4360294010907E-068 2.87726726615165E-065 2.94708217568629E-062 2.61769261787034E-059 2.01631978821548E-056 1.34683544711178E-053 7.8016062089851E-051 3.91893331999618E-048 1.70712799575066E-045 6.44879626452628E-043 2.11254315860343E-040 6.00132139266824E-038 1.47843604482571E-035 3.15843948762962E-033 5.85136164593335E-031 9.40060235214272E-029 1.3096908262617E-026 1.58232704219978E-024 1.65782267978686E-022 1.50624030537716E-020 1.18676523119906E-018 8.10867185233975E-017
2.87085563203649E-126 2.80532665045952E-122 2.38828564029444E-118 1.77141306400654E-114 1.14468018477266E-110 6.44435167853836E-107 3.16085843826626E-103 1.35070841455928E-099 5.02862106941755E-096 1.63104882554923E-092 4.60909605377556E-089 1.13473722445816E-085 2.43391602856672E-082 4.54827405927422E-079 7.40488649976573E-076 1.05031830073073E-072 1.29793876979713E-069 1.39739190618039E-066 1.31072923943515E-063 1.07112091067148E-060 7.62596405337344E-058 4.73022452764212E-055 2.55622750477743E-052 1.20350527238789E-049 4.93659201933816E-047 1.76415695936979E-044 5.49259976067428E-042 1.48987362135919E-039 3.52088349050705E-037 7.24910888547058E-035 1.30031429829005E-032 2.03208934617015E-030 2.76673781328392E-028 3.28188952932941E-026 3.39164709322569E-024 3.0537121796749E-022 2.3953903276314E-020 1.63702468320752E-018 9.74686408062959E-017
9.63282911353001E-123 7.04716212188372E-119 4.51119614302115E-115 2.52688919719104E-111 1.23850489699313E-107 5.31161144915988E-104 1.99329652430039E-100 6.54537542411169E-097 1.8806771778482E-093 4.7283649369979E-090 1.04021895396523E-086 2.00242186311647E-083 3.37289976275559E-080 4.97128122863353E-077 6.41136157981958E-074 7.23517848885736E-071 7.1443919001675E-068 6.17302918563707E-065 4.66711424540855E-062 3.08756119962602E-059 1.78730947700062E-056 9.05317639868574E-054 4.01253882696033E-051 1.55616109688823E-048 5.28088732185044E-046 1.56810915012755E-043 4.07439113098361E-041 9.26330977383017E-039 1.84283604432446E-036 3.20792532109262E-034 4.88628553626876E-032 6.512541070911E-030 7.59519886176989E-028 7.75077026195265E-026 6.92098041367397E-024 5.40763558137057E-022 3.69712602402253E-020 2.21176068070172E-018 1.15778802303274E-016
1.94600096946149E-119 1.08529739731856E-115 5.31789689915847E-112 2.28937274000253E-108 8.65921541742161E-105 2.87757083282778E-101 8.40154086674254E-098 2.15514903390814E-094 4.85714551156233E-091 9.61768088562812E-088 1.67318920618656E-084 2.5574384355602E-081 3.43439911779887E-078 4.05211518799138E-075 4.20047344332918E-072 3.82560517863965E-069 3.06117030974385E-066 2.15208926265972E-063 1.32928624658189E-060 7.21376822398624E-058 3.43946821208943E-055 1.4408071599237E-052 5.30280745799292E-050 1.71471245049801E-047 4.87149416353553E-045 1.21595783179131E-042 2.66661479573155E-040 5.1379218843141E-038 8.69761444755528E-036 1.29359476569224E-033 1.69037005096754E-031 1.94066588690918E-029 1.95751544188316E-027 1.73478262565429E-025 1.35073568491503E-023 9.24019477164072E-022 5.55363483255564E-020 2.93264137317972E-018 1.36058612141774E-016
2.47863230633178E-116 1.07128697987293E-112 4.08362839977389E-109 1.37288219428266E-105 4.07068031981375E-102 1.0645042281856E-098 2.4551297685235E-095 4.99399590256564E-092 8.95918654374913E-089 1.41754105275462E-085 1.97810517483451E-082 2.43450001281431E-079 2.64251128939448E-076 2.52970913914737E-073 2.13585121553669E-070 1.59044286034043E-067 1.04450810344851E-064 6.04995611741996E-062 3.09057511667516E-059 1.39242897143453E-056 5.53290821943292E-054 1.9390122357437E-051 5.99313832020508E-049 1.63370907305701E-046 3.92773165497817E-044 8.32828473654786E-042 1.55745672762239E-039 2.56875734702424E-037 3.73660199909149E-035 4.79377085204168E-033 5.4240585281305E-031 5.41275203525739E-029 4.76385533822383E-027 3.697819140824E-025 2.53150876504281E-023 1.52848039571774E-021 8.13929854393244E-020 3.822616693944E-018 1.58336555865295E-016
2.073182015757E-113 7.04906694146713E-110 2.12146568606885E-106 5.65132863478831E-103 1.33252476495521E-099 2.78105891946368E-096 5.13754058136873E-093 8.40060405326103E-090 1.21583863716625E-086 1.55758422435473E-083 1.7661895631121E-080 1.77269191093771E-077 1.57485069527438E-074 1.23838500512083E-071 8.61950166075729E-069 5.31029692458222E-066 2.89578042194351E-063 1.39772786892912E-060 5.97158744372241E-058 2.25822464386667E-055 7.55883148774138E-053 2.23950666472522E-050 5.87300309367482E-048 1.36325868976553E-045 2.80095734043608E-043 5.09383518408612E-041 8.19961493766492E-039 1.16829414914073E-036 1.47340154258914E-034 1.64475120542234E-032 1.62513514043213E-030 1.42131036677005E-028 1.10026814873888E-026 7.53907967001802E-025 4.5724429902838E-023 2.45464358076466E-021 1.16637648809629E-019 4.90568035678051E-018 1.8262907204069E-016
