3.98079371226993E-031 1.25713080769147E-030 2.98225441508887E-030 6.29884480167499E-030 1.24929693412707E-029 2.38271506762814E-029 4.42576271816713E-029 8.06691314323229E-029 1.44997266639924E-028 2.57872386503635E-028 4.54870965937739E-028 7.97235651687791E-028 1.39025558374525E-027 2.41478412948133E-027 4.18130217868708E-027 7.22270505622148E-027 1.24536669115915E-026 2.14446048609573E-026 3.68931624819251E-026 6.34366245742316E-026 1.09053737371369E-025 1.87487252622195E-025 3.22437411690779E-025 5.5483403249372E-025 9.55471606451969E-025 1.6470074494735E-024 2.84234411341067E-024 4.91175133983883E-024 8.50052573374444E-024 1.47357483460107E-023 2.55905349833407E-023 4.45274174622186E-023 7.76377533654617E-023 1.35664885631924E-022 2.37605695181621E-022 4.1713739138792E-022 7.34110379881178E-022 1.29513591728692E-021
7.63434026617741E-031 2.3918028104252E-030 5.62889629093892E-030 1.17940654017157E-029 2.32050544347703E-029 4.39029148849268E-029 8.08916197653196E-029 1.46253603306149E-028 2.60754738515636E-028 4.5998071287967E-028 8.04774754194513E-028 1.39898448226034E-027 2.41963218801308E-027 4.16821137922583E-027 7.15793275143778E-027 1.22621946726089E-026 2.09674280946523E-026 3.58040829555969E-026 6.10820544366951E-026 1.04147140181335E-025 1.77530615166415E-025 3.02632336031329E-025 5.16041797738468E-025 8.8040576286333E-025 1.50314811212073E-024 2.56878029097557E-024 4.39478750176548E-024 7.52850818530721E-024 1.2915465548654E-023 2.2192551801745E-023 3.8199927725079E-023 6.58770365655238E-023 1.13834893036894E-022 1.97121867197225E-022 3.42100349677279E-022 5.95063727013826E-022 1.03748965436077E-021 1.81307427266575E-021
1.41222180167171E-030 4.39138919660611E-030 1.02573692651883E-029 2.13306120473303E-029 4.16524063777716E-029 7.82094217781861E-029 1.43010448292697E-028 2.56601642913458E-028 4.54008085916699E-028 7.94765864766563E-028 1.37984910284461E-027 2.38021970379025E-027 4.08497484367162E-027 6.98255532491781E-027 1.18977639466425E-026 2.02230758320483E-026 3.43094158987552E-026 5.81269384542857E-026 9.83835525633293E-026 1.66420591281873E-025 2.81429942337976E-025 4.75921980442486E-025 8.05034116385444E-025 1.36240525484476E-024 2.30729799523646E-024 3.91102967507487E-024 6.63662400321011E-024 1.12757493890424E-023 1.91846775337506E-023 3.26918105763619E-023 5.58031980968694E-023 9.54268596627465E-023 1.63502446881128E-022 2.80714163742691E-022 4.82977688303288E-022 8.32794411318628E-022 1.43915280081832E-021 2.49243655131819E-021
2.52814789904852E-030 7.80601928709556E-030 1.81043624481851E-029 3.73819007986648E-029 7.24769773576011E-029 1.35117586979036E-028 2.45303721961755E-028 4.36988402228729E-028 7.67606283931324E-028 1.33403964617594E-027 2.29935300424272E-027 3.93754318321447E-027 6.70843736128572E-027 1.13830670016217E-026 1.92536089331132E-026 3.24851289828009E-026 5.47053376956061E-026 9.19943004284771E-026 1.54547091110527E-025 2.59470310316183E-025 4.354920314865E-025 7.30906074539324E-025 1.22699306997103E-024 2.06073301797579E-024 3.46331236866193E-024 5.82553587158018E-024 9.80916775441827E-024 1.65368541818897E-023 2.79167986971405E-023 4.71990485910242E-023 7.99307849291295E-023 1.35600528819735E-022 2.30474337819191E-022 3.92498331309721E-022 6.69788730453075E-022 1.14535670881021E-021 1.9626712062828E-021 3.37004426615126E-021
4.39267562260463E-030 1.34725771605338E-029 3.10377689911652E-029 6.36570463401531E-029 1.22589844907801E-028 2.27000561483953E-028 4.09327524484135E-028 7.24234872575383E-028 1.26351823538988E-027 2.18090005261149E-027 3.73324994592735E-027 6.34908699853568E-027 1.07424110004063E-026 1.81018854690468E-026 3.04053649607268E-026 5.09431020695719E-026 8.5188720162249E-026 1.42250398221071E-025 2.37291312992677E-025 3.95571516008376E-025 6.59206381815644E-025 1.0984838945335E-024 1.83084577464158E-024 3.05277611842123E-024 5.09347133986665E-024 8.50534059603388E-024 1.42169148935762E-023 2.37917355254469E-023 3.98676068947389E-023 6.69034841440914E-023 1.12452206730929E-022 1.89333927606846E-022 3.19355213878591E-022 5.39684899511771E-022 9.13801749296393E-022 1.55031343019081E-021 2.63532178097758E-021 4.48806018042159E-021
7.42660015423633E-030 2.26338081655238E-029 5.18126292609971E-029 1.05589757395968E-028 2.02046722549568E-028 3.71738824932171E-028 6.66019762900108E-028 1.17082531026136E-027 2.02946622753941E-027 3.48028391658928E-027 5.91882268116909E-027 1.00004475244561E-026 1.68097069917509E-026 2.81398974190011E-026 4.69547020208727E-026 7.8150906572688E-026 1.29819463682236E-025 2.15332366029598E-025 3.567996867024E-025 5.90803128556367E-025 9.77917648228354E-025 1.6185465706487E-024 2.6792973665375E-024 4.43698757647587E-024 7.35219490216326E-024 1.21924149522126E-023 2.02386857551264E-023 3.3632941639143E-023 5.59631435590706E-023 9.32509937173985E-023 1.55622645988863E-022 2.60140309081541E-022 4.35610263646488E-022 7.30760015651432E-022 1.2281629755313E-021 2.0679676966498E-021 3.48833351568802E-021 5.89425717490844E-021
1.22451296057443E-029 3.70950329663754E-029 8.44055506782882E-029 1.70972683003168E-028 3.25175985862484E-028 5.94645728214098E-028 1.05889541156831E-027 1.85010038837762E-027 3.18723260595592E-027 5.43208625752785E-027 9.18117964297119E-027 1.54164607812969E-026 2.5752428406805E-026 4.28414178483294E-026 7.10385256782347E-026 1.17493106762699E-025 1.93941796275274E-025 3.19656526830516E-025 5.2629651423294E-025 8.65903173888857E-025 1.42409086666812E-024 2.34184097593895E-024 3.85156563465211E-024 6.3368816067086E-024 1.04318539426655E-023 1.71860710379178E-023 2.83397370339691E-023 4.67829940793046E-023 7.73243647180461E-023 1.27978881385463E-022 2.12131517424615E-022 3.52177322786761E-022 5.85656280196306E-022 9.7560658632972E-022 1.62805303191935E-021 2.72155614079832E-021 4.55710927150958E-021 7.64223974154815E-021
1.97295470813925E-029 5.94266993267953E-029 1.34444093892999E-028 2.70766502057893E-028 5.12007860112159E-028 9.30890799686273E-028 1.64804070216385E-027 2.8627049587015E-027 4.90290310926173E-027 8.30722765174989E-027 1.39581963840659E-026 2.32995821161355E-026 3.86905877304948E-026 6.39831331178192E-026 1.05463150895325E-025 1.7338626188129E-025 2.84484946694413E-025 4.66065365665043E-025 7.62708523053832E-025 1.24724395260319E-024 2.03874290744535E-024 3.33206228236136E-024 5.4464271017859E-024 8.90544826233788E-024 1.45691385380842E-023 2.38521021411227E-023 3.90848072024522E-023 6.41128892773718E-023 1.05293188186362E-022 1.73152228432859E-022 2.85152650517047E-022 4.70315352015111E-022 7.76953058523329E-022 1.28562352705406E-021 2.13083704222101E-021 3.53742760446122E-021 5.88141882275479E-021 9.79161323132341E-021
3.11189160512324E-029 9.32219675643861E-029 2.09749398381585E-028 4.20115943707847E-028 7.9005776292797E-028 1.42850429262422E-027 2.51503362707002E-027 4.3444799947289E-027 7.39932330272381E-027 1.24670656344094E-026 2.08304502624734E-026 3.45756451206535E-026 5.70915296736879E-026 9.38787327386766E-026 1.53861075280909E-025 2.51512575553772E-025 4.10309658454729E-025 6.6833906009843E-025 1.08741667462153E-024 1.76793226716973E-024 2.87304578467222E-024 4.66818043841585E-024 7.58557809933479E-024 1.23299869895751E-023 2.005197512373E-023 3.26326289482672E-023 5.31520486451261E-023 8.66616779869039E-023 1.41459789588152E-022 2.3120158010384E-022 3.78395697644724E-022 6.20206555299627E-022 1.01809420233262E-021 1.67384174291709E-021 2.75620642119328E-021 4.54520456682622E-021 7.50555957842987E-021 1.24080968526093E-020
4.81256778262153E-029 1.43419472343775E-028 3.21012040944035E-028 6.39607668557692E-028 1.19652082728129E-027 2.15205202435822E-027 3.76892540853921E-027 6.47599726286517E-027 1.09710548202207E-026 1.83865566563648E-026 3.05567151939363E-026 5.04477774985781E-026 8.28512092342578E-026 1.35500623858931E-025 2.20872168724429E-025 3.59088171751657E-025 5.82603432334659E-025 9.43775051214148E-025 1.52710221613138E-024 2.46903907710035E-024 3.9901060794665E-024 6.44700383983175E-024 1.04173115793238E-023 1.68373547272484E-023 2.72269788996449E-023 4.40566223165887E-023 7.13477911868601E-023 1.15657026211666E-022 1.87690986975484E-022 3.04961712059767E-022 4.96158364933297E-022 8.08353995357492E-022 1.31889641620273E-021 2.15503548998602E-021 3.52631043743715E-021 5.77792474580828E-021 9.47848187013625E-021 1.55635773665202E-020
