mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_criterion	param_max_features	param_splitter	params	split0_test_score	split1_test_score	split2_test_score	mean_test_score	std_test_score	rank_test_score	split0_train_score	split1_train_score	split2_train_score	mean_train_score	std_train_score
0.009016831715901693	0.00017156867037647545	0.001401821772257487	4.682172379643186e-05	mse	auto	best	{'criterion': 'mse', 'max_features': 'auto', 'splitter': 'best'}	0.9994578462349184	0.999430198241836	0.9994491796708181	0.9994457413825241	1.1546117678412319e-05	1	1.0	1.0	1.0	1.0	0.0
