mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_algorithm	param_leaf_size	param_n_neighbors	param_p	param_weights	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score	split0_train_score	split1_train_score	split2_train_score	split3_train_score	split4_train_score	mean_train_score	std_train_score
0.009930133819580078	0.0027560399219096403	0.0026242733001708984	0.00015535563906014457	ball_tree	1	1	1	uniform	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 1, 'p': 1, 'weights': 'uniform'}	0.9942381317026087	0.9959758902218826	0.9947379402509564	0.9980872897026242	0.9952709506998184	0.995662040515578	0.0013427407872059222	53	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.018688726425170898	0.014687139970782971	0.006537532806396485	0.0032387005341264494	ball_tree	1	1	1	distance	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 1, 'p': 1, 'weights': 'distance'}	0.9942381317026087	0.9959758902218826	0.9947379402509564	0.9980872897026242	0.9952709506998184	0.995662040515578	0.0013427407872059222	53	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.01757664680480957	0.005034923649204534	0.005796003341674805	0.0063954563714055945	ball_tree	1	1	2	uniform	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 1, 'p': 2, 'weights': 'uniform'}	0.9942381317026087	0.9959758902218826	0.9947379402509564	0.9980872897026242	0.9952709506998184	0.995662040515578	0.0013427407872059222	53	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.010612297058105468	0.004962844763288277	0.006550836563110352	0.005041758099039244	ball_tree	1	1	2	distance	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 1, 'p': 2, 'weights': 'distance'}	0.9942381317026087	0.9959758902218826	0.9947379402509564	0.9980872897026242	0.9952709506998184	0.995662040515578	0.0013427407872059222	53	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.011269521713256837	0.006741342169760613	0.014935922622680665	0.014882607108264867	ball_tree	1	5	1	uniform	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}	0.9409616575225274	0.9932576450659386	0.985465264275457	0.9982916199729651	0.9983621387649418	0.9832676651203659	0.021670208924915845	137	0.9771723378645063	0.9879321894787325	0.9883934151479139	0.9939532666495878	0.9930103695971523	0.9880923157475785	0.005964900961134463
0.007875967025756835	0.0005263522946845387	0.014513540267944335	0.008456851413000314	ball_tree	1	5	1	distance	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}	0.9852701322586846	0.9980261503275615	0.9970085623189254	0.9986842871484807	0.9983891457196441	0.9954756555546591	0.005134029102479792	89	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.015057706832885742	0.005976575853933385	0.006876707077026367	0.005108796343955375	ball_tree	1	5	2	uniform	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}	0.9409616575225274	0.9932576450659386	0.985465264275457	0.9982916199729651	0.9983621387649418	0.9832676651203659	0.021670208924915845	137	0.9771723378645063	0.9879321894787325	0.9883934151479139	0.9939532666495878	0.9930103695971523	0.9880923157475785	0.005964900961134463
0.01307835578918457	0.007066779473657132	0.011699438095092773	0.007675088030647898	ball_tree	1	5	2	distance	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}	0.9852701322586846	0.9980261503275615	0.9970085623189254	0.9986842871484807	0.9983891457196441	0.9954756555546591	0.005134029102479792	89	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.0222836971282959	0.00505039916483878	0.0032033443450927733	0.0002322420877083021	ball_tree	1	10	1	uniform	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 10, 'p': 1, 'weights': 'uniform'}	0.8589569518788158	0.9812907995636494	0.9276887266806304	0.9996552219200877	0.9975284825807972	0.9530240365247961	0.05374870677794983	215	0.9312412859352764	0.9293875500709566	0.9535354634043401	0.967507790396924	0.9613842702926017	0.9486112720200197	0.015593225802177969
0.010009193420410156	0.004980976028355204	0.008062124252319336	0.005075808741300971	ball_tree	1	10	1	distance	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 10, 'p': 1, 'weights': 'distance'}	0.9673755076000473	0.9989126791855649	0.9890357395592714	0.9998640145527254	0.9983193009957029	0.9907014483786624	0.012298639825864604	115	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.015060520172119141	0.006867058677104647	0.01222853660583496	0.007716474931985924	ball_tree	1	10	2	uniform	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 10, 'p': 2, 'weights': 'uniform'}	0.8589569518788158	0.9812907995636494	0.9276887266806304	0.9996552219200877	0.9975284825807972	0.9530240365247961	0.05374870677794983	215	0.9312412859352764	0.9293875500709566	0.9535354634043401	0.967507790396924	0.9613842702926017	0.9486112720200197	0.015593225802177969
0.01811661720275879	0.007390838931874746	0.012920904159545898	0.010831957569251075	ball_tree	1	10	2	distance	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 10, 'p': 2, 'weights': 'distance'}	0.9673755076000473	0.9989126791855649	0.9890357395592714	0.9998640145527254	0.9983193009957029	0.9907014483786624	0.012298639825864604	115	1.0	1.0	1.0	1.0	1.0	1.0	0.0
