2.81319680097338E-021,3.45548039918003E-021,3.17762586908438E-021,2.59424359667567E-021,1.98392189444512E-021,1.4556673306788E-021,1.03800800078468E-021,7.24900422377954E-022,4.98255175141979E-022,3.38216452114251E-022,2.27278339615409E-022,1.51466708699261E-022,1.00244444909667E-022,6.5954428004492E-023,4.31747128951698E-023,2.81389348073468E-023,1.82690545692745E-023,1.18209181050044E-023,7.62566027354163E-024,4.90606999603221E-024,3.14875267130815E-024,2.01647918354128E-024,1.28880598773975E-024,8.22236734205721E-025,5.23708000593537E-025,3.33061216149778E-025,2.11521349765566E-025,1.34161112090399E-025,8.49930539803375E-026,5.37851435435188E-026,3.40014460978967E-026,2.14743189660646E-026,1.35505308884217E-026,8.54345529889996E-027,5.38237964457415E-027,3.38844050929635E-027,2.13171738467644E-027,1.34023666357496E-027
3.30392778837539E-021,4.11188765117294E-021,3.83106074188267E-021,3.16878973881394E-021,2.4550415463971E-021,1.82488523679616E-021,1.31826575121185E-021,9.32612129961842E-022,6.49363928439316E-022,4.46518261556418E-022,3.03952895383001E-022,2.05194447081699E-022,1.37564385937866E-022,9.16821019428084E-023,6.07943170054284E-023,4.01358456438302E-023,2.63955439947338E-023,1.73003239935796E-023,1.13049276675288E-023,7.3673327645125E-024,4.78961126653341E-024,3.10698835826282E-024,2.01148410063975E-024,1.29989455986368E-024,8.38651758397423E-025,5.4025241544037E-025,3.47540996853771E-025,2.23283493157896E-025,1.4328161415041E-025,9.18428435992294E-026,5.88105443016084E-026,3.7622777707389E-026,2.40469610427954E-026,1.53570789655944E-026,9.7998464393998E-027,6.24904050946199E-027,3.98208237528015E-027,2.53587475917251E-027
3.84590001705911E-021,4.84556797200076E-021,4.5702583221121E-021,3.82663618586019E-021,3.00103078733035E-021,2.25799490436728E-021,1.65103436158791E-021,1.18225641337728E-021,8.33200488325002E-022,5.79890308216371E-022,3.99534006653625E-022,2.72992247552539E-022,1.85235845186244E-022,1.2494977069132E-022,8.38578541421752E-023,5.6032669853796E-023,3.72963351601672E-023,2.47408774097247E-023,1.63626170404953E-023,1.07924058068332E-023,7.10117465058905E-024,4.66219550760699E-024,3.05483241200777E-024,1.99801089166319E-024,1.30463592380535E-024,8.50592070194137E-025,5.53791868320787E-025,3.60090799654243E-025,2.33862009671009E-025,1.51714551349801E-025,9.83215425005614E-026,6.36582564336401E-026,4.1178760669956E-026,2.66151935322758E-026,1.7188854181409E-026,1.10929308030055E-026,7.15397016185397E-027,4.61070323680905E-027
4.4408034905988E-021,5.659969885088E-021,5.40006985913641E-021,4.57350960545533E-021,3.62796473292464E-021,2.76098522413729E-021,2.04190698913626E-021,1.47884317482452E-021,1.05410504512146E-021,7.41991136181E-022,5.17035867562923E-022,3.57295599739672E-022,2.45194003270224E-022,1.67272779916154E-022,1.13536758315265E-022,7.67247068172278E-023,5.16487399042712E-023,3.46502973981724E-023,2.31761721318427E-023,1.54597742310575E-023,1.02875022213076E-023,6.83068198495994E-024,4.52640911303056E-024,2.99402966082317E-024,1.97714451566666E-024,1.30364768732468E-024,8.5836952033916E-025,5.64452628094717E-025,3.70733509871109E-025,2.43228798768975E-025,1.59411960281241E-025,1.0437830811053E-025,6.82827299067032E-026,4.46321777291292E-026,2.91504279460414E-026,1.90249067850093E-026,1.24079548720853E-026,8.08715319519552E-027
5.09020188010056E-021,6.55835276788031E-021,6.32516093729583E-021,5.41500307233652E-021,4.34186212863362E-021,3.33987055616574E-021,2.49657455978515E-021,1.82753528898364E-021,1.31660658799024E-021,9.36685766042461E-022,6.59681813516869E-022,4.60740620192441E-022,3.19558719586103E-022,2.20330997109495E-022,1.51145149377431E-022,1.03228250967368E-022,7.0230718758446E-023,4.76186437409674E-023,3.21894227187429E-023,2.1700757817416E-023,1.45942197412438E-023,9.79339224318489E-024,6.55873395248094E-024,4.38448341877127E-024,2.92614517411483E-024,1.9498975969613E-024,1.29753457901585E-024,8.62311534262462E-025,5.72386673231824E-025,3.79518144644315E-025,2.51377962536765E-025,1.66342850813417E-025,1.09974285915711E-025,7.26463002397551E-026,4.79506198307655E-026,3.16267357402013E-026,2.08455427601177E-026,1.37305654247146E-026
5.79553940698748E-021,7.54379132751703E-021,7.35000789069815E-021,6.35656296701954E-021,5.14866436438836E-021,4.00066504255147E-021,3.02079882330755E-021,2.23362329704836E-021,1.62540122695121E-021,1.16802869083047E-021,8.30892243011815E-022,5.86156581819375E-022,4.10631006765021E-022,2.85968413673057E-022,1.98141729500593E-022,1.36684022595254E-022,9.39252065452484E-023,6.43230348484632E-023,4.39173254199202E-023,2.99040228146767E-023,2.03126467024044E-023,1.37672959239695E-023,9.31245853911859E-024,6.28768242015009E-024,4.23833085967869E-024,2.85257190244406E-024,1.91720485390917E-024,1.2868784076129E-024,8.62751065976147E-025,5.77763514614686E-025,3.86513994722615E-025,2.58322036246493E-025,1.72491049384825E-025,1.15081570269116E-025,7.67188513900717E-026,5.11065431648381E-026,3.40210919929644E-026,2.26326265048907E-026
6.55814772411165E-021,8.61918112196637E-021,8.47889651529617E-021,7.40347903370161E-021,6.05421788426776E-021,4.74935996663968E-021,3.62038771046954E-021,2.70250148511161E-021,1.98533099724252E-021,1.44024659410659E-021,1.03427170534951E-021,7.36557267633191E-022,5.20888179410823E-022,3.66191422138375E-022,2.5613046080832E-022,1.78359548468975E-022,1.23723584125373E-022,8.55317099300126E-023,5.89502315869314E-023,4.05197786099928E-023,2.77837373288344E-023,1.90089633114452E-023,1.2979523174918E-023,8.84644064304385E-024,6.019430408512E-024,4.08957990193388E-024,2.77454099978387E-024,1.87992111650393E-024,1.27223118216892E-024,8.60018851183178E-025,5.80763462035495E-025,3.9180553478248E-025,2.64088526758349E-025,1.77853074761542E-025,1.19682058453726E-025,8.04773211156932E-026,5.4077168505E-026,3.63134854711626E-026
7.3792526827371E-021,9.78724481450494E-021,9.71592262926599E-021,8.56087713579337E-021,7.06425962980225E-021,5.59190396289078E-021,4.30117297462109E-021,3.23964548067721E-021,2.40136338305329E-021,1.75772107778386E-021,1.27359544626976E-021,9.1513141158264E-022,6.52977890599839E-022,4.63165924716687E-022,3.26860124214008E-022,2.29650543192155E-022,1.60728308096253E-022,1.12107418891288E-022,7.79576474076582E-023,5.40636145348861E-023,3.7401787167201E-023,2.58180074377948E-023,1.77862578142704E-023,1.223080225662E-023,8.39655795460954E-024,5.75550037193322E-024,3.93960793356294E-024,2.69313365062234E-024,1.83882192974603E-024,1.25411071169576E-024,8.54437577726831E-025,5.81572172573156E-025,3.95488076993799E-025,2.68716803641158E-025,1.8243611669746E-025,1.23766268234113E-025,8.39051067125761E-026,5.68442648548804E-026
8.25998090624472E-021,1.10505389140815E-020,1.10649941036598E-020,9.83371429869756E-021,8.18440517218745E-021,6.53418586217922E-021,5.0689900531277E-021,3.85059143926758E-021,2.87857173381584E-021,2.12497163114199E-021,1.55279566098117E-021,1.12523246227425E-021,8.09711257337848E-022,5.79213429131193E-022,4.12222867896867E-022,2.92081355804379E-022,2.06154726064012E-022,1.45010139209119E-022,1.0169146562247E-022,7.1119943969364E-023,4.9617866419601E-023,3.45403526955672E-023,2.39963889682194E-023,1.66407343410754E-023,1.15205720432842E-023,7.96361086002132E-024,5.49709328295864E-024,3.78957166742076E-024,2.60929356436309E-024,1.79460596668282E-024,1.23299812102505E-024,8.46317631959341E-025,5.80376314232715E-025,3.97664117384014E-025,2.72255358178492E-025,1.86256161914253E-025,1.27332169916497E-025,8.69914167514836E-026
9.20136611679156E-021,1.2411460806858E-020,1.25298340470498E-020,1.12267756786553E-020,9.42013921133736E-021,7.58201994990112E-021,5.92966005162161E-021,4.54091684522448E-021,3.42211669332675E-021,2.54663902323313E-021,1.87594766420153E-021,1.37036787763366E-021,9.94055260709067E-022,7.16806282963595E-022,5.14251857392071E-022,3.67304555203239E-022,2.61332117190027E-022,1.85299132049356E-022,1.30988660697873E-022,9.23450338230147E-023,6.49429500730408E-023,4.5571296564952E-023,3.19139190965801E-023,2.23087546235812E-023,1.55684167875475E-023,1.08479325752744E-023,7.54806381810874E-024,5.24513953182456E-024,3.64043486268639E-024,2.52383955354577E-024,1.74789865725158E-024,1.20933682364241E-024,8.3595412326543E-025,5.77360183917026E-025,3.98440310928909E-025,2.7475942519871E-025,1.8933629228799E-025,1.3038406841092E-025
