5.45605748418727E-045 6.83400344310691E-045 8.53032858347374E-045 1.06108613158486E-044 1.31531516529651E-044 1.62481278484574E-044 2.00018948065411E-044 2.45376665972746E-044 2.99978199851823E-044 3.65460495807479E-044 4.43695980693864E-044 5.36815270119111E-044 6.47229850376302E-044 7.77654210070787E-044 9.31126800998027E-044 1.11102911032867E-043 1.32110203044091E-043 1.56545862243078E-043 1.84859228857507E-043 2.17537930242291E-043 2.55107459770496E-043 2.98129969405292E-043 3.47202164381539E-043 4.02952192510265E-043 4.66035428622897E-043 5.37129066992236E-043 6.16925451509189E-043 7.06124095138961E-043 8.05422366760461E-043 9.15504854767721E-043 1.03703145244252E-042 1.17062424954953E-042 1.3168533570869E-042 1.4762218366626E-042 1.64914995136411E-042 1.83595899985407E-042
5.04470498556968E-045 6.31876246552729E-045 7.88719533441787E-045 9.81086895370631E-045 1.21614865517772E-044 1.50231209624977E-044 1.8493877446093E-044 2.26876805048831E-044 2.77361725887338E-044 3.37907067616501E-044 4.10244087854765E-044 4.96342767162617E-044 5.9843278089825E-044 7.19023962259028E-044 8.60925682840748E-044 1.02726448689956E-043 1.22149922700167E-043 1.44743286524518E-043 1.70922002957039E-043 2.01136935309844E-043 2.35873958053054E-043 2.756528404192E-043 3.21025299812616E-043 3.72572125640933E-043 4.308992815856E-043 4.96632905720508E-043 5.70413143551536E-043 6.52886769155625E-043 7.44698574174035E-043 8.46481533331559E-043 9.58845788097232E-043 1.082366526571E-042 1.21757087695894E-042 1.36492397318057E-042 1.5248143931236E-042 1.69753921154755E-042
4.67826946564191E-045 5.85978240306996E-045 7.31428799267906E-045 9.09823047905256E-045 1.12781047364991E-044 1.39318767457243E-044 1.71505256313042E-044 2.10397006873235E-044 2.57214821653234E-044 3.13362291982736E-044 3.80444920993597E-044 4.60289594485944E-044 5.54964029437545E-044 6.66795750658027E-044 7.98390063589806E-044 9.52646407658622E-044 1.13277239250528E-043 1.34229474199438E-043 1.58506630165213E-043 1.86526820808056E-043 2.1874062781792E-043 2.55630065611249E-043 2.97706776136148E-043 3.45509361621946E-043 3.99599769971743E-043 4.6055865806055E-043 5.28979672728414E-043 6.05462607902619E-043 6.9060541907428E-043 7.8499510317105E-043 8.89197482418901E-043 1.00374596460531E-042 1.12912938858183E-042 1.2657791020325E-042 1.41405545746016E-042 1.57423395081168E-042
4.35045725994767E-045 5.44918010481711E-045 6.80176666453145E-045 8.46070606470295E-045 1.04878338004458E-044 1.29556526784666E-044 1.59487668020396E-044 1.95654224867811E-044 2.39191456679783E-044 2.91404603382135E-044 3.53786668489748E-044 4.28036525624754E-044 5.1607700424436E-044 6.20072536577248E-044 7.42445871047685E-044 8.85893279726403E-044 1.05339761102595E-043 1.2482384668489E-043 1.47399871900592E-043 1.73456652661626E-043 2.03413197834123E-043 2.37717746480157E-043 2.76846089155193E-043 3.21299087555186E-043 3.71599313189295E-043 4.28286735577403E-043 4.91913403981366E-043 5.6303708401613E-043 6.42213831682022E-043 7.29989512296098E-043 8.2689030021181E-043 9.33412226664257E-043 1.05000987695393E-042 1.17708437369193E-042 1.31497081902953E-042 1.46392540456728E-042
4.05604036297894E-045 5.08040721460757E-045 6.341457571574E-045 7.8881283615113E-045 9.77807036663877E-045 1.20788797711873E-044 1.4869435101539E-044 1.8241333860633E-044 2.23004191238646E-044 2.71683816815621E-044 3.2984417994157E-044 3.99069183082639E-044 4.81151528344308E-044 5.78109170152452E-044 6.92200897597761E-044 8.25940512723324E-044 9.82108999879759E-044 1.16376401413561E-043 1.37424595669723E-043 1.61717985578194E-043 1.896472236088E-043 2.216302142758E-043 2.58110549041414E-043 2.99555193820665E-043 3.46451355131604E-043 3.99302460093881E-043 4.58623198073388E-043 5.24933587935274E-043 5.9875205462814E-043 6.80587522071164E-043 7.70930555804431E-043 8.70243618183211E-043 9.78950530478929E-043 1.09742526935748E-042 1.22598025895499E-042 1.36485435312297E-042
3.79064683236018E-045 4.74798764108158E-045 5.92652535601958E-045 7.37199487947222E-045 9.13827480618859E-045 1.12885383885783E-044 1.38965029986136E-044 1.70477727608335E-044 2.08412652605108E-044 2.53907088552563E-044 3.08261921473996E-044 3.72957416437979E-044 4.49668976041469E-044 5.40282516564338E-044 6.46909030734783E-044 7.71897838307818E-044 9.17847959158984E-044 1.08761698085225E-043 1.28432673653483E-043 1.51136506274173E-043 1.77238287370158E-043 2.07128577261715E-043 2.41221942476937E-043 2.79954794567044E-043 3.23782461309634E-043 3.73175429742744E-043 4.28614712242907E-043 4.90586301967897E-043 5.59574702451555E-043 6.36055537866565E-043 7.20487275226111E-043 8.13302117197191E-043 9.14896153713804E-043 1.02561889152079E-042 1.14576231231854E-042 1.27554964134999E-042
3.55059775898745E-045 4.44731335407152E-045 5.55121819000043E-045 6.90515092961684E-045 8.55957821522044E-045 1.05736727469739E-044 1.30164836205325E-044 1.59681939355596E-044 1.95214571552049E-044 2.37827995979366E-044 2.88740717869841E-044 3.49339262021921E-044 4.21192933350884E-044 5.06068219322604E-044 6.05942430507433E-044 7.2301611204346E-044 8.59723696510113E-044 1.01874180994228E-043 1.20299459016309E-043 1.41565533327236E-043 1.66014375322698E-043 1.94011812435125E-043 2.25946158071369E-043 2.62226187288624E-043 3.03278393468704E-043 3.4954346926821E-043 4.01471966147563E-043 4.59519100932059E-043 5.24138695155989E-043 5.95776253292998E-043 6.74861209163064E-043 7.61798395473827E-043 8.56958819099431E-043 9.60669853683404E-043 1.0732049906948E-042 1.19477331926343E-042
3.33277934907563E-045 4.17448416053322E-045 5.2106677809436E-045 6.48154085103693E-045 8.0344740375828E-045 9.92500997495359E-045 1.22179618060884E-044 1.4988593640538E-044 1.83238749323396E-044 2.23237969332271E-044 2.71027350061841E-044 3.27908357217012E-044 3.95354023613402E-044 4.7502246806545E-044 5.6876969913364E-044 6.78661265182169E-044 8.06982253730984E-044 9.56245087921158E-044 1.129194518584E-043 1.32880916972256E-043 1.55829896620836E-043 1.82109775832485E-043 2.12085046163602E-043 2.46139405560718E-043 2.84673183329439E-043 3.28100036967736E-043 3.76842877969641E-043 4.31328996988076E-043 4.91984374981844E-043 5.59227186075508E-043 6.33460519625935E-043 7.1506437308129E-043 8.04386993168526E-043 9.01735670150515E-043 1.00736711762375E-042 1.12147759773365E-042
3.1345417376981E-045 3.92618096309922E-045 4.90073117056985E-045 6.09601122492718E-045 7.55657413030961E-045 9.33465878027324E-045 1.14912231562547E-044 1.40970545705924E-044 1.72339494325388E-044 2.09959513972942E-044 2.54906326475587E-044 3.08403984836802E-044 3.71837904158522E-044 4.46767576409909E-044 5.34938612592787E-044 6.3829369984022E-044 7.58982005995393E-044 8.99366512334218E-044 1.0620287087002E-043 1.24977004705894E-043 1.46560952219854E-043 1.71277673497377E-043 1.99469979711028E-043 2.31498746004964E-043 2.67740489629766E-043 3.08584263251902E-043 3.54427823095379E-043 4.05673044065641E-043 4.62720569276098E-043 5.25963699365628E-043 5.95781547464922E-043 6.72531508329795E-043 7.56541114564797E-043 8.48099378448798E-043 9.47447743953453E-043 1.05477079932234E-042
2.95361833729146E-045 3.69956473977295E-045 4.61786463949299E-045 5.74415402472896E-045 7.12041433360375E-045 8.79586926987957E-045 1.08279583659802E-044 1.32833831436162E-044 1.62392187845874E-044 1.97840808147824E-044 2.40193324311192E-044 2.90603137917279E-044 3.50375698946401E-044 4.20980486659791E-044 5.04062356700214E-044 6.01451865755061E-044 7.15174133309998E-044 8.47455751132201E-044 1.00072920740575E-043 1.17763425638789E-043 1.38101563874965E-043 1.61391654520438E-043 1.87956721943762E-043 2.18136811846177E-043 2.52286709184677E-043 2.90773010797337E-043 3.33970514716953E-043 3.82257899930537E-043 4.36012684731226E-043 4.95605468739671E-043 5.61393482960783E-043 6.33713493592801E-043 7.12874128303831E-043 7.99147717800482E-043 8.92761770089339E-043 9.93890219118912E-043
