9.70108312540885E-024 2.44791823362418E-023 4.63849110315259E-023 7.82267526128812E-023 1.23841471588421E-022 1.88459940909728E-022 2.79202114834137E-022 4.05746914021398E-022 5.81239185011106E-022 8.23518254769373E-022 1.15678312972384E-021 1.61385112635217E-021 2.23922385563508E-021 3.09325279643671E-021 4.25780416566628E-021 5.84397045718251E-021 8.00257912526691E-021 1.09385285053989E-020 1.4930366293455E-020 2.03570568553474E-020 2.77346154446206E-020 3.77662955055481E-020 5.14114021732247E-020 6.99797088625457E-020 9.52610575766836E-020 1.29703265116748E-019 1.76656235924572E-019 2.40706555348268E-019 3.28135195137595E-019 4.47541658401253E-019 6.10691082580975E-019 8.33656168093307E-019 1.13834193723699E-018 1.55449498747366E-018 2.1223036796826E-018
1.15542547561896E-023 2.91184959211212E-023 5.51050533062618E-023 9.28121553379349E-023 1.46737980484346E-022 2.23004795322013E-022 3.29931833435894E-022 4.78809269306975E-022 6.84944265602997E-022 9.69075420558771E-022 1.35928648329852E-021 1.89359732971177E-021 2.62347456119776E-021 3.61859211673747E-021 4.97329280480094E-021 6.81536682427625E-021 9.31798989333293E-021 1.27159745728288E-020 1.73279153922933E-020 2.3586394803205E-020 3.20792219325866E-020 4.36057797884688E-020 5.92540667790463E-020 8.05060782014037E-020 1.09381969024766E-019 1.48637206712056E-019 2.02031947844822E-019 2.74698476736584E-019 3.73641041773265E-019 5.08413020934307E-019 6.92028938349117E-019 9.4218266680079E-019 1.28285615187248E-018 1.74641099690646E-018 2.37625076978227E-018
1.37160649744241E-023 3.45226114435311E-023 6.52478075745438E-023 1.09751807133191E-022 1.7329021839955E-022 2.63004143083671E-022 3.88580928465002E-022 5.63145313177358E-022 8.04461728500295E-022 1.13655715312461E-021 1.59191286143503E-021 2.21442642220502E-021 3.06341756295189E-021 4.21905010227515E-021 5.78967679251366E-021 7.9217979485576E-021 1.08135764549843E-020 1.47331961814343E-020 2.00438221920048E-020 2.72375659402143E-020 3.69817398650946E-020 5.01818879783389E-020 6.80677143362185E-020 9.2310246126178E-020 1.25181548889705E-019 1.69772286780347E-019 2.30287654500896E-019 3.12448971888928E-019 4.24036743192571E-019 5.75621269535301E-019 7.81538564177523E-019 1.06118111789606E-018 1.44068229296796E-018 1.95507476375531E-018 2.65098916141516E-018
1.62273333863806E-023 4.07913002175085E-023 7.69961679880017E-023 1.29344209272386E-022 2.03954907665394E-022 3.09129181508004E-022 4.56108862621947E-022 6.60099226815445E-022 9.41646152618296E-022 1.32849172209831E-021 1.85807582720283E-021 2.58091077979645E-021 3.56513674753218E-021 4.90267585018849E-021 6.71755261519879E-021 9.17715277648156E-021 1.25074709898152E-020 1.70137780049758E-020 2.31086559232112E-020 3.13500559975555E-020 4.24929935286899E-020 5.75597970479013E-020 7.79355895785667E-020 1.05498046009416E-019 1.42793625447757E-019 1.93276636217626E-019 2.61632886002465E-019 3.54216508446543E-019 4.79636938000665E-019 6.49542752342143E-019 8.79659490276807E-019 1.19114786365455E-018 1.61235367354815E-018 2.18101548327381E-018 2.94697188600853E-018
1.91328038364037E-023 4.80337355495958E-023 9.05500217524579E-023 1.51914839459973E-022 2.39229148854197E-022 3.6210911319E-022 5.33556083665171E-022 7.71125904378234E-022 1.09850102399073E-021 1.54760506763724E-021 2.16144850345287E-021 2.99796043548433E-021 4.13515164103265E-021 5.67807629282606E-021 7.76822600600563E-021 1.05962157640229E-020 1.44189284105549E-020 1.95827018575998E-020 2.65547101856503E-020 3.59654589327227E-020 4.86663557797416E-020 6.58077217966731E-020 8.89444926633567E-020 1.20179370312061E-019 1.62356498586633E-019 2.19323047184486E-019 2.96281586375967E-019 4.00262949412936E-019 5.40757369261135E-019 7.30550640500129E-019 9.86820826394075E-019 1.33255741084114E-018 1.7983648725181E-018 2.42470018356277E-018 3.26455977396332E-018
2.24813564268589E-023 5.63689806217419E-023 1.06126989023057E-022 1.77817433351804E-022 2.79652247777747E-022 4.22733636644218E-022 6.22047310040032E-022 8.97795175125675E-022 1.27718404004158E-021 1.79682732601281E-021 2.50597143488914E-021 3.47083234108028E-021 4.78042803832473E-021 6.55442800053885E-021 8.95372446450989E-021 1.21946792430749E-020 1.65683370673631E-020 2.24663532550082E-020 3.04160014221497E-020 4.11274611925385E-020 5.55577087577526E-020 7.49968379872467E-020 1.01184643961462E-019 1.36467946745029E-019 1.84012583982898E-019 2.48088424668668E-019 3.34451290421782E-019 4.50852349303536E-019 6.07713172981064E-019 8.19012576370199E-019 1.10343817074924E-018 1.4858586150822E-018 1.99916746277793E-018 2.68652972866189E-018 3.60401917967458E-018
2.63262207404452E-023 6.59264777308686E-023 1.23963262586257E-022 2.07435261635861E-022 3.25807529889103E-022 4.9185541053613E-022 7.22794768316773E-022 1.0417959444782E-021 1.48001228461287E-021 2.07929915683396E-021 2.89586015405845E-021 4.00513919619848E-021 5.50838800968748E-021 7.54148809921569E-021 1.02868085290736E-020 1.39891540420722E-020 1.89772270208032E-020 2.5692524602794E-020 3.47282627303218E-020 4.68818195574941E-020 6.32253958108628E-020 8.52011935507548E-020 1.14749532860026E-019 1.54481093443131E-019 2.07908030615313E-019 2.797532059589E-019 3.76362265555695E-019 5.06249719514991E-019 6.80817155968836E-019 9.15288362204443E-019 1.22991066479722E-018 1.65147120221856E-018 2.21516638654746E-018 2.96683591335599E-018 3.96552133363239E-018
3.07251896731162E-023 7.68465374953667E-023 1.44314444886517E-022 2.41182398865133E-022 3.78324136528271E-022 5.70392483718759E-022 8.37101371825547E-022 1.20494023981743E-021 1.70946725503012E-021 2.39837784741074E-021 3.33561241934705E-021 4.60685780294311E-021 6.32691923070589E-021 8.64960423204743E-021 1.17809817096598E-020 1.59971782400287E-020 2.16682757254935E-020 2.92904148066302E-020 3.95289327489791E-020 5.3276332239466E-020 7.17301642438484E-020 9.64976074386497E-020 1.29735750203459E-019 1.74339453009956E-019 2.34192312072853E-019 3.14500749762566E-019 4.22236622785696E-019 5.66719771268086E-019 7.60378078089605E-019 1.01972771373985E-018 1.3666182292687E-018 1.82978266995593E-018 2.44671701456103E-018 3.2658796441133E-018 4.34914320850654E-018
3.57408333594295E-023 8.92808268225618E-023 1.67456380298296E-022 2.79504980801151E-022 4.37878798326566E-022 6.59330684577872E-022 9.66363831726552E-022 1.38916714943422E-021 1.96819972605143E-021 2.75764317460366E-021 3.83001509958501E-021 5.28233691348515E-021 7.24438359298189E-021 9.88972351042945E-021 1.34504990094631E-020 1.82372239608636E-020 2.46653110040077E-020 3.32906251506892E-020 4.48571394285256E-020 6.03608030075601E-020 8.11350986473679E-020 1.08965555915434E-019 1.46242804319713E-019 1.96166705766606E-019 2.6301779280936E-019 3.52516697687462E-019 4.72297402316305E-019 6.32525646145477E-019 8.4669895567519E-019 1.13266810419807E-018 1.5139190156526E-018 2.0211456067015E-018 2.69412291055319E-018 3.58385017409292E-018 4.75486975258179E-018
4.14407127286909E-023 1.03392854572038E-022 1.93685980805754E-022 3.22882447456847E-022 5.05197581744451E-022 7.59725964157166E-022 1.11207569312941E-021 1.5965466449397E-021 2.25903443815403E-021 3.16090300801634E-021 4.38415068454419E-021 6.03830454393511E-021 8.26962506143612E-021 1.12734004098471E-020 1.53103739783361E-020 2.07287021346636E-020 2.79933112178007E-020 3.77251513287863E-020 5.07536785491202E-020 6.81869981964942E-020 9.15055446854377E-020 1.22687046264248E-019 1.64372920845376E-019 2.2008926293456E-019 2.94539271075939E-019 3.93988311617074E-019 5.26767640321146E-019 7.03927645422706E-019 9.40075403764669E-019 1.25443272392991E-018 1.6721471041484E-018 2.22587545586016E-018 2.95763430565933E-018 3.92086533499407E-018 5.1825973179496E-018
