   0.0000000e+00   0.0000000e+00   1.0757166e+04  -6.9556528e+28   6.9554376e+28   2.1517431e+24   5.7254335e+19   1.5529803e+15   4.5288422e+10   1.4540257e+06   5.2049304e+01   2.0931254e-03   9.5022930e-08   4.8860590e-12   2.8524381e-16   1.8939196e-20   1.4320960e-24   1.2345165e-28   1.2142038e-32   1.3634615e-36   1.7489817e-40   2.5639696e-44   4.2972260e-48   8.2366121e-52   1.8059731e-55   4.5308206e-59   1.3008656e-62   4.2751736e-66   1.6084485e-69   6.9286876e-73   3.4177214e-76   1.9306777e-79   1.2491392e-82   9.2571197e-86   7.8584518e-89   7.6422778e-92   8.5144940e-95   1.0868453e-97  1.5895331e-100  2.6636798e-103  5.1147038e-106  1.1253776e-108  2.8374394e-111  8.1981267e-114  2.7143733e-116  1.0299036e-118  4.4781505e-121  2.2313968e-123  1.2741762e-125  8.4008935e-128
   3.8883495e-06   8.2166881e-12   1.0757146e+04  -6.9552635e+28   6.9547181e+28   5.4541473e+24   4.3349657e+20   4.2266166e+16   5.2604513e+12   8.3012547e+08   1.6300427e+05   3.9520550e+01   5.6506560e-01   7.2443136e-01   9.4088676e-01   1.2139839e+00   1.5567697e+00   1.9849059e+00   2.5171000e+00   3.1755934e+00   3.9867057e+00   4.9814365e+00   6.1961242e+00   7.6731625e+00   9.4617684e+00   1.1618798e+01   1.4209602e+01   1.7308898e+01   2.1001666e+01   2.5384009e+01   3.0563986e+01   3.6662355e+01   4.3813193e+01   5.2164338e+01   6.1877582e+01   7.3128542e+01   8.6106122e+01   1.0101145e+02   1.1805616e+02   1.3745992e+02   1.5944702e+02   1.8424179e+02   2.1206289e+02   2.4311597e+02   2.7758485e+02   3.1562032e+02   3.5729576e+02   4.0083236e+02   3.5251380e+02  -3.3795420e+03
   7.7766991e-06   1.6433376e-11   1.0757126e+04  -6.9548743e+28   6.9539986e+28   8.7557421e+24   1.0550302e+21   1.4530634e+17   2.3873479e+13   4.7121533e+09   1.1126023e+06   3.1407464e+02   2.9587545e+00   3.7357617e+00   4.8519398e+00   6.2602176e+00   8.0278529e+00   1.0235607e+01   1.2979945e+01   1.6375559e+01   2.0558166e+01   2.5687620e+01   3.1951302e+01   3.9567817e+01   4.8790954e+01   5.9913888e+01   7.3273580e+01   8.9255294e+01   1.0829715e+02   1.3089462e+02   1.5760469e+02   1.8904973e+02   2.2592056e+02   2.6897864e+02   3.1905686e+02   3.7705869e+02   4.4395496e+02   5.2077794e+02   6.0861180e+02   7.0857885e+02   8.2182062e+02   9.4947290e+02   1.0926336e+03   1.2523227e+03   1.4294331e+03   1.6246666e+03   1.8381981e+03   2.0568434e+03   1.7025495e+03  -1.7288751e+04
   1.1665049e-05   2.4650064e-11   1.0757106e+04  -6.9544851e+28   6.9532792e+28   1.2056511e+25   1.9269014e+21   3.3795028e+17   6.8168609e+13   1.6031460e+10   4.4042526e+06   1.4162018e+03   8.7250017e+00   1.0728402e+01   1.3933653e+01   1.7977829e+01   2.3053959e+01   2.9393960e+01   3.7274850e+01   4.7025978e+01   5.9037083e+01   7.3767202e+01   9.1754431e+01   1.1362652e+02   1.4011226e+02   1.7205350e+02   2.1041781e+02   2.5631143e+02   3.1099227e+02   3.7588270e+02   4.5258157e+02   5.4287497e+02   6.4874485e+02   7.7237491e+02   9.1615237e+02   1.0826645e+03   1.2746886e+03   1.4951727e+03   1.7472066e+03   2.0339785e+03   2.3587174e+03   2.7246146e+03   3.1347259e+03   3.5918462e+03   4.0983581e+03   4.6560236e+03   5.2645646e+03   5.8711562e+03   4.5168533e+03  -4.9196970e+04
   2.8669877e-05   6.0583916e-11   1.0757020e+04  -6.9527833e+28   6.9501342e+28   2.6482612e+25   8.4816317e+21   2.9964859e+18   1.2586075e+15   6.4194974e+11   3.9806460e+08   2.9815976e+05   3.7519567e+02   1.4175965e+02   1.8374270e+02   2.3706578e+02   3.0399405e+02   3.8758445e+02   4.9148887e+02   6.2004912e+02   7.7840313e+02   9.7260241e+02   1.2097406e+03   1.4980929e+03   1.8472655e+03   2.2683540e+03   2.7741079e+03   3.3790991e+03   4.0998896e+03   4.9551934e+03   5.9660248e+03   7.1558236e+03   8.5505459e+03   1.0178704e+04   1.2071338e+04   1.4261891e+04   1.6785968e+04   1.9680928e+04   2.2985283e+04   2.6737846e+04   3.0976570e+04   3.5737033e+04   4.1050482e+04   4.6941397e+04   5.3424225e+04   6.0493290e+04   6.7986987e+04   7.3148885e+04   2.9481238e+04  -6.1016257e+05
   4.5674706e-05   9.6517767e-11   1.0756934e+04  -6.9510821e+28   6.9469908e+28   4.0893217e+25   1.9725516e+22   9.9198427e+18   5.6211503e+15   3.6917819e+12   2.8350198e+09   2.5472604e+06   3.0652425e+03   5.2155682e+02   6.7314588e+02   8.6847633e+02   1.1136448e+03   1.4198449e+03   1.8004528e+03   2.2713718e+03   2.8514213e+03   3.5627669e+03   4.4313912e+03   5.4876038e+03   6.7665879e+03   8.3089780e+03   1.0161460e+04   1.2377381e+04   1.5017357e+04   1.8149848e+04   2.1851680e+04   2.6208465e+04   3.1314877e+04   3.7274719e+04   4.4200691e+04   5.2213762e+04   6.1442021e+04   7.2018842e+04   8.4080188e+04   9.7760820e+04   1.1318919e+05   1.3048073e+05   1.4972929e+05   1.7099632e+05   1.9429514e+05   2.1952202e+05   2.4554303e+05   2.5677946e+05   4.7020840e+04  -2.1531675e+06
   6.2679535e-05   1.3245162e-10   1.0756847e+04  -6.9493816e+28   6.9438492e+28   5.5288112e+25   3.5722415e+22   2.3274030e+19   1.6520457e+16   1.3193854e+13   1.2016080e+10   1.2540787e+07   1.5985860e+04   1.3015490e+03   1.6636499e+03   2.1463344e+03   2.7521909e+03   3.5088574e+03   4.4493856e+03   5.6130719e+03   7.0464187e+03   8.8041965e+03   1.0950607e+04   1.3560540e+04   1.6720928e+04   2.0532158e+04   2.5109557e+04   3.0584878e+04   3.7107781e+04   4.4847216e+04   5.3992651e+04   6.4755023e+04   7.7367285e+04   9.2084353e+04   1.0918224e+05   1.2895605e+05   1.5171653e+05   1.7778463e+05   2.0748368e+05   2.4112833e+05   2.7900985e+05   3.2137674e+05   3.6841014e+05   4.2019246e+05   4.7665546e+05   5.3729120e+05   5.9757665e+05   6.0463213e+05  -1.9207647e+04  -5.1306883e+06
   7.9684364e-05   1.6838547e-10   1.0756761e+04  -6.9476817e+28   6.9407093e+28   6.9667234e+25   5.6487583e+22   4.5313274e+19   3.8732384e+16   3.6482798e+13   3.8481205e+10   4.5797157e+07   6.3649520e+04   2.6689032e+03   3.3440207e+03   4.3140348e+03   5.5316803e+03   7.0524011e+03   8.9426175e+03   1.1281300e+04   1.4161900e+04   1.7694485e+04   2.2008074e+04   2.7253164e+04   3.3604434e+04   4.1263596e+04   5.0462336e+04   6.1465295e+04   7.4572977e+04   9.0124467e+04   1.0849976e+05   1.3012152e+05   1.5545582e+05   1.8501171e+05   2.1933873e+05   2.5902208e+05   3.0467431e+05   3.5692264e+05   4.1639066e+05   4.8367292e+05   5.5930089e+05   6.4369845e+05   7.3712545e+05   8.3960452e+05   9.5078008e+05   1.0689962e+06   1.1808709e+06   1.1500333e+06  -2.8874169e+05  -9.9437100e+06
   1.3266939e-04   2.8035109e-10   1.0756492e+04  -6.9423890e+28   6.9309368e+28   1.1436990e+26   1.5163750e+23   2.0367737e+20   3.0242369e+17   5.1673944e+14   1.0348602e+12   2.4448988e+09   6.8214835e+06   3.4536180e+04   1.5978336e+04   2.0502896e+04   2.6287295e+04   3.3511448e+04   4.2490394e+04   5.3599147e+04   6.7281497e+04   8.4060139e+04   1.0454773e+05   1.2945883e+05   1.5962265e+05   1.9599632e+05   2.3967854e+05   2.9192309e+05   3.5415155e+05   4.2796457e+05   5.1515034e+05   6.1768864e+05   7.3774856e+05   8.7767664e+05   1.0399720e+06   1.2272436e+06   1.4421428e+06   1.6872653e+06   1.9650114e+06   2.2773971e+06   2.6258028e+06   3.0106493e+06   3.4309674e+06   3.8836271e+06   4.3603577e+06   4.8285593e+06   5.1009178e+06   4.0212749e+06  -4.9880728e+06  -4.0955201e+07
   1.8565442e-04   3.9231671e-10   1.0756223e+04  -6.9371023e+28   6.9211810e+28   1.5892008e+26   2.9268547e+23   5.3680299e+20   1.0609103e+18   2.3440980e+15   5.8945784e+12   1.7003955e+10   5.6433346e+07   2.4810747e+05   4.3820804e+04   5.5317676e+04   7.0915136e+04   9.0398439e+04   1.1461337e+05   1.4457104e+05   1.8146803e+05   2.2671365e+05   2.8195971e+05   3.4913262e+05   4.3046739e+05   5.2854312e+05   6.4631889e+05   7.8716883e+05   9.5491433e+05   1.1538507e+06   1.3887645e+06   1.6649357e+06   1.9881184e+06   2.3644894e+06   2.8005522e+06   3.3029802e+06   3.8783780e+06   4.5329350e+06   5.2719431e+06   6.0991451e+06   7.0158795e+06   8.0199717e+06   9.1041506e+06   1.0252448e+07   1.1424188e+07   1.2462650e+07   1.2592211e+07   7.9530431e+06  -1.8771053e+07  -9.9531394e+07
