3.74541756407681E-029 1.12192828144154E-028 2.52388512611672E-028 5.05370575290789E-028 9.49992845686894E-028 1.71676695765861E-027 3.02056569930635E-027 5.2136528093565E-027 8.87155857462028E-027 1.49320076915789E-026 2.49195180942809E-026 4.13083432971697E-026 6.81088545132928E-026 1.11814927286003E-025 1.82934884785307E-025 2.98466358955029E-025 4.85899153981751E-025 7.8969385653644E-025 1.2817758638604E-024 2.0785493554607E-024 3.36851083055812E-024 5.45711713441742E-024 8.83978027600424E-024 1.43207790316729E-023 2.32072426923697E-023 3.76260645954619E-023 6.1042425217263E-023 9.9109470965626E-023 1.6106273930446E-022 2.62011905159471E-022 4.26712361025751E-022 6.95779484107229E-022 1.13593691274236E-021 1.85692632467671E-021 3.03940804518007E-021 4.98096021288932E-021 8.17177970711462E-021 1.34188678398036E-020
6.74681383448495E-029 2.00630528389498E-028 4.48050462225645E-028 8.90603823187502E-028 1.66189610212749E-027 2.9812288763829E-027 5.20671771051121E-027 8.92073788534151E-027 1.50671976465623E-026 2.51718664473092E-026 4.16957759172513E-026 6.86018354898518E-026 1.12263134876225E-025 1.82919011445162E-025 2.97009695912154E-025 4.80921050142433E-025 7.76994215417038E-025 1.25317644586243E-024 2.01853157382145E-024 3.2481905957677E-024 5.22352889976595E-024 8.39693501721613E-024 1.34963490309793E-023 2.16942071718196E-023 3.48808414989718E-023 5.61075340140754E-023 9.03055203468564E-023 1.45454465257634E-022 2.3448400217043E-022 3.78372230969194E-022 6.11200393716221E-022 9.88406272798308E-022 1.60026837543464E-021 2.59393842194866E-021 4.20942168167305E-021 6.83825070550648E-021 1.11189148808629E-020 1.8091422338114E-020
1.17583038299837E-028 3.4726751283814E-028 7.70207264847854E-028 1.52044593792838E-027 2.8176568084313E-027 5.0196014284222E-027 8.70601399971765E-027 1.48125241201532E-026 2.48442050628816E-026 4.12157814744599E-026 6.77932799272701E-026 1.10756069770662E-025 1.79968582031768E-025 2.9116312162121E-025 4.69414099315872E-025 7.54669783819425E-025 1.21056466274402E-024 1.93846718097665E-024 3.09989063056717E-024 4.95227804595528E-024 7.90619919830694E-024 1.26168713558838E-023 2.01307727964906E-023 3.21208039066937E-023 5.12639604107202E-023 8.18486842395962E-023 1.3075286263097E-022 2.09020717490569E-022 3.34408454091643E-022 5.35498382187269E-022 8.58353991666611E-022 1.37729208777449E-021 2.21232278350619E-021 3.55737494560299E-021 5.72592628599172E-021 9.22461236553424E-021 1.4871555326314E-020 2.39855820862727E-020
1.98869461375975E-028 5.83550688421433E-028 1.285895684239E-027 2.52200159311629E-027 4.64334671671165E-027 8.21813255453532E-027 1.41604234452857E-026 2.39348568275548E-026 3.98807655697167E-026 6.57249224987319E-026 1.07392189323225E-025 1.74286689472634E-025 2.81316309302111E-025 4.52091936951548E-025 7.23984178501522E-025 1.15611897376498E-024 1.84202667365502E-024 2.92966582425034E-024 4.65314553650456E-024 7.38302505217467E-024 1.17061470512047E-023 1.85524794083433E-023 2.93968727674695E-023 4.65803610954877E-023 7.38224608095036E-023 1.17039019078032E-022 1.85649445942821E-022 2.94668614953366E-022 4.68058016807484E-022 7.44099068777912E-022 1.18401450647135E-021 1.88580559723706E-021 3.00645677766173E-021 4.79753760565533E-021 7.66218667592432E-021 1.22460544881963E-020 1.95818003159349E-020 3.13172152191253E-020
3.27289218012321E-028 9.54525174249446E-028 2.09051235832388E-027 4.07496064492063E-027 7.45646452930886E-027 1.31156957760001E-026 2.24596608931003E-026 3.77275668102615E-026 6.24718734433946E-026 1.02314242448753E-025 1.66132791224121E-025 2.67926096828003E-025 4.29739311799021E-025 6.86257817716324E-025 1.09202028889261E-024 1.73274901112809E-024 2.74315666118253E-024 4.33494927938905E-024 6.84089675792588E-024 1.07842490609296E-023 1.69881778677331E-023 2.67484980315072E-023 4.21065522311045E-023 6.62808299436999E-023 1.04350439532822E-022 1.64338632370693E-022 2.58932444730363E-022 4.0821472133347E-022 6.44008407942392E-022 1.01678931830847E-021 1.60669018663639E-021 2.54101682824033E-021 4.02211330105673E-021 6.37162953562976E-021 1.01006783627143E-020 1.60206101531261E-020 2.54169744056462E-020 4.03206464201425E-020
5.25360044717501E-028 1.52334553344607E-027 3.31697926849957E-027 6.4281436154591E-027 1.16939237426487E-026 2.04492155850944E-026 3.48128234413355E-026 5.81350616798087E-026 9.56972684606235E-026 1.55804133625163E-025 2.51488493730717E-025 4.03171145770108E-025 6.42810170041869E-025 1.02037426970569E-024 1.61394402432573E-024 2.54548007756567E-024 4.0054498145191E-024 6.29131309289956E-024 9.86771033225075E-024 1.54606688032445E-023 2.42051881437706E-023 3.78766768262289E-023 5.92542531291698E-023 9.26916476257749E-023 1.45015296069512E-022 2.26938616932321E-022 3.55291347117453E-022 5.56536730916835E-022 8.7232441904699E-022 1.36826121947906E-021 2.14776557998168E-021 3.37394348237175E-021 5.30409285526352E-021 8.34402042805877E-021 1.31332823824806E-020 2.06783427081127E-020 3.25592459795303E-020 5.12475754671529E-020
8.24225113084411E-028 2.37684772514715E-027 5.14699063039352E-027 9.91967170726598E-027 1.79459470240361E-026 3.12083148758759E-026 5.28339950582758E-026 8.77375933026395E-026 1.43619419293028E-025 2.32515084846313E-025 3.73199544095673E-025 5.94915571046553E-025 9.4315569310452E-025 1.48862909058414E-024 2.34117096940608E-024 3.67132649265645E-024 5.74386020908673E-024 8.96981158962944E-024 1.39874185295199E-023 2.17880182704109E-023 3.39120952803014E-023 5.2754843687939E-023 8.20428833989418E-023 1.27578734073376E-022 1.98404578740497E-022 3.08623164650186E-022 4.80249318790929E-022 7.47678537100136E-022 1.1646930891726E-021 1.81544855423485E-021 2.83169800317071E-021 4.41977319997126E-021 6.90278325596582E-021 1.07864438339245E-020 1.68613743595636E-020 2.63611952460277E-020 4.12050261855831E-020 6.43657128881622E-020
1.26618596917527E-027 3.63232687115468E-027 7.82460910792056E-027 1.50011983767722E-026 2.69965308422124E-026 4.67001442998035E-026 7.86431563967E-026 1.29905004662527E-025 2.1151391585009E-025 3.40608341593544E-025 5.43771166734375E-025 8.62171529896866E-025 1.35949343241672E-024 2.13416236326992E-024 3.33820400467677E-024 5.20634285244767E-024 8.1009223995913E-024 1.25812903209515E-023 1.95110465928461E-023 3.02239432682513E-023 4.67807251573255E-023 7.23671130732304E-023 1.11911053319312E-022 1.73040910010902E-022 2.67574236711265E-022 4.1383281033962E-022 6.40245009908531E-022 9.90954302135286E-022 1.5345532312044E-021 2.37768322784814E-021 3.68619832867368E-021 5.71805831316555E-021 8.87434384751086E-021 1.37781225559899E-020 2.13958051301082E-020 3.32226848600029E-020 5.15641602638089E-020 7.99571644878376E-020
1.90775915288074E-027 5.44566843236847E-027 1.16724809135401E-026 2.22666371023334E-026 3.9871132158871E-026 6.86253232466938E-026 1.14983674814158E-025 1.88974646073513E-025 3.06134438714616E-025 4.90475257781913E-025 7.79039327629295E-025 1.22888389630912E-024 1.92779391729616E-024 3.01071291550865E-024 4.68494976891754E-024 7.26886225586899E-024 1.12512504451584E-023 1.73825993116572E-023 2.68153419430562E-023 4.13196380721687E-023 6.36155864354565E-023 9.7885121742295E-023 1.50561446415793E-022 2.31547474549971E-022 3.56097893749602E-022 5.4772826624041E-022 8.42714022502317E-022 1.29705044080212E-021 1.99721983057702E-021 3.07684153260886E-021 4.74239357595849E-021 7.31288005336291E-021 1.1280840879945E-020 1.74058193339863E-020 2.68567723342332E-020 4.14274466775613E-020 6.38589277675551E-020 9.83166017212272E-020
2.82331763754974E-027 8.02098102045175E-027 1.71109375088755E-026 3.24858118300647E-026 5.78922083703367E-026 9.91658795947316E-026 1.65357571065467E-025 2.70455015926976E-025 4.36014254494663E-025 6.95177685053724E-025 1.09880681357581E-024 1.72484018646452E-024 2.69257137198294E-024 4.18443533622178E-024 6.47925878807038E-024 1.00030241061052E-023 1.54064066291095E-023 2.36832708657497E-023 3.63518763282679E-023 5.57321725449105E-023 8.5370452187446E-023 1.30690169420864E-022 1.99990140839174E-022 3.05976671894261E-022 4.6811675388008E-022 7.16254294862318E-022 1.09616926923776E-021 1.67812446660657E-021 2.57000191112205E-021 3.93747842338757E-021 6.03496905169983E-021 9.25297963206325E-021 1.41903315286215E-020 2.17638113092752E-020 3.3373584429163E-020 5.11506356771647E-020 7.8322872042479E-020 1.19749258642772E-019
