6.57579453166972E-119,6.23729056396177E-115,5.13821612205944E-111,3.67618542430973E-107,2.28428927156873E-103,1.23274554373136E-099,5.77782564837951E-096,2.35192827668052E-092,8.31481066897866E-089,2.55299112854465E-085,6.80792710025399E-082,1.57670025398024E-078,3.1714073507012E-075,5.54017609842269E-072,8.40550401809732E-069,1.10757361387219E-065,1.26750619760464E-062,1.25978441752428E-059,1.08745431978198E-056,8.1525686276172E-054,5.30819115329788E-051,3.00170006283679E-048,1.47420094320533E-045,6.28803173821248E-043,2.32938575570494E-040,7.49439804361403E-038,2.09411605253396E-035,5.0819850846599E-033,1.07111148538205E-030,1.96067050790553E-028,3.11704596326271E-026,4.30378379841101E-024,5.1609106024149E-022,5.37490603387314E-020,4.86165421025214E-018,3.81914287558876E-016
5.8598515446095E-115,3.94214300608527E-111,2.31549542240362E-107,1.1874662348711E-103,5.31697236378543E-100,2.07861150727052E-096,7.09492881181103E-093,2.11440680584441E-089,5.50167389549062E-086,1.24987600873642E-082,2.4791614488567E-079,4.293470456145E-076,6.49199143860778E-073,8.57063872429428E-070,9.87902830901538E-067,9.94216718461518E-064,8.73602130505412E-061,6.70211843233466E-058,4.48927595398382E-055,2.6254653868756E-052,1.34060885235325E-049,5.97673030785856E-047,2.32643555495541E-044,7.90649834892931E-042,2.34608170777973E-039,6.07810044610641E-037,1.37485976695579E-034,2.71528064754135E-032,4.68205850493972E-030,7.04895501105733E-028,9.26570421137734E-026,1.06340308590106E-023,1.06557295966801E-021,9.32254002957283E-020,7.12116605949051E-018,4.74934545806336E-016
2.65654559714865E-111,1.30020865932522E-107,5.58343682535225E-104,2.10369576241302E-100,6.95435778997836E-097,2.01708361768524E-093,5.13314516983866E-090,1.14613549933278E-086,2.2453350441344E-083,3.85939400750844E-080,5.82036009766397E-077,7.70146532122682E-074,8.94107312268324E-071,9.10748998147945E-068,8.13955253680844E-065,6.3825633218499E-062,4.39119280978902E-059,2.65071267116248E-056,1.40389806235178E-053,6.52380945905569E-051,2.65986585611371E-048,9.51504779374563E-046,2.98644820171895E-043,8.2241641878944E-041,1.98710735347472E-038,4.21253635533665E-036,7.83535659518541E-034,1.2786940487781E-031,1.83091125498088E-029,2.30017414696343E-027,2.53540250049146E-025,2.45203058944045E-023,2.0806432709357E-021,1.5490382495347E-019,1.01185767489292E-017,5.79921875913794E-016
6.58752844682966E-108,2.39958510412859E-104,7.70402421038319E-101,2.180052480155E-097,5.43730989441231E-094,1.19527834472251E-090,2.31591088858666E-087,3.95496337338165E-084,5.95293190960055E-081,7.89745558582868E-078,9.23445559355538E-075,9.51706926656013E-072,8.64496005831354E-069,6.92134631261281E-066,4.8841162987567E-063,3.03773049750208E-060,1.66525334212724E-057,8.04598492408773E-055,3.42646218283575E-052,1.28611706085904E-049,4.25483657365799E-047,1.24066090140248E-044,3.18853461531762E-042,7.22265722118701E-040,1.44201806237894E-037,2.53753606990315E-035,3.93569627882867E-033,5.38020416063726E-031,6.48251848368378E-029,6.88424946408727E-027,6.44372893748224E-025,5.31600957619995E-023,3.86546792643019E-021,2.47734345968024E-019,1.39938816554934E-017,6.96719554877369E-016
9.51130490225648E-105,2.63159271210346E-101,6.44471799087718E-098,1.39699815811963E-094,2.68036797924648E-091,4.55197303517217E-088,6.84244968558715E-085,9.10395739550424E-082,1.07214985916736E-078,1.1176026973237E-075,1.03116000950907E-072,8.42114905739352E-070,6.08728057211057E-067,3.89477125980039E-064,2.2057041783159E-061,1.10565401500771E-058,4.90566515072078E-056,1.92656305068208E-053,6.69692175396841E-051,2.06050605399689E-048,5.61150348783693E-046,1.35266811095142E-043,2.88609045405905E-041,5.45048686276282E-039,9.11102688634105E-037,1.3480500952287E-034,1.76543367686776E-032,2.04646091405269E-030,2.09972381525133E-028,1.90689845099903E-026,1.53284990056925E-024,1.09063232697873E-022,6.8685296082504E-021,3.82873982181154E-019,1.88909852129591E-017,8.25011558343564E-016
8.44087935788927E-102,1.80673109986546E-098,3.43654689176788E-095,5.80863322988423E-092,8.72466102627722E-089,1.16451770810731E-085,1.38123176702816E-082,1.455827591764E-079,1.36356630522986E-076,1.13492066155146E-073,8.39416827165631E-071,5.51712426812495E-068,3.22233573946193E-065,1.67244458604895E-062,7.71357333091622E-060,3.16142159127747E-057,1.1514156929124E-054,3.72653153145839E-052,1.07176700560077E-049,2.73916940869539E-047,6.22100183193644E-045,1.25552305636947E-042,2.2517075423716E-040,3.58857642238838E-038,5.08224202535868E-036,6.39604357063753E-034,7.15303600083003E-032,7.10873516445866E-030,6.27794036265359E-028,4.92680034872019E-026,3.43586164984145E-024,2.1292629599075E-022,1.17258911238016E-020,5.73832765154225E-019,2.49544357288322E-017,9.64346464359744E-016
4.82666081884599E-099,8.12590338219416E-096,1.22018303605993E-092,1.63420587215346E-089,1.9521671747939E-086,2.07996343605829E-083,1.97661847550032E-080,1.67539978600456E-077,1.26660884417472E-074,8.54073077559641E-072,5.13660302609978E-069,2.75540492184495E-066,1.3183275007577E-063,5.62586943564596E-061,2.14133414137341E-058,7.2695527002585E-056,2.20119943406849E-053,5.94483152040256E-051,1.43201697089792E-048,3.0767005844043E-046,5.89590881961096E-044,1.00773127786757E-041,1.53626866891983E-039,2.08890199187517E-037,2.53336292119818E-035,2.7403448015412E-033,2.64387834350643E-031,2.27512980181065E-029,1.7462215616721E-027,1.1954212423785E-025,7.29912912654888E-024,3.97511392454892E-022,1.93088570915841E-020,8.36550208997173E-019,3.23262934597918E-017,1.11416180355818E-015
1.85326407812373E-096,2.49114373777239E-093,2.99704941857285E-090,3.22717606405198E-087,3.11017662931208E-084,2.68275545048749E-081,2.07114620043754E-078,1.43111345651773E-075,8.85056533798922E-073,4.89893410747471E-070,2.42697790135523E-067,1.07612738683689E-064,4.2706618413767E-062,1.51691177792297E-059,4.82235413946633E-057,1.37211817170995E-054,3.49427893207556E-052,7.96447698900006E-050,1.62476513896151E-047,2.96659022234233E-045,4.84795040209621E-043,7.09075391502746E-041,9.28240038230483E-039,1.08758151905363E-036,1.14050443777371E-034,1.07044850052197E-032,8.99224674098203E-031,6.76089654501995E-029,4.54960826344857E-027,2.74016904560191E-025,1.4771151288054E-023,7.12664252299446E-022,3.07743750139909E-020,1.18939784416582E-018,4.11432590853391E-017,1.27380770761342E-015
4.95456901055214E-094,5.39049963292153E-091,5.26622921168338E-088,4.61974594402344E-085,3.63901651045115E-082,2.57393489265193E-079,1.63477763144837E-076,9.32325180942425E-074,4.77445428878769E-071,2.19547079023864E-068,9.06523746884113E-066,3.36107578544286E-063,1.11898695347473E-060,3.34517882549492E-058,8.97968812299872E-056,2.16446598690146E-053,4.6847657067366E-051,9.10484557912366E-049,1.5889304615209E-046,2.48991657189993E-044,3.50358209716285E-042,4.42677449802867E-040,5.02238612274009E-038,5.11658738166191E-036,4.68056510656572E-034,3.84471174106644E-032,2.83580833943472E-030,1.87818152757532E-028,1.1169811714292E-026,5.9648803716001E-025,2.86025808522681E-023,1.23156206688984E-021,4.76162274248698E-020,1.65310813060927E-018,5.15341524790607E-017,1.44256905716155E-015
9.52237953222197E-092,8.49048582349134E-089,6.81864340995903E-086,4.93221274008036E-083,3.21339420438515E-080,1.885665239158E-077,9.96652058753692E-075,4.7446144254411E-072,2.03440149095464E-069,7.85689211427882E-067,2.73302307078796E-064,8.56276824158453E-062,2.41637016730807E-059,6.1417357187475E-057,1.40603835485111E-054,2.89922282260859E-052,5.38448790165873E-050,9.0071127657579E-048,1.35707915050605E-045,1.84163322002355E-043,2.25102068664426E-041,2.47818780631955E-039,2.45735176390106E-037,2.19471850914984E-035,1.76550400552095E-033,1.27919564420851E-031,8.34802268228111E-030,4.90691632972097E-028,2.59783802115453E-026,1.23877909702572E-024,5.32051965771454E-023,2.05822391224744E-021,7.17149286438535E-020,2.25063415621072E-018,6.3617796744885E-017,1.61968562110133E-015
