mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_criterion	param_max_features	param_splitter	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score	split0_train_score	split1_train_score	split2_train_score	split3_train_score	split4_train_score	mean_train_score	std_train_score
0.007661151885986328	0.0010892915404151172	0.004210233688354492	0.005449182344729305	mse	auto	best	{'criterion': 'mse', 'max_features': 'auto', 'splitter': 'best'}	0.9944207948602897	0.996390048197251	0.9953619594708082	0.998401142166622	0.9962636999829138	0.9961675289355769	0.0013227103878324167	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.0056760311126708984	0.0011809343996334154	0.005696773529052734	0.008740085574660675	mse	auto	random	{'criterion': 'mse', 'max_features': 'auto', 'splitter': 'random'}	0.9917986548385159	0.9958148375839865	0.9948514648963237	0.9965103635242161	0.9856051845701196	0.9929161010826324	0.003994126068516861	17	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.018504810333251954	0.017086712614377077	0.004026985168457032	0.00321907293801245	mse	sqrt	best	{'criterion': 'mse', 'max_features': 'sqrt', 'splitter': 'best'}	0.9944207948602897	0.996390048197251	0.9953619594708082	0.998401142166622	0.9962636999829138	0.9961675289355769	0.0013227103878324167	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.011721324920654298	0.005251214261895467	0.0012487411499023438	8.809488745257229e-05	mse	sqrt	random	{'criterion': 'mse', 'max_features': 'sqrt', 'splitter': 'random'}	0.9947554259936638	0.9955360655682982	0.9949488464115616	0.998214183241806	0.9958615487833765	0.9958632139997412	0.0012407536096258733	10	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.006632661819458008	0.0002744623320246735	0.0019313812255859375	0.001440216706694829	mse	log2	best	{'criterion': 'mse', 'max_features': 'log2', 'splitter': 'best'}	0.9944207948602897	0.996390048197251	0.9953619594708082	0.998401142166622	0.9962636999829138	0.9961675289355769	0.0013227103878324167	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.0050182342529296875	0.00011235987464413221	0.0013694286346435547	0.00012785812009644509	mse	log2	random	{'criterion': 'mse', 'max_features': 'log2', 'splitter': 'random'}	0.9891902768521162	0.98930108434679	0.9960867277738049	0.9982062842678067	0.9962408151131658	0.9938050376707368	0.0037971490895425957	15	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.01980419158935547	0.00906499979151445	0.006294631958007812	0.0061198675833930485	friedman_mse	auto	best	{'criterion': 'friedman_mse', 'max_features': 'auto', 'splitter': 'best'}	0.9944207948602897	0.996390048197251	0.9953619594708082	0.998401142166622	0.9962636999829138	0.9961675289355769	0.0013227103878324167	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.011726093292236329	0.008637573055756933	0.002040243148803711	0.0016650491045304852	friedman_mse	auto	random	{'criterion': 'friedman_mse', 'max_features': 'auto', 'splitter': 'random'}	0.9929393334755985	0.9894062168865376	0.9949902857052086	0.998397758359836	0.9957703538508257	0.9943007896556013	0.0030076762396081076	14	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.018120241165161134	0.010058188403800353	0.004300928115844727	0.005830135281842633	friedman_mse	sqrt	best	{'criterion': 'friedman_mse', 'max_features': 'sqrt', 'splitter': 'best'}	0.9944207948602897	0.996390048197251	0.9953619594708082	0.998401142166622	0.9962636999829138	0.9961675289355769	0.0013227103878324167	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.010433673858642578	0.00629651755809379	0.006836652755737305	0.007265254952671824	friedman_mse	sqrt	random	{'criterion': 'friedman_mse', 'max_features': 'sqrt', 'splitter': 'random'}	0.9943584257381427	0.9955249072929592	0.9953905559927116	0.9923762853684909	0.9957543810826474	0.9946809110949903	0.001247682637698579	12	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.011912393569946288	0.008547292463805213	0.0038861751556396483	0.005052015832394418	friedman_mse	log2	best	{'criterion': 'friedman_mse', 'max_features': 'log2', 'splitter': 'best'}	0.9944207948602897	0.996390048197251	0.9953619594708082	0.998401142166622	0.9962636999829138	0.9961675289355769	0.0013227103878324167	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.006902647018432617	0.003182958385675789	0.0013896465301513673	0.00016169347652137506	friedman_mse	log2	random	{'criterion': 'friedman_mse', 'max_features': 'log2', 'splitter': 'random'}	0.9945635507162025	0.9933030913526372	0.9947210305466463	0.9965325444133347	0.9855795393558243	0.992939951276929	0.003821585490628219	16	1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.6039126873016358	0.10648555932072594	0.001967906951904297	0.0013647032067211906	mae	auto	best	{'criterion': 'mae', 'max_features': 'auto', 'splitter': 'best'}	0.9944207948602897	0.996390048197251	0.9953619594708082	0.998401142166622	0.9962636999829138	0.9961675289355769	0.0013227103878324167	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.4812588691711426	0.09647551016544391	0.001972055435180664	0.0013889997845065675	mae	auto	random	{'criterion': 'mae', 'max_features': 'auto', 'splitter': 'random'}	0.98978791330981	0.9933057677434349	0.9960684240512795	0.998196791227174	0.9958287062604901	0.9946375205184378	0.002878439573871153	13	1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.2352053642272949	0.10760421135101847	0.0012661933898925782	4.607722636398807e-05	mae	sqrt	best	{'criterion': 'mae', 'max_features': 'sqrt', 'splitter': 'best'}	0.9944207948602897	0.996390048197251	0.9953619594708082	0.998401142166622	0.9962636999829138	0.9961675289355769	0.0013227103878324167	1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
