   0.0000000e+00   5.8373628e+00   8.4396313e-05   1.3993401e-09   2.6608235e-14   5.8023228e-19   1.4510444e-23   4.1615252e-28   1.3687286e-32   5.1626798e-37   2.2331919e-41   1.1078218e-45   6.3024114e-50   4.1118438e-54   3.0765182e-58   2.6398264e-62   2.5976716e-66   2.9314746e-70   3.7938577e-74   5.6307850e-78   9.5840674e-82   1.8707846e-85   4.1878460e-89   1.0751044e-92   3.1652177e-96   1.0686845e-99  4.1379809e-103  1.8374708e-106  9.3571893e-110  5.4646631e-113  3.6599434e-116  2.8111134e-119  2.4761409e-122  2.5012976e-125  2.8976663e-128  3.8496779e-131  5.8653430e-134  1.0248385e-136  2.0535746e-139  4.7190929e-142  1.2436540e-144  3.7586651e-147  1.3027489e-149  5.1782233e-152  2.3604448e-154  1.2339567e-156  7.3977394e-159  5.0861730e-161   0.0000000e+00   1.7130776e-01   3.5857219e+01
   1.9986091e-03   5.8373628e+00   8.4396313e-05   1.3993401e-09   2.6608235e-14   5.8023227e-19   1.4510806e-23   8.4316543e-28   5.0297667e-28   5.9113616e-28   6.9325900e-28   8.1125988e-28   9.4728568e-28   1.1037188e-27   1.2831941e-27   1.4886163e-27   1.7231760e-27   1.9903659e-27   2.2939958e-27   2.6382059e-27   3.0274784e-27   3.4666473e-27   3.9609047e-27   4.5158040e-27   5.1372602e-27   5.8315436e-27   6.6052707e-27   7.4653875e-27   8.4191465e-27   9.4740770e-27   1.0637946e-26   1.1918708e-26   1.3324451e-26   1.4863318e-26   1.6543430e-26   1.8372781e-26   2.0359125e-26   2.2509839e-26   2.4831768e-26   2.7331047e-26   3.0012894e-26   3.2881388e-26   3.5939206e-26   3.9187348e-26   4.2624828e-26   4.6248358e-26   5.0052011e-26   5.4026894e-26   1.6443066e-08   1.7130776e-01   3.5857219e+01
   3.9972183e-03   5.8373628e+00   8.4396313e-05   1.3993401e-09   2.6608235e-14   5.8023227e-19   1.4512309e-23   2.6178816e-27   2.5933502e-27   3.0479678e-27   3.5745252e-27   4.1829517e-27   4.8843167e-27   5.6909040e-27   6.6162999e-27   7.6754804e-27   8.8848970e-27   1.0262558e-26   1.1828108e-26   1.3602892e-26   1.5610021e-26   1.7874417e-26   2.0422849e-26   2.3283948e-26   2.6488205e-26   3.0067943e-26   3.4057261e-26   3.8491951e-26   4.3409379e-26   4.8848314e-26   5.4848733e-26   6.1451551e-26   6.8698310e-26   7.6630792e-26   8.5290558e-26   9.4718401e-26   1.0495371e-25   1.1603370e-25   1.2799257e-25   1.4086045e-25   1.5466228e-25   1.6941650e-25   1.8513356e-25   2.0181431e-25   2.1944824e-25   2.3801164e-25   2.5746569e-25   2.7775458e-25   3.2886131e-08   1.7130776e-01   3.5857219e+01
   5.9958274e-03   5.8373628e+00   8.4396313e-05   1.3993401e-09   2.6608235e-14   5.8023227e-19   1.4515799e-23   6.7380632e-27   7.4463622e-27   8.7517490e-27   1.0263674e-26   1.2010672e-26   1.4024529e-26   1.6340514e-26   1.8997639e-26   2.2038903e-26   2.5511546e-26   2.9467274e-26   3.3962490e-26   3.9058484e-26   4.4821611e-26   5.1323425e-26   5.8640782e-26   6.6855877e-26   7.6056240e-26   8.6334647e-26   9.7788967e-26   1.1052190e-25   1.2464061e-25   1.4025629e-25   1.5748345e-25   1.7643926e-25   1.9724249e-25   2.2001240e-25   2.4486731e-25   2.7192295e-25   3.0129045e-25   3.3307399e-25   3.6736810e-25   4.0425441e-25   4.4379804e-25   4.8604338e-25   5.3100939e-25   5.7868443e-25   6.2902057e-25   6.8192770e-25   7.3726746e-25   7.9484737e-25   4.9329196e-08   1.7130776e-01   3.5857218e+01
   2.5981919e-02   5.8373630e+00   8.4396315e-05   1.3993401e-09   2.6608235e-14   5.8023276e-19   1.5132596e-23   7.3482210e-25   8.6502996e-25   1.0166760e-24   1.1923135e-24   1.3952588e-24   1.6292041e-24   1.8982464e-24   2.2069168e-24   2.5602096e-24   2.9636107e-24   3.4231239e-24   3.9452966e-24   4.5372412e-24   5.2066534e-24   5.9618259e-24   6.8116549e-24   7.7656393e-24   8.8338699e-24   1.0027005e-23   1.1356232e-23   1.2833203e-23   1.4469957e-23   1.6278791e-23   1.8272108e-23   2.0462199e-23   2.2860967e-23   2.5479562e-23   2.8327919e-23   3.1414172e-23   3.4743920e-23   3.8319336e-23   4.2138091e-23   4.6192107e-23   5.0466151e-23   5.4936330e-23   5.9568590e-23   6.4317370e-23   6.9124640e-23   7.3919602e-23   7.8619361e-23   8.3130859e-23   2.1375982e-07   1.7130775e-01   3.5857217e+01
   4.5968010e-02   5.8373631e+00   8.4396316e-05   1.3993401e-09   2.6608234e-14   5.8023443e-19   1.7142518e-23   3.1073870e-24   3.6595874e-24   4.3011396e-24   5.0441894e-24   5.9027672e-24   6.8924926e-24   8.0306977e-24   9.3365512e-24   1.0831181e-23   1.2537792e-23   1.4481781e-23   1.6690841e-23   1.9195051e-23   2.2026952e-23   2.5221599e-23   2.8816587e-23   3.2852035e-23   3.7370529e-23   4.2417000e-23   4.8038530e-23   5.4284051e-23   6.1203929e-23   6.8849374e-23   7.7271643e-23   8.6520982e-23   9.6645216e-23   1.0768793e-22   1.1968612e-22   1.3266721e-22   1.4664534e-22   1.6161688e-22   1.7755498e-22   1.9440345e-22   2.1206986e-22   2.3041856e-22   2.4926395e-22   2.6836525e-22   2.8742394e-22   3.0608533e-22   3.2394601e-22   3.4056829e-22   3.7819041e-07   1.7130774e-01   3.5857215e+01
   6.5954101e-02   5.8373633e+00   8.4396318e-05   1.3993401e-09   2.6608234e-14   5.8023799e-19   2.1395704e-23   8.1279570e-24   9.5731329e-24   1.1251372e-23   1.3195118e-23   1.5441074e-23   1.8030098e-23   2.1007528e-23   2.4423505e-23   2.8333292e-23   3.2797589e-23   3.7882819e-23   4.3661407e-23   5.0212009e-23   5.7619705e-23   6.5976127e-23   7.5379504e-23   8.5934609e-23   9.7752565e-23   1.1095049e-22   1.2565088e-22   1.4198077e-22   1.6007045e-22   1.8005168e-22   2.0205536e-22   2.2620828e-22   2.5262888e-22   2.8142171e-22   3.1267028e-22   3.4642803e-22   3.8270704e-22   4.2146438e-22   4.6258600e-22   5.0586845e-22   5.5099922e-22   5.9753723e-22   6.4489575e-22   6.9233127e-22   7.3894250e-22   7.8368439e-22   8.2540150e-22   8.6288328e-22   5.4262096e-07   1.7130774e-01   3.5857214e+01
   2.6581501e-01   5.8373648e+00   8.4396332e-05   1.3993401e-09   2.6608229e-14   5.8062146e-19   4.7542454e-22   5.4407482e-22   6.4084491e-22   7.5318887e-22   8.8330574e-22   1.0336518e-21   1.2069612e-21   1.4062672e-21   1.6349234e-21   1.8966244e-21   2.1954248e-21   2.5357575e-21   2.9224478e-21   3.3607239e-21   3.8562212e-21   4.4149774e-21   5.0434159e-21   5.7483111e-21   6.5367303e-21   7.4159407e-21   8.3932715e-21   9.4759112e-21   1.0670621e-20   1.1983336e-20   1.3418616e-20   1.4978928e-20   1.6663695e-20   1.8468119e-20   2.0381756e-20   2.2386907e-20   2.4456937e-20   2.6554790e-20   2.8632048e-20   3.0629056e-20   3.2476661e-20   3.4100021e-20   3.5424585e-20   3.6383774e-20   3.6927209e-20   3.7027787e-20   3.6685862e-20   3.5929395e-20   2.1869248e-06   1.7130767e-01   3.5857197e+01
   4.6567593e-01   5.8373662e+00   8.4396346e-05   1.3993401e-09   2.6608224e-14   5.8199830e-19   2.1045972e-21   2.4671900e-21   2.9060097e-21   3.4154492e-21   4.0054813e-21   4.6872432e-21   5.4731315e-21   6.3768977e-21   7.4137435e-21   8.6004126e-21   9.9552761e-21   1.1498408e-20   1.3251647e-20   1.5238629e-20   1.7484792e-20   2.0017334e-20   2.2865090e-20   2.6058324e-20   2.9628373e-20   3.3607102e-20   3.8026088e-20   4.2915439e-20   4.8302117e-20   5.4207617e-20   6.0644814e-20   6.7613805e-20   7.5096579e-20   8.3050463e-20   9.1400494e-20   1.0003123e-19   1.0877903e-19   1.1742664e-19   1.2570253e-19   1.3328800e-19   1.3983484e-19   1.4499464e-19   1.4845801e-19   1.4999767e-19   1.4950621e-19   1.4701786e-19   1.4270723e-19   1.3686427e-19   3.8312255e-06   1.7130760e-01   3.5857181e+01
   6.6553684e-01   5.8373677e+00   8.4396360e-05   1.3993402e-09   2.6608222e-14   5.8505908e-19   5.7258536e-21   6.7418084e-21   7.9409194e-21   9.3330022e-21   1.0945307e-20   1.2808264e-20   1.4955743e-20   1.7425310e-20   2.0258490e-20   2.3501008e-20   2.7203018e-20   3.1419299e-20   3.6209395e-20   4.1637691e-20   4.7773367e-20   5.4690206e-20   6.2466161e-20   7.1182608e-20   8.0923126e-20   9.1771641e-20   1.0380966e-19   1.1711227e-19   1.3174254e-19   1.4774373e-19   1.6512878e-19   1.8386670e-19   2.0386526e-19   2.2495030e-19   2.4684255e-19   2.6913445e-19   2.9127143e-19   3.1254439e-19   3.3210258e-19   3.4899581e-19   3.6225220e-19   3.7098936e-19   3.7454394e-19   3.7259181e-19   3.6522416e-19   3.5295182e-19   3.3663073e-19   3.1732785e-19   5.4755229e-06   1.7130753e-01   3.5857165e+01
   8.6539775e-01   5.8373692e+00   8.4396374e-05   1.3993402e-09   2.6608221e-14   5.9052789e-19   1.2195795e-20   1.4379082e-20   1.6936568e-20   1.9905624e-20   2.3344365e-20   2.7317687e-20   3.1897813e-20   3.7164847e-20   4.3207315e-20   5.0122680e-20   5.8017807e-20   6.7009355e-20   7.7224043e-20   8.8798726e-20   1.0188021e-19   1.1662468e-19   1.3319650e-19   1.5176629e-19   1.7250774e-19   1.9559284e-19   2.2118478e-19   2.4942785e-19   2.8043307e-19   3.1425859e-19   3.5088344e-19   3.9017366e-19   4.3184024e-19   4.7539024e-19   5.2007452e-19   5.6484025e-19   6.0830119e-19   6.4874494e-19   6.8419911e-19   7.1257576e-19   7.3189846e-19   7.4058999e-19   7.3776383e-19   7.2343773e-19   6.9859050e-19   6.6502549e-19   6.2507218e-19   5.8121544e-19   7.1198171e-06   1.7130747e-01   3.5857148e+01
   2.3935068e+00   5.8373806e+00   8.4396481e-05   1.3993405e-09   2.6608386e-14   8.3527081e-19   3.0172700e-19   3.5614759e-19   4.1949061e-19   4.9302560e-19   5.7819044e-19   6.7658970e-19   7.9000743e-19   9.2041939e-19   1.0700041e-18   1.2411516e-18   1.4364689e-18   1.6587793e-18   1.9111127e-18   2.1966820e-18   2.5188390e-18   2.8809987e-18   3.2865188e-18   3.7385143e-18   4.2395813e-18   4.7913983e-18   5.3941692e-18   6.0458735e-18   6.7413077e-18   7.4709429e-18   8.2197055e-18   8.9659137e-18   9.6807727e-18   1.0328971e-17   1.0870940e-17   1.1267078e-17   1.1483600e-17   1.1498820e-17   1.1308011e-17   1.0925071e-17   1.0380224e-17   9.7144890e-18   8.9727496e-18   8.1974408e-18   7.4241994e-18   6.6798415e-18   5.9822900e-18   5.3417416e-18   1.9691758e-05   1.7130695e-01   3.5857023e+01
