3.91436125050664E-046,4.84809354332299E-046,5.9853144084415E-046,7.36561199400671E-046,9.03517557691698E-046,1.10476586290788E-045,1.34651063044945E-045,1.63589421762189E-045,1.98110064229729E-045,2.39146346725326E-045,2.87757633680599E-045,3.45140438650521E-045,4.12639435391206E-045,4.9175808056513E-045,5.84168547195399E-045,6.91720625592211E-045,8.1644920740914E-045,9.60579930304976E-045,1.1265325271294E-044,1.31692139653335E-044,1.5345528934506E-044,1.78241883012227E-044,2.06368568332389E-044,2.38167902324422E-044,2.73986271589256E-044,3.14181250557116E-044,3.59118365804164E-044,4.09167243927442E-044,4.64697131925628E-044,5.26071792470553E-044,5.93643791745295E-044,6.67748214458637E-044,7.48695858928844E-044,8.36765984383401E-044,9.3219870238221E-044,1.0351871239997E-043,1.14586939349454E-043,1.26432075699164E-043,1.39054583051878E-043
3.83838848385075E-046,4.75399822203777E-046,5.86914707849568E-046,7.22265484583188E-046,8.85981432590546E-046,1.08332376450644E-045,1.32037657398913E-045,1.60414359428506E-045,1.94265000190233E-045,2.34504820705207E-045,2.82172624490597E-045,3.38441702297121E-045,4.04630629475825E-045,4.82213682510118E-045,5.72830579674378E-045,6.78295209204683E-045,8.00602968099252E-045,9.41936297224343E-045,1.10466796549682E-044,1.29136162941936E-044,1.50476917615058E-044,1.74782435066624E-044,2.02363217246054E-044,2.33545366664013E-044,2.68668546998634E-044,3.08083392615889E-044,3.52148335686593E-044,4.01225828826292E-044,4.5567795241968E-044,5.15861408968408E-044,5.8212192179494E-044,6.54788072040667E-044,7.34164625824268E-044,8.20525422307298E-044,9.14105912790132E-044,1.01509546030703E-043,1.12362952791269E-043,1.23978190130051E-043,1.36355710690707E-043
3.76669268723227E-046,4.6652000998347E-046,5.75951951551343E-046,7.08774562675441E-046,8.69432522842082E-046,1.06308877249904E-045,1.29571376283627E-045,1.57418040703432E-045,1.90636398238573E-045,2.30124594471702E-045,2.76902029504733E-045,3.32120078637297E-045,3.97072688053641E-045,4.73206596788245E-045,5.62130895442318E-045,6.6562559132441E-045,7.8564881017217E-045,9.24342227870109E-045,1.08403429328818E-044,1.26724077736561E-044,1.47666216580888E-044,1.71517740528866E-044,1.98583351782259E-044,2.29183061707134E-044,2.63650189533148E-044,3.02328820260472E-044,3.45570691041933E-044,3.93731484378709E-044,4.47166517493887E-044,5.06225830178927E-044,5.71248688122084E-044,6.42557535022658E-044,7.20451444389112E-044,8.05199140445663E-044,8.97031676587338E-044,9.96134878808703E-044,1.10264167990129E-043,1.21662448734388E-043,1.33808774302538E-043
3.69889278538781E-046,4.58122719970251E-046,5.65584903048905E-046,6.96016727149822E-046,8.53782868197072E-046,1.04395333448688E-045,1.27239110998576E-045,1.54584539647074E-045,1.8720497174276E-045,2.25982386382876E-045,2.71917834620822E-045,3.26141967174016E-045,3.89925439389999E-045,4.64688949218224E-045,5.52012623871087E-045,6.53644430793336E-045,7.71507249753788E-045,9.07704206793208E-045,1.0645218390521E-044,1.24443063397111E-044,1.45008246892025E-044,1.68430446996304E-044,1.95008881317907E-044,2.25057801066446E-044,2.58904525775592E-044,2.96886946967245E-044,3.3935047057839E-044,3.86644376878679E-044,4.39117587434626E-044,4.97113841374107E-044,5.60966297653954E-044,6.30991596035468E-044,7.07483426748881E-044,7.90705677022807E-044,8.80885241325912E-044,9.7820460081278E-044,1.08279429550475E-043,1.1947254295569E-043,1.31400236490469E-043
3.63465471322955E-046,4.50166576861955E-046,5.55762481605059E-046,6.83929117333545E-046,8.38955359351345E-046,1.02582316594142E-045,1.25029369957698E-045,1.51899894974045E-045,1.83953813306726E-045,2.22057786864796E-045,2.67195481610076E-045,3.20477912432028E-045,3.83153667412496E-045,4.56618771469642E-045,5.42425910002389E-045,6.42292693787857E-045,7.58108608253258E-045,8.91940254789871E-045,1.04603446061788E-044,1.22281880862251E-044,1.42489912144879E-044,1.65505342691973E-044,1.91622193647724E-044,2.21149258671868E-044,2.54408172792728E-044,2.91730959424846E-044,3.33457025896212E-044,3.79929586582611E-044,4.31491503386172E-044,4.88480545772998E-044,5.51224086782257E-044,6.20033267143759E-044,6.9519667661711E-044,7.76973619544072E-044,8.65587049953892E-044,9.61216279880393E-044,1.0639895822776E-043,1.17397682644613E-043,1.29118229856847E-043
3.57368428847792E-046,4.42615145002319E-046,5.46439704824878E-046,6.72456377259492E-046,8.2488209279837E-046,1.00861523861897E-045,1.22932033513331E-045,1.49351812185719E-045,1.80868034046548E-045,2.18332822967879E-045,2.62713344160772E-045,3.15101975517487E-045,3.76726360366736E-045,4.4895910565745E-045,5.33326850878918E-045,6.31518394316574E-045,7.45391525751664E-045,8.76978179853405E-045,1.0284874938767E-044,1.20230632861045E-044,1.40099679467574E-044,1.62729031917294E-044,1.88407779223158E-044,2.17439535108415E-044,2.50140539254122E-044,2.86837245465021E-044,3.27863367595951E-044,3.73556362687285E-044,4.24253341218423E-044,4.80286406657051E-044,5.41977440441409E-044,6.0963236399327E-044,6.83534926051117E-044,7.6394008119122E-044,8.51067043444628E-044,9.45092116930616E-044,1.04614142285645E-043,1.15428365848265E-043,1.26952303809213E-043
3.51572134702169E-046,4.35436202021787E-046,5.37576791913895E-046,6.61549552123137E-046,8.1150301714602E-046,9.92256125359737E-046,1.20938152217045E-045,1.46929418474551E-045,1.77934466774659E-045,2.14791600069014E-045,2.5845229674915E-045,3.09991217015802E-045,3.70616092584723E-045,4.41677267571924E-045,5.24676620321556E-045,6.21275557858873E-045,7.33301737767737E-045,8.62754137997998E-045,1.01180606496922E-044,1.18280566606941E-044,1.37827349607544E-044,1.6008966800351E-044,1.85351921963405E-044,2.13912800784284E-044,2.46083414935841E-044,2.82184923344685E-044,3.2254562723402E-044,3.67497510300438E-044,4.17372215300563E-044,4.72496459189926E-044,5.33186902689587E-044,5.99744505365721E-044,6.72448413728322E-044,7.51549447148645E-044,8.37263264142232E-044,9.2976330928493E-044,1.02917365817629E-043,1.13556189384991E-043,1.24893216223566E-043
3.46053488412726E-046,4.28601137056775E-046,5.29138420737238E-046,6.51165174009098E-046,7.98764811604677E-046,9.76680628772009E-046,1.19039779680922E-045,1.44623059664967E-045,1.75141420091189E-045,2.11420005025713E-045,2.54395357453716E-045,3.0512526857824E-045,3.64798512286775E-045,4.34744236272722E-045,5.16440743816872E-045,6.11523362751012E-045,7.21791061821811E-045,8.49211440917077E-045,9.95923691951207E-045,1.16423910331919E-044,1.35663866451695E-044,1.57576732064903E-044,1.82442443095716E-044,2.10555000299571E-044,2.42220630628775E-044,2.77755451761358E-044,3.17482611558952E-044,3.6172888255264E-044,4.10820701685195E-044,4.65079657418954E-044,5.24817439834972E-044,5.90330284321285E-044,6.61892955610438E-044,7.39752335948824E-044,8.24120698648923E-044,9.15168765717954E-044,1.01301866513423E-043,1.11773691907699E-043,1.22932760839715E-043
3.40791900368566E-046,4.22084449047662E-046,5.21093108432987E-046,6.41264499665214E-046,7.86619950987573E-046,9.61830637971806E-046,1.1722983323472E-045,1.42424130923826E-045,1.7247847337097E-045,2.08205458696931E-045,2.50527390170947E-045,3.0048597575537E-045,3.59251914564038E-045,4.28134145195964E-045,5.08588493993737E-045,6.02225424363133E-045,7.1081655253806E-045,8.36299561932762E-045,9.80781119008243E-045,1.14653737005632E-044,1.33601158224071E-044,1.55180848546221E-044,1.79668487596111E-044,2.07353605979595E-044,2.38537774605532E-044,2.73532304724498E-044,3.12655430879851E-044,3.56228957172907E-044,4.04574357219214E-044,4.58008329872793E-044,5.16837826106851E-044,5.81354577183243E-044,6.51829170160023E-044,7.28504733549782E-044,8.11590313144517E-044,9.01254035199915E-044,9.97616170793194E-044,1.10074223066365E-043,1.2106362336147E-043
3.35768952172918E-046,4.15863326070671E-046,5.13412692067639E-046,6.31812871389885E-046,7.75025921730419E-046,9.47654169979765E-046,1.15501977089413E-045,1.40324934814215E-045,1.69936304863825E-045,2.05136708436274E-045,2.46834854928594E-045,2.96057098519421E-045,3.53956883332101E-045,4.21823855456731E-045,5.01092383741497E-045,5.93349194894631E-045,7.00339793213236E-045,8.23973302502616E-045,9.66325338965542E-045,1.12963850066436E-044,1.31632004333054E-044,1.52893630562574E-044,1.77020345123795E-044,2.04297411217067E-044,2.35021954883135E-044,2.69500698941074E-044,3.08047187460034E-044,3.50978481455221E-044,3.98611316327098E-044,4.51257723090067E-044,5.09220128552175E-044,5.72785964134219E-044,6.42221828698587E-044,7.17767267275063E-044,7.99628244519606E-044,8.87970408667031E-044,9.8291225811327E-044,1.08451833803177E-043,1.19279260799256E-043
