mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_criterion	param_max_features	param_splitter	params	split0_test_score	split1_test_score	split2_test_score	mean_test_score	std_test_score	rank_test_score	split0_train_score	split1_train_score	split2_train_score	mean_train_score	std_train_score
88.23682634035747	27.876229906725335	0.3073889414469401	0.18770847073599164	mse	auto	best	{'criterion': 'mse', 'max_features': 'auto', 'splitter': 'best'}	-113263674044866.86	-194871.55215788298	-1.200284368783288e+16	-4038702454024206.0	5631688104466970.0	1	1.0	1.0	1.0	1.0	0.0
