1.09121149683745E-045 1.36680068862138E-045 1.70606571669475E-045 2.12217226316972E-045 2.63063033059302E-045 3.24962556969148E-045 4.00037896130823E-045 4.90753331945492E-045 5.99956399703646E-045 7.30920991614958E-045 8.87391961387729E-045 1.07363054023822E-044 1.2944597007526E-044 1.55530842014157E-044 1.86225360199605E-044 2.22205822065735E-044 2.64220406088183E-044 3.13091724486156E-044 3.69718457715014E-044 4.35075860484583E-044 5.10214919540992E-044 5.96259938810584E-044 6.94404328763079E-044 8.05904385020531E-044 9.32070857245793E-044 1.07425813398447E-043 1.23385090301838E-043 1.41224819027792E-043 1.61084473352092E-043 1.83100970953544E-043 2.07406290488504E-043 2.34124849909907E-043 2.63370671417381E-043 2.9524436733252E-043 3.29829990272821E-043 3.67191799970813E-043
1.00894099711394E-045 1.26375249310546E-045 1.57743906688357E-045 1.96217379074126E-045 2.43229731035543E-045 3.00462419249954E-045 3.69877548921859E-045 4.53753610097662E-045 5.54723451774677E-045 6.75814135233002E-045 8.20488175709529E-045 9.92685534325235E-045 1.1968655617965E-044 1.43804792451806E-044 1.7218513656815E-044 2.05452897379911E-044 2.44299845400334E-044 2.89486573049037E-044 3.41844005914079E-044 4.02273870619688E-044 4.71747916106108E-044 5.513056808384E-044 6.42050599625232E-044 7.45144251281865E-044 8.617985631712E-044 9.93265811441016E-044 1.14082628710307E-043 1.30577353831125E-043 1.48939714834807E-043 1.69296306666312E-043 1.91769157619446E-043 2.164733053142E-043 2.43514175391788E-043 2.72984794636113E-043 3.04962878624721E-043 3.39507842309509E-043
9.35653893128383E-046 1.17195648061399E-045 1.46285759853581E-045 1.81964609581051E-045 2.25562094729983E-045 2.78637534914487E-045 3.43010512626085E-045 4.2079401374647E-045 5.14429643306469E-045 6.26724583965472E-045 7.60889841987195E-045 9.20579188971888E-045 1.10992805887509E-044 1.33359150131605E-044 1.59678012717961E-044 1.90529281531725E-044 2.26554478501057E-044 2.68458948398877E-044 3.17013260330425E-044 3.73053641616112E-044 4.37481255635841E-044 5.11260131222498E-044 5.95413552272296E-044 6.91018723243892E-044 7.99199539943487E-044 9.211173161211E-044 1.05795934545683E-043 1.21092521580524E-043 1.38121083814856E-043 1.5699902063421E-043 1.7783949648378E-043 2.00749192921062E-043 2.25825877716367E-043 2.53155820406501E-043 2.82811091492031E-043 3.14846790162336E-043
8.70091451989534E-046 1.08983602096342E-045 1.36035333290629E-045 1.69214121294059E-045 2.09756676008916E-045 2.59113053569332E-045 3.18975336040793E-045 3.91308449735622E-045 4.78382913359567E-045 5.8280920676427E-045 7.07573336979496E-045 8.56073051249509E-045 1.03215400848872E-044 1.2401450731545E-044 1.48489174209537E-044 1.77178655945281E-044 2.1067952220519E-044 2.4964769336978E-044 2.94799743801184E-044 3.46913305323253E-044 4.06826395668246E-044 4.75435492960314E-044 5.53692178310387E-044 6.42598175110373E-044 7.43198626378591E-044 8.56573471154806E-044 9.83826807962733E-044 1.12607416803226E-043 1.28442766336405E-043 1.4599790245922E-043 1.65378060042362E-043 1.86682445332851E-043 2.10001975390785E-043 2.35416874738386E-043 2.62994163805905E-043 2.92785080913455E-043
8.11208072595789E-046 1.01608144292151E-045 1.2682915143148E-045 1.57762567230226E-045 1.95561407332776E-045 2.41577595423746E-045 2.9738870203078E-045 3.6482667721266E-045 4.46008382477291E-045 5.43367633631242E-045 6.5968835988314E-045 7.98138366165278E-045 9.62303056688616E-045 1.1562183403049E-044 1.38440179519552E-044 1.65188102544665E-044 1.96421799975952E-044 2.32752802827121E-044 2.74849191339446E-044 3.23435971156388E-044 3.792944472176E-044 4.43260428551601E-044 5.16221098082829E-044 5.9911038764133E-044 6.92902710263208E-044 7.98604920187762E-044 9.17246396146777E-044 1.04986717587055E-043 1.19750410925628E-043 1.36117504414233E-043 1.54186111160886E-043 1.74048723636642E-043 1.95790106095786E-043 2.19485053871495E-043 2.45196051790997E-043 2.72970870624593E-043
7.58129366472036E-046 9.49597528216316E-046 1.18530507120392E-045 1.47439897589444E-045 1.82765496123772E-045 2.25770767771566E-045 2.77930059972273E-045 3.40955455216669E-045 4.16825305210217E-045 5.07814177105126E-045 6.16523842947991E-045 7.45914832875959E-045 8.99337952082938E-045 1.08056503312868E-044 1.29381806146957E-044 1.54379567661564E-044 1.83569591831797E-044 2.17523396170451E-044 2.56865347306965E-044 3.02273012548347E-044 3.54476574740316E-044 4.1425715452343E-044 4.82443884953874E-044 5.59909589134088E-044 6.47564922619268E-044 7.46350859485488E-044 8.57229424485814E-044 9.81172603935794E-044 1.11914940490311E-043 1.27211107573313E-043 1.44097455045222E-043 1.62660423439438E-043 1.82979230742761E-043 2.05123778304158E-043 2.29152462463709E-043 2.55109928269998E-043
7.1011955179749E-046 8.89462670814304E-046 1.11024363800009E-045 1.38103018592337E-045 1.71191564304409E-045 2.11473454939479E-045 2.6032967241065E-045 3.19363878711193E-045 3.90429143104097E-045 4.75655991958732E-045 5.77481435739683E-045 6.98678524043842E-045 8.42385866701769E-045 1.01213643864521E-044 1.21188486101487E-044 1.44603222408692E-044 1.71944739302023E-044 2.03748361988457E-044 2.40598918032618E-044 2.83131066654471E-044 3.32028750645396E-044 3.88023624870249E-044 4.51892316142738E-044 5.24452374577248E-044 6.06556786937408E-044 6.9908693853642E-044 8.02943932295126E-044 9.19038201864118E-044 1.04827739031198E-043 1.191552506586E-043 1.34972241832613E-043 1.52359679094765E-043 1.71391763819886E-043 1.92133970736681E-043 2.1464099813896E-043 2.38954663852686E-043
6.66555869815127E-046 8.34896832106644E-046 1.04213355618872E-045 1.29630817020739E-045 1.60689480751656E-045 1.98500199499072E-045 2.44359236121769E-045 2.99771872810761E-045 3.66477498646793E-045 4.46475938664543E-045 5.42054700123683E-045 6.55816714434025E-045 7.90708047226804E-045 9.500449361309E-045 1.13753939826728E-044 1.35732253036434E-044 1.61396450746197E-044 1.91249017584232E-044 2.258389037168E-044 2.65761833944512E-044 3.11659793241672E-044 3.64219551664969E-044 4.24170092327205E-044 4.92278811121436E-044 5.69346366658878E-044 6.56200073935472E-044 7.53685755939282E-044 8.62657993976151E-044 9.83968749963688E-044 1.11845437215102E-043 1.26692103925187E-043 1.43012874616258E-043 1.60877398633705E-043 1.80347134030103E-043 2.0147342352475E-043 2.24295519546729E-043
6.26908347539619E-046 7.85236192619844E-046 9.8014623411397E-046 1.21920224498544E-045 1.51131482606192E-045 1.86693175605465E-045 2.29824463125094E-045 2.81941091411849E-045 3.44678988650775E-045 4.19919027945884E-045 5.09812652951173E-045 6.16807969673604E-045 7.43675808317044E-045 8.93535152819818E-045 1.06987722518557E-044 1.27658739968044E-044 1.51796401199079E-044 1.79873302466844E-044 2.12405741740041E-044 2.49954009411788E-044 2.93121904439708E-044 3.42555346994753E-044 3.98939959422055E-044 4.62997492009928E-044 5.35480979259533E-044 6.17168526503804E-044 7.08855646190758E-044 8.11346088131283E-044 9.25441138552197E-044 1.05192739873126E-043 1.19156309492985E-043 1.34506301665959E-043 1.51308222912959E-043 1.6961987568976E-043 1.89489548790691E-043 2.10954159864469E-043
5.90723667458293E-046 7.3991294795459E-046 9.23572927898598E-046 1.14883080494579E-045 1.42408286672075E-045 1.75917385397591E-045 2.16559167319604E-045 2.65667662872323E-045 3.24784375691749E-045 3.95681616295648E-045 4.80386648622384E-045 5.81206275834559E-045 7.00751397892802E-045 8.41960973319583E-045 1.00812471340043E-044 1.20290373151012E-044 1.43034826662E-044 1.6949115022644E-044 2.0014584148115E-044 2.35526851277578E-044 2.76203127749931E-044 3.22783309040876E-044 3.75913443887525E-044 4.36273623692355E-044 5.04573418369355E-044 5.81546021594675E-044 6.67941029433906E-044 7.64515799861075E-044 8.72025369462451E-044 9.91210937479342E-044 1.12278696592157E-043 1.2674269871856E-043 1.42574825660766E-043 1.59829543560096E-043 1.78552354017868E-043 1.98778043823782E-043
