250 1.60309432299559E-20 4.00103777742168E-20 4.92889500150277E-20 5.13453866575175E-20 4.8692616991274E-20 4.35202916957733E-20 3.73652773711041E-20 3.11748535759013E-20 2.54645965452224E-20 2.04670394649397E-20 1.62440486045277E-20 1.27632681386439E-20 9.94662496617552E-21 7.69932098204876E-21 5.92605071356758E-21 4.53925064071326E-21 3.4625963297636E-21 2.63180778085236E-21 1.99403702665909E-21 1.50659889000825E-21 1.13548114929121E-21 8.5387035893366E-22 6.40809684353584E-22 4.80035566109599E-22 3.59001479088135E-22 2.68077178162542E-22 1.99902903326037E-22 1.48875295218189E-22 1.10742361515758E-22 8.2287024874699E-23 6.1081589036383E-23 4.52983392578439E-23 3.35641697381477E-23 2.48494827721855E-23 1.8383598112456E-23 1.35905591909821E-23 1.00405604698794E-23 7.41329056554753E-24 5.47033283323942E-24 4.03442938965244E-24 2.97393165506282E-24 2.19116051533581E-24 1.61370700455684E-24 1.18794016531796E-24 8.74168597745988E-25 6.43038934389878E-25
260 1.70811456607706E-20 4.24343126358135E-20 5.25172360194899E-20 5.50416279572232E-20 5.25481063386278E-20 4.72936280001975E-20 4.08918547076784E-20 3.43587118909861E-20 2.82632922422988E-20 2.28758481636942E-20 1.82824127738667E-20 1.44643742554124E-20 1.13499869089723E-20 8.84584938636393E-21 6.85500783102772E-21 5.28655042280519E-21 4.06001608308456E-21 3.10678638686251E-21 2.36982773372188E-21 1.80261760982967E-21 1.36774532295406E-21 1.03546209958756E-21 7.82323620230418E-22 5.89989736625452E-22 4.44201291543896E-22 3.33929720625291E-22 2.50683228855014E-22 1.87948642734122E-22 1.40747358566194E-22 1.05285207664869E-22 7.86783990940849E-23 5.87403274942702E-23 4.38165945874958E-23 3.26579145424711E-23 2.43225866757881E-23 1.81019136955405E-23 1.3463340138288E-23 1.00072180080649E-23 7.43401344973758E-24 5.51948728296893E-24 4.09594765341176E-24 3.03811470491269E-24 2.25248015735041E-24 1.6693097198163E-24 1.23664021296205E-24 9.15779616831997E-25
270 1.8154756955362E-20 4.49052694696872E-20 5.58174097291379E-20 5.88353419425114E-20 5.65246100657398E-20 5.12066431244683E-20 4.45702373006201E-20 3.76996404017507E-20 3.12181270663882E-20 2.54348727445841E-20 2.04614518345487E-20 1.62943029166787E-20 1.28691208373145E-20 1.0094775748582E-20 7.87330512616409E-21 6.11088191562262E-21 4.72317285680585E-21 3.63735573972303E-21 2.79225108238141E-21 2.13747312112843E-21 1.63214430790501E-21 1.24348731744885E-21 9.45465168245782E-22 7.17553024497035E-22 5.436740996416E-22 4.11303365616401E-22 3.1072778975398E-22 2.34445036670455E-22 1.76680511580674E-22 1.33003139081115E-22 1.00022069594147E-22 7.51488203854199E-23 5.64117577441994E-23 4.23120835185362E-23 3.17124966715791E-23 2.37514236229451E-23 1.77771537320417E-23 1.32974020828195E-23 9.94078285082894E-24 7.42744694549311E-24 5.54674963735972E-24 4.14029646860332E-24 3.08909390929024E-24 2.30382598631166E-24 1.7175068186381E-24 1.27993573856586E-24
280 1.92513342249128E-20 4.74223660543236E-20 5.91881066915871E-20 6.27247103336926E-20 6.06200749258925E-20 5.5257389367166E-20 4.83989213833703E-20 4.11968278495672E-20 3.43291081937307E-20 2.81449497892907E-20 2.27827557566565E-20 1.82552674175491E-20 1.45067085725901E-20 1.14490931047116E-20 8.98410177286916E-21 7.01544594411232E-21 5.45520874966354E-21 4.22652314569372E-21 3.26412597503216E-21 2.51376180424857E-21 1.93103393820398E-21 1.48005596980795E-21 1.13210263282996E-21 8.64363118015593E-22 6.58842533463828E-22 5.01423920497298E-22 3.81085053862981E-22 2.89255269425379E-22 2.19294021573885E-22 1.66072421061073E-22 1.25640188855719E-22 9.49624065044238E-23 7.17126366981585E-23 5.41111448152562E-23 4.07989279953278E-23 3.07399908207714E-23 2.31457818931823E-23 1.74169354530374E-23 1.30984713347893E-23 9.84542439251253E-24 7.39653079400408E-24 5.55412092533881E-24 4.16878159489003E-24 3.12767482102795E-24 2.34565438324221E-24 1.75851906707897E-24
290 2.03704586652541E-20 4.99847678365749E-20 6.26280365722859E-20 6.67080094641725E-20 6.48325396663269E-20 5.94439799381378E-20 5.23764121601692E-20 4.48494123420409E-20 3.75961371453926E-20 3.10067679357743E-20 2.52477406201867E-20 2.03492975677686E-20 1.62652529411468E-20 1.29116307186388E-20 1.01904155493789E-20 8.00332819365178E-21 6.25917815620229E-21 4.87723478193847E-21 3.78823449696637E-21 2.93406442211865E-21 2.26677211499861E-21 1.74729418401025E-21 1.34413117985891E-21 1.03209216814338E-21 7.91168601943905E-22 6.05559240218535E-22 4.62846391437057E-22 3.53312481880774E-22 2.69380837598117E-22 2.05163068820416E-22 1.56095949792617E-22 1.18652206868953E-22 9.01115704619425E-23 6.83804697362062E-23 5.18506669365757E-23 3.92888507226825E-23 2.97507015140567E-23 2.25142056740271E-23 1.70280455633833E-23 1.28717531520623E-23 9.725012492538E-24 7.34405680300347E-24 5.54355284932883E-24 4.1827195389051E-24 3.15470690258128E-24 2.37848080628564E-24
300 2.15117334553568E-20 5.25916837836718E-20 6.61359766888102E-20 7.0783602492781E-20 6.91601288319196E-20 6.37645872554293E-20 5.65012279812913E-20 4.86564910297089E-20 4.10190233701409E-20 3.40208832866287E-20 2.7857663866117E-20 2.25782532363856E-20 1.81470886165891E-20 1.44850617552404E-20 1.14951273058776E-20 9.07750074254016E-21 7.13804682216019E-21 5.5923728207319E-21 4.36731766795964E-21 3.40094101893513E-21 2.64171330222462E-21 2.04733871551746E-21 1.58346753491496E-21 1.22244192236056E-21 9.42149385097367E-22 7.25015540371023E-22 5.57143023904667E-22 4.27589727422748E-22 3.27772791140567E-22 2.50982155506298E-22 1.91987236877204E-22 1.46721334126537E-22 1.12030022870087E-22 8.54716498548293E-23 6.51598741917692E-23 4.96398947808131E-23 3.77915006356571E-23 2.87533679328729E-23 2.18641113203357E-23 1.66164953185985E-23 1.26219472217554E-23 9.58310935728167E-24 7.27264834159364E-24 5.51692231561275E-24 4.18341170955463E-24 3.17105988367511E-24
310 2.26747819033431E-20 5.52423627237381E-20 6.97107663066252E-20 7.49499324715422E-20 7.3601047086485E-20 6.82174410768988E-20 6.07719036031915E-20 5.26171282995598E-20 4.45974960789971E-20 3.71877331078067E-20 3.06136381087305E-20 2.49438368639257E-20 2.01543923806132E-20 1.61719107986555E-20 1.29009856354102E-20 1.02408240659412E-20 8.09469154524378E-21 6.37475328628777E-21 5.00407194125508E-21 3.91692652569705E-21 3.05820365054277E-21 2.38233193314876E-21 1.85204509826328E-21 1.43713916543638E-21 1.11331293122911E-21 8.61133825667274E-22 6.65143013297753E-22 5.13097517350288E-22 3.95338667555982E-22 3.04272363101887E-22 2.33945600304394E-22 1.7970422958365E-22 1.37918222016955E-22 1.05762381267158E-22 8.10421611202052E-23 6.20558918067625E-23 4.74862043358438E-23 3.63147413532842E-23 2.7755352215704E-23 2.12019002529091E-23 1.61875798770485E-23 1.23532711655873E-23 9.42297065535507E-24 7.18474875980798E-24 5.4760137842286E-24 4.17212496902105E-24
320 2.38592458038191E-20 5.79360901032314E-20 7.3351301584966E-20 7.92055161533325E-20 7.81535740053494E-20 7.28008265351608E-20 6.518699270978E-20 5.67303627242245E-20 4.83312145777499E-20 4.05076480259868E-20 3.3516643652397E-20 2.74476050115034E-20 2.22891928033424E-20 1.79745611620014E-20 1.44106116570792E-20 1.14960494002832E-20 9.13190040535744E-21 7.22712453493985E-21 5.70114635523691E-21 4.48452699687982E-21 3.5185766943471E-21 2.75441729624163E-21 2.15180945905686E-21 1.67793146441307E-21 1.30621436782959E-21 1.01528645067173E-21 7.88048314251445E-22 6.10881372069484E-22 4.72982239367842E-22 3.65810463308388E-22 2.8263513891511E-22 2.18165896829095E-22 1.68254691475202E-22 1.29656241513852E-22 9.98365637513603E-23 7.68206150210248E-23 5.90715160525976E-23 4.53951313405565E-23 3.48649052247891E-23 2.6762810592018E-23 2.05330661609411E-23 1.57459389418416E-23 1.20694890801552E-23 9.24755322464231E-24 7.0826165870004E-24 5.42250781085318E-24
330 2.50647839765887E-20 6.0672185102147E-20 7.70565310807285E-20 8.35489384421603E-20 8.28160592961562E-20 7.75130821263776E-20 6.97450698358838E-20 6.09952129638613E-20 5.22197773056239E-20 4.39808629055863E-20 3.65675398424413E-20 3.00909790158795E-20 2.45533793541612E-20 1.98952619517097E-20 1.60265038406465E-20 1.28458213774562E-20 1.02523734266353E-20 8.15216626424301E-21 6.46114025383779E-21 5.10621640917627E-21 4.02514956960022E-21 3.16573528832534E-21 2.48471428882955E-21 1.94658321109546E-21 1.5224322300284E-21 1.18887382448042E-21 9.27091905520689E-22 7.22019397996239E-22 5.61640282460568E-22 4.3640574907027E-22 3.38751311136462E-22 2.62701049110881E-22 2.03545687972719E-22 1.57582371229482E-22 1.21905424027417E-22 9.42388818959699E-23 7.2802979286606E-23 5.62080810720635E-23 4.3370674644316E-23 3.34470159377978E-23 2.57808475381534E-23 1.98622951401966E-23 1.52956166268804E-23 1.17739428999465E-23 9.059527329389E-24 6.96832579092992E-24
340 2.62910709618274E-20 6.34499980577742E-20 8.08254517337091E-20 8.79788474038035E-20 8.75869184083737E-20 8.2352597689878E-20 7.44447318062861E-20 6.54106827838961E-20 5.62627297566103E-20 4.76075265628358E-20 3.97670753669486E-20 3.28752548174264E-20 2.69487109608419E-20 2.19361348625348E-20 1.77510428177346E-20 1.42926808548963E-20 1.14587235891141E-20 9.15248896952035E-21 7.28660150149568E-21 5.7844339596671E-21 4.58021970357146E-21 3.61841977256519E-21 2.85271759292952E-21 2.24487195247108E-21 1.76356500671695E-21 1.38332126689926E-21 1.08353501380929E-21 8.47619906226087E-22 6.62280592797463E-22 5.16898434601915E-22 4.03019691002506E-22 3.13933186029088E-22 2.44324559152472E-22 1.89995071992099E-22 1.47634187563805E-22 1.14636513974564E-22 8.89550649417308E-23 6.89840556981295E-23 5.34655865922313E-23 4.14155551715043E-23 3.20649827616686E-23 2.48136536607646E-23 1.91935580775425E-23 1.4840119162798E-23 1.14695849686449E-23 8.86129190370452E-24
