5.27662554971859E-024,1.51990039531128E-023,3.28367417271209E-023,6.30633510618188E-023,1.13550636362878E-022,1.96289544294681E-022,3.29908535173258E-022,5.43197219190897E-022,8.80447453743147E-022,1.4095293810659E-021,2.23407488075861E-021,3.51181764903486E-021,5.48214326281151E-021,8.50738821032436E-021,1.31346166676372E-020,2.01878155966596E-020,3.0905127445473E-020,4.71424893271458E-020,7.16746461617242E-020,1.08637859496545E-019,1.64176568027403E-019,2.47378899690002E-019,3.71611182626235E-019,5.56381500104567E-019,8.29854936351386E-019,1.23205458773406E-018,1.81848794883888E-018,2.66315884426404E-018,3.85804917129568E-018,5.5018607678163E-018,7.66126578324881E-018,1.02671028006357E-017,1.10932070615578E-017,9.13564726694905E-018,7.21967330725608E-018,5.56358588355607E-018,4.21812581429113E-018,3.16326624489529E-018,2.35436085932758E-018,1.74298452913099E-018,1.28541280729003E-018,9.45280545375714E-019,6.93668897731831E-019,5.0819404211123E-019,3.71828076204929E-019,2.71766449485006E-019
6.94176782545038E-024,1.98577262659538E-023,4.26063133242807E-023,8.12623391809094E-023,1.453111778446E-022,2.49460916210847E-022,4.16383408712164E-022,6.80848404251753E-022,1.09594233189712E-021,1.74240028597709E-021,2.74257804086769E-021,4.28132621542105E-021,6.63711097218917E-021,1.02283136302064E-020,1.56819622252264E-020,2.39355211228723E-020,3.63872310081637E-020,5.51174372636761E-020,8.32131032033245E-020,1.25241085866818E-019,1.87933389595298E-019,2.81169279933867E-019,4.19362101076647E-019,6.23373883970631E-019,9.23064769756909E-019,1.36048078057658E-018,1.99336559800948E-018,2.89787107243156E-018,4.16743687498268E-018,5.90053500491246E-018,8.16063635309148E-018,1.08717071510262E-017,1.17357463620736E-017,9.71629738386775E-018,7.72724042139406E-018,5.99501605287686E-018,4.57672545327892E-018,3.45612068399921E-018,2.59022043657152E-018,1.93085267976212E-018,1.4337300548799E-018,1.06152812363713E-018,7.84236958216957E-019,5.78401493978274E-019,4.26019600262629E-019,3.13441031339205E-019
9.00264532475646E-024,2.55856462362863E-023,5.45389235547622E-023,1.03344298055793E-022,1.83594476007761E-022,3.1313037326801E-022,5.19250355737915E-022,8.43515367043265E-022,1.3489249784622E-021,2.13060865067107E-021,3.33171850395617E-021,5.167003676722E-021,7.95770573454702E-021,1.21831022690812E-020,1.85564718081904E-020,2.81367773758424E-020,4.24924024756571E-020,6.39403870153573E-020,9.58944855736297E-020,1.4336871462845E-019,2.13700307339486E-019,3.17576573365403E-019,4.70470717552219E-019,6.94602192792147E-019,1.02151254698199E-018,1.49522987400715E-018,2.17565520787731E-018,3.14096496391756E-018,4.48589642077499E-018,6.3085350377111E-018,8.66908889736634E-018,1.1484814744535E-017,1.23868160400568E-017,1.03065508086565E-017,8.2454474416578E-018,6.43774212890578E-018,4.94676896040058E-018,3.76009249543724E-018,2.8365073278089E-018,2.12822346265354E-018,1.59050615776983E-018,1.18516166258252E-018,8.81152052331962E-019,6.53990815082681E-019,4.84723270179246E-019,3.58862102361294E-019
1.1523903197105E-023,3.25494694947985E-023,6.89558416626489E-023,1.29857445069606E-022,2.2927386892347E-022,3.88627436986375E-022,6.40467316921481E-022,1.03400715210587E-021,1.64333847691569E-021,2.57958420724839E-021,4.00884243647988E-021,6.17862270942939E-021,9.45671209798662E-021,1.43881926650928E-020,2.17788972416419E-020,3.28172552882291E-020,4.92516698183989E-020,7.36478205353216E-020,1.09760237811561E-019,1.63065739045036E-019,2.41523104021726E-019,3.56642757659164E-019,5.24968284341631E-019,7.70077359151326E-019,1.12517666028798E-018,1.63623370542469E-018,2.36522835321205E-018,3.39224216830874E-018,4.81315898534022E-018,6.72553446234151E-018,9.18626418859211E-018,1.21060555890053E-017,1.30460274674198E-017,1.09059833861562E-017,8.77385402509694E-018,6.89134368145303E-018,5.32788880291322E-018,4.074887495868E-018,3.09300770953385E-018,2.33496006415911E-018,1.75567159182332E-018,1.31616627300378E-018,9.84440775032175E-019,7.35017923656376E-019,5.48013909117812E-019,4.08114970509627E-019
1.45759421866231E-023,4.09295626481227E-023,8.62023919525778E-023,1.61387174612326E-022,2.83275757884981E-022,4.77353027654329E-022,7.82083544657E-022,1.25524390360578E-021,1.98325379095751E-021,3.09489385385795E-021,4.78142838117191E-021,7.32606031309472E-021,1.11469553580657E-020,1.68599493936581E-020,2.5369731691958E-020,3.80020911986188E-020,5.66951376098487E-020,8.42747765537173E-020,1.24849702142449E-019,1.84374263234432E-019,2.71443803808048E-019,3.98405196095651E-019,5.82880763571081E-019,8.49804780359782E-019,1.23403048358196E-018,1.78342074191089E-018,2.56195631267607E-018,3.65150855753393E-018,5.14896540615686E-018,7.15122167330581E-018,9.71182110362685E-018,1.27350788866761E-017,1.37130123300607E-017,1.15141928944095E-017,9.31204086917617E-018,7.3554170434551E-018,5.7197277342224E-018,4.40021479707251E-018,3.3595048462092E-018,2.55091802271902E-018,1.92914609930138E-018,1.45451475557823E-018,1.09411704924592E-018,8.21526584074212E-019,6.15955274747334E-019,4.61275280879705E-019
1.8234932062113E-023,5.09198659167858E-023,1.0664757971538E-022,1.98555118208002E-022,3.46577707605555E-022,5.80776076542074E-022,9.46234054970682E-022,1.51024834688807E-021,2.37285736315782E-021,3.6822244351553E-021,5.65706440556623E-021,8.61926886691379E-021,1.30412667609887E-020,1.96146238330963E-020,2.93491692101573E-020,4.37158509368016E-020,6.48519647792138E-020,9.58548552170809E-020,1.41200167702662E-019,2.07333617756673E-019,3.03500878234197E-019,4.42896955991404E-019,6.44229270802909E-019,9.33784879129296E-019,1.34804300643271E-018,1.93671669341472E-018,2.76571051035667E-018,3.91857430608166E-018,5.49306573203525E-018,7.58529884153461E-018,1.02454351995045E-017,1.33715514909277E-017,1.43874210000883E-017,1.21307973178557E-017,9.8596082338093E-018,7.82957445215459E-018,6.12193870246774E-018,4.73578740705985E-018,3.63578018303575E-018,2.77594658165084E-018,2.11084009894307E-018,1.6001689198007E-018,1.21018326226013E-018,9.13549317618896E-019,6.88600737044035E-019,5.18409476630334E-019
2.25827988491698E-023,6.27277479563595E-023,1.3068362598825E-022,2.42018085318309E-022,4.20206415411227E-022,7.00430028727833E-022,1.13513404830898E-021,1.80213740416527E-021,2.81643913672077E-021,4.34736639930425E-021,6.64342678444721E-021,1.00682496106672E-020,1.51524522587985E-020,2.26683198053468E-020,3.37370705530879E-020,4.99825014449139E-020,7.3750350643315E-020,1.08420230687239E-019,1.5884692560385E-019,2.319804762306E-019,3.37729444778769E-019,4.90147107028685E-019,7.09030481582599E-019,1.02201360748338E-018,1.46717939268044E-018,2.09604503979489E-018,2.97636287788734E-018,4.19325392544506E-018,5.84521879093688E-018,8.02748098823616E-018,1.07867974458487E-017,1.40151565375692E-017,1.5068921091509E-017,1.27554333108676E-017,1.04161746054574E-017,8.31344323704717E-018,6.53418470422763E-018,5.08132269996766E-018,3.92161426831099E-018,3.00988986644809E-018,2.30065593980345E-018,1.75308077943655E-018,1.33263131596514E-018,1.01110826285108E-018,7.65993936281042E-019,5.79575263961255E-019
2.77071884912467E-023,7.65738099537442E-023,1.58725424855984E-022,2.92466907354151E-022,5.05235582595538E-022,8.3790928100765E-022,1.35107335342562E-021,2.13411400307227E-021,3.31838105287699E-021,5.09619835956423E-021,7.74826019206061E-021,1.16830284350704E-020,1.749326456152E-020,2.6036963639345E-020,3.85529345744452E-020,5.68253889252362E-020,8.34175278955859E-020,1.2200167011885E-019,1.778233281572E-019,2.58348971513462E-019,3.74161457297955E-019,5.4018100016999E-019,7.77297003914616E-019,1.11448290002453E-018,1.59140147334094E-018,2.26132748449303E-018,3.19378615084335E-018,4.47536626320593E-018,6.20519177678102E-018,8.47749514360804E-018,1.13356130921455E-017,1.46655922255945E-017,1.57571961730722E-017,1.33877548250347E-017,1.0981375486351E-017,8.80666505404238E-018,6.95613859800994E-018,5.43654277863789E-018,4.21678753168084E-018,3.25258791011852E-018,2.4984890166882E-018,1.91319363570425E-018,1.46144359595493E-018,1.11421598552362E-018,8.48169417510123E-019,6.44822075194878E-019
3.37014094867691E-023,9.26916456756226E-023,1.91209935864659E-022,3.50625205048726E-022,6.02783716839807E-022,9.94865592513055E-022,1.59641093853197E-021,2.5094591232202E-021,3.88314605956036E-021,5.93467256973724E-021,8.97935936220616E-021,1.34736338551064E-020,2.00763782338999E-020,2.97362782324334E-020,4.38158745442272E-020,6.42672226257863E-020,9.38797614176659E-020,1.36628557695861E-019,1.98160850904941E-019,2.86470810337332E-019,4.12825887898077E-019,5.93020528010419E-019,8.49037719494712E-019,1.21118108200299E-018,1.72066818215198E-018,2.4324843455453E-018,3.41785411058713E-018,4.7647344749237E-018,6.57275985603092E-018,8.93507958088821E-018,1.18916006517344E-017,1.5322570726633E-017,1.64519446164828E-017,1.40274318780217E-017,1.15548622942351E-017,9.30889516448436E-018,7.38748288885349E-018,5.80117474924504E-018,4.52108094022588E-018,3.50387754669961E-018,2.70422876292399E-018,2.08044305855223E-018,1.59659386464959E-018,1.22287623884833E-018,9.35153239100156E-019,7.14191525412867E-019
4.06643569364728E-023,1.11327563685822E-022,2.28595522973452E-022,4.17248097073715E-022,7.14011890687609E-022,1.17300449957444E-021,1.87356952519871E-021,2.93152411450034E-021,4.51526765340482E-021,6.86880130830356E-021,1.03445521618568E-020,1.54500770340295E-020,2.29143675918984E-020,3.37817607151901E-020,4.95445988186334E-020,7.23300634830912E-020,1.05162351941513E-019,1.52328922626783E-019,2.1988915637337E-019,3.16375385579789E-019,4.53748900061546E-019,6.48684367518403E-019,9.24258096348274E-019,1.31209323702814E-018,1.85493594095687E-018,2.60943489293701E-018,3.64844178072684E-018,5.06118597525156E-018,6.9477057942319E-018,9.39998311743913E-018,1.24544909872826E-017,1.59858172057779E-017,1.7152878561803E-017,1.467414944542E-017,1.21363013600213E-017,9.81980175718474E-018,7.82790949279519E-018,6.17495092376201E-018,4.8342765507445E-018,3.76359319021582E-018,2.91775953433907E-018,2.25475777554531E-018,1.73804808360376E-018,1.33708467552675E-018,1.02696355386273E-018,7.87717859217577E-019
