6.34228836824288E-021,9.1392730008251E-021,9.86526656637495E-021,9.4578206740662E-021,8.49570607492105E-021,7.32346258035917E-021,6.13612937899871E-021,5.0356358738844E-021,4.06762048391798E-021,3.24502374304386E-021,2.56289963414997E-021,2.00748704467074E-021,1.56158817656751E-021,1.20761171139519E-021,9.29169702132695E-022,7.11802492451326E-022,5.43197219190897E-022,4.13128500057615E-022,3.13261077121804E-022,2.36897300100319E-022,1.78716454272061E-022,1.34530737896688E-022,1.01069302910928E-022,7.57939797425915E-023,5.67460137545736E-023,4.24209887587586E-023,3.16682330989629E-023,2.36108477788659E-023,1.75827244997453E-023,1.30793291273846E-023,9.71949329767319E-024,7.21591732043057E-024,5.35250773251441E-024,3.96703877629845E-024,2.93793587531255E-024,2.17423393784891E-024,1.60796994877618E-024,1.18843469085918E-024
7.13842015131621E-021,1.0357491141936E-020,1.12569717883699E-020,1.08657319759524E-020,9.82675679988878E-021,8.52824808835651E-021,7.19386363539201E-021,5.94346421367273E-021,4.83323626111062E-021,3.88171314015172E-021,3.08632502855688E-021,2.43368590013421E-021,1.90580177873755E-021,1.48366584272032E-021,1.14921110871467E-021,8.86255463054881E-022,6.80848404251753E-022,5.21279262038208E-022,3.9790844865798E-022,3.02919583922412E-022,2.30049566572578E-022,1.74328016024148E-022,1.31841723048885E-022,9.95303200295198E-023,7.50139927627158E-023,5.64511866036635E-023,4.24229239817054E-023,3.1839916103269E-023,2.38687203891569E-023,1.78735204954735E-023,1.3370539547896E-023,9.99255399200741E-024,7.46140893702133E-024,5.56682373874931E-024,4.15011073403359E-024,3.09171043199527E-024,2.30167720230273E-024,1.71243655406996E-024
7.98954587453036E-021,1.16679908620855E-020,1.27634621004841E-020,1.23993018709457E-020,1.12856827218515E-020,9.85704859480534E-021,8.36778589587021E-021,6.95733099297148E-021,5.69364430842882E-021,4.6017255746263E-021,3.68197146333853E-021,2.92174245161613E-021,2.30245665658774E-021,1.80378282270677E-021,1.40598524877098E-021,1.09111692463095E-021,8.43515367043265E-022,6.49893429983417E-022,4.99209669605276E-022,3.82432135364604E-022,2.92263616624234E-022,2.22867101357945E-022,1.69611867226661E-022,1.28849429824902E-022,9.77219804155966E-023,7.4002272871716E-023,5.59620609159744E-023,4.22654234005444E-023,3.18831865345134E-023,2.40248673162072E-023,1.80849431693529E-023,1.3600692293469E-023,1.02192869067365E-023,7.67222555851697E-024,5.75554675064693E-024,4.31457028656176E-024,3.23216686025725E-024,2.41976509048139E-024
8.89629352229442E-021,1.30723618424554E-020,1.43873939785482E-020,1.4062192518351E-020,1.28769867754161E-020,1.13149913620695E-020,9.66341860852448E-021,8.08293794145291E-021,6.65453816079526E-021,5.41059441201422E-021,4.35509708465473E-021,3.47655931888035E-021,2.75605012113383E-021,2.17203026606188E-021,1.70312576359728E-021,1.32959741079384E-021,1.03400715210587E-021,8.01407232590729E-022,6.19260891093945E-022,4.77225507766018E-022,3.66878048453707E-022,2.81429594383237E-022,2.15454714146218E-022,1.64648346790981E-022,1.25614964066726E-022,9.56902192598441E-023,7.27928417540945E-023,5.53033923294896E-023,4.19661287330206E-023,3.18103074668096E-023,2.40875544046027E-023,1.82223441881592E-023,1.3773059945333E-023,1.04015181751523E-023,7.84921728614012E-024,5.91889371278004E-024,4.4602457014127E-024,3.35891474359889E-024
9.85922330903082E-021,1.45720625408259E-020,1.61312463741457E-020,1.58578645233947E-020,1.46049682270041E-020,1.29070162060114E-020,1.10861263216384E-020,9.32586655460241E-021,7.72153224234731E-021,6.3138147352695E-021,5.11095954986466E-021,4.10307161406845E-021,3.27113918961219E-021,2.59255663750872E-021,2.04436239423146E-021,1.60501340852108E-021,1.25524390360578E-021,9.78369213566491E-022,7.60268651897692E-022,5.89196319428873E-022,4.55512327035692E-022,3.51389934277562E-022,2.70530246841644E-022,2.07901017500041E-022,1.5950678644761E-022,1.22192066018962E-022,9.34761707598223E-023,7.14167171043412E-023,5.44981749100086E-023,4.15417605104295E-023,3.1633171312076E-023,2.40650210563594E-023,1.82912490360417E-023,1.38911913911398E-023,1.05413887076773E-023,7.99354764617312E-024,6.05737074492554E-024,4.58721875348728E-024
1.08788336186322E-020,1.61684298767975E-020,1.79973314727554E-020,1.77895863959148E-020,1.64737291435692E-020,1.4637878057919E-020,1.2641114114152E-020,1.06915726971352E-020,8.90015329339591E-021,7.31683242500236E-021,5.95480363586357E-021,4.80623390160192E-021,3.85232760822462E-021,3.06957890528204E-021,2.43350968177373E-021,1.92077737690582E-021,1.51024834688807E-021,1.18343321538808E-021,9.24544322621421E-022,7.20343058063087E-022,5.59882964776828E-022,4.34213488254749E-022,3.3608243833604E-022,2.59658015709236E-022,2.00280442902863E-022,1.54246659135065E-022,1.18627713883068E-022,9.1116433081863E-023,6.99019730399563E-023,5.35675847000469E-023,4.10080017493914E-023,3.1363159855353E-023,2.39653387407018E-023,1.82972265386634E-023,1.39587985417995E-023,1.06412601912887E-023,8.1066184728532E-024,6.17171512458123E-024
1.19555663836514E-020,1.78626881786313E-020,1.99878048744114E-020,1.98604438162642E-020,1.84871811492333E-020,1.65121502839143E-020,1.43334271685877E-020,1.21853826101394E-020,1.01958333280221E-020,8.42503477269429E-021,6.89185028029012E-021,5.59100841624795E-021,4.50425391216384E-021,3.60737099056947E-021,2.87445622300605E-021,2.28038809707885E-021,1.80213740416527E-021,1.41935133317035E-021,1.11449839103783E-021,8.72761631665383E-022,6.81800231108056E-022,5.31454287992544E-022,4.13437870978316E-022,3.21045898747638E-022,2.48888034463298E-022,1.92655070289082E-022,1.48918669476423E-022,1.1496273731224E-022,8.86433761668835E-023,6.82738561552035E-023,5.25309803654406E-023,4.03794341323508E-023,3.10110493902298E-023,2.37963063217913E-023,1.82457871800044E-023,1.39796646742506E-023,1.07036366695378E-023,8.19000549914862E-024
1.30898119599889E-020,1.96559574413722E-020,2.21046751979557E-020,2.20733486426427E-020,2.06490523394529E-020,1.85342285825857E-020,1.61679512803834E-020,1.38124901117775E-020,1.16139039275421E-020,9.64374246183829E-021,7.92728692886524E-021,6.46235445412942E-021,5.23158047805254E-021,4.21025300404438E-021,3.37115450217526E-021,2.68742139670318E-021,2.13411400307227E-021,1.68896690606248E-021,1.33263465902164E-021,1.0486407347764E-021,8.23164609276336E-022,6.44752470143346E-022,5.04004038097988E-022,3.93266241818518E-022,3.06350407864729E-022,2.38280722587838E-022,1.85076270196105E-022,1.43565769569134E-022,1.11232418889494E-022,8.60854704831734E-023,6.65549377615339E-023,5.14059448150644E-023,3.96695140079844E-023,3.05869514159448E-023,2.3565375357988E-023,1.81423055478667E-023,1.39575714282072E-023,1.0731099987394E-023
1.42819135475555E-020,2.15492609456174E-020,2.43498131198887E-020,2.44310476148086E-020,2.29628942512267E-020,2.07083353144838E-020,1.81494141301272E-020,1.55779548099762E-020,1.31595916972584E-020,1.0978202766531E-020,9.06625906896956E-021,7.4252188513273E-021,6.03898351810499E-021,4.88258125066704E-021,3.9276113072662E-021,3.14552127877678E-021,2.5094591232202E-021,1.99520760098205E-021,1.58154441050491E-021,1.25025708997628E-021,9.85963057408484E-022,7.75831472922456E-022,6.09267373449389E-022,4.77594388439904E-022,3.73756513338135E-022,2.92049245778446E-022,2.27884033271536E-022,1.77586165286867E-022,1.38224091847543E-022,1.07467069374056E-022,8.34676211951095E-023,6.47652877788356E-023,5.02083552803915E-023,3.88905780428958E-023,3.0100281015814E-023,2.32795995318823E-023,1.79919627786382E-023,1.38962416956448E-023
1.55321712024157E-020,2.3543532284828E-020,2.67249598655525E-020,2.69361307249309E-020,2.54320888109195E-020,2.30385241442026E-020,2.02823871727617E-020,1.74867011705029E-020,1.48380147340592E-020,1.24335838311364E-020,1.03138628372903E-020,8.48452746649103E-021,6.93114396204774E-021,5.62873897681264E-021,4.54787872939898E-021,3.65839147342087E-021,2.93152411450034E-021,2.34107863261488E-021,1.8639006000967E-021,1.47997061616898E-021,1.17226512425886E-021,9.26495035778805E-022,7.30791050504817E-022,5.75377953239753E-022,4.52262510177696E-022,3.5494808479149E-022,2.78181777180426E-022,2.17735393189932E-022,1.70218922418752E-022,1.32923796529987E-022,1.0369256806238E-022,8.0811496989386E-023,6.29226595596341E-023,4.89524722373134E-023,3.80538704482406E-023,2.95597464695907E-023,2.2945603289192E-023,1.77997054068132E-023
1.6840845481306E-020,2.5639621846901E-020,2.92317351747552E-020,2.95910392383411E-020,2.80598551996836E-020,2.5528684898075E-020,2.25712880211406E-020,1.95435183055392E-020,1.66541799705621E-020,1.40149699079824E-020,1.16751385974742E-020,9.64517758692392E-021,7.91273917146635E-021,6.4531278288996E-021,5.23604573660624E-021,4.22978742246302E-021,3.40372331143106E-021,2.72965615430122E-021,2.18245210341044E-021,1.74021956769125E-021,1.38421896383551E-021,1.09862404430784E-021,8.70212590149765E-022,6.8803511104479E-022,5.43090648886503E-022,4.28025885138641E-022,3.36865423143745E-022,2.64775891292433E-022,2.07863371078079E-022,1.63001888738743E-022,1.27689834936651E-022,9.99308635586978E-023,7.81358463512217E-023,6.10426778709653E-023,4.76510398570803E-023,3.71695854223752E-023,2.89733548712201E-023,2.25695655814622E-023
1.82081607552111E-020,2.78383027931285E-020,3.18716447666018E-020,3.23980733560028E-020,3.08492565911349E-020,2.81825485588764E-020,2.50203832210288E-020,2.17530603666981E-020,1.86129812776967E-020,1.57273574424907E-020,1.31550653918736E-020,1.09120311814877E-020,8.98843543126769E-021,7.36015998954276E-021,5.99623030773459E-021,4.86350869958179E-021,3.92952696003575E-021,3.16408084651662E-021,2.54001806263699E-021,2.03351568155031E-021,1.62404728737145E-021,1.29417325795107E-021,1.02924131184274E-021,8.17052703775159E-022,6.47527957225919E-022,5.12391678029769E-022,4.04886599855165E-022,3.19521015454326E-022,2.51850053747088E-022,1.98289109018183E-022,1.55956586187915E-022,1.225426323458E-022,9.6200433011199E-023,7.54567967008135E-023,5.91390245122402E-023,4.6315392493073E-023,3.62469198485073E-023,2.83484295470707E-023
1.96343082248566E-020,3.01402765748826E-020,3.46460873297048E-020,3.53593995172984E-020,3.38032067276314E-020,3.10036923340503E-020,2.76337913312813E-020,2.41198474427198E-020,2.07191982220351E-020,1.75756519066028E-020,1.47585561794401E-020,1.22899089280368E-020,1.01628811639733E-020,8.35425095544306E-021,6.83257210820349E-021,5.56339186325175E-021,4.5124544673473E-021,3.64755172297205E-021,2.93948235439364E-021,2.36243936411283E-021,1.89404328588557E-021,1.51516795369505E-021,1.2096556599056E-021,9.63984194172069E-022,7.66924755849297E-022,6.09213887165427E-022,4.83252069566466E-022,3.82834814879166E-022,3.02917801029029E-022,2.39415029585043E-022,1.8902754719875E-022,1.49099578804736E-022,1.17498695464312E-022,9.25166997601246E-023,7.27881337115645E-023,5.72236177595186E-023,4.49555631384008E-023,3.5294132415226E-023
