3.20599350584249E-022,8.78002938683753E-022,1.80313719987927E-021,3.29111002745123E-021,5.6306061009279E-021,9.24614349182865E-021,1.47586199829373E-020,2.30717910056144E-020,3.54953982865951E-020,5.39199208111578E-020,8.10637509841106E-020,1.20821511644085E-019,1.78752810674094E-019,2.62764580516556E-019,3.8405769674995E-019,5.58429629753087E-019,8.0804773012618E-019,1.16382719887984E-018,1.6685513848429E-018,2.38083254116514E-018,3.37987199838748E-018,4.770626064686E-018,6.68819349157197E-018,9.2985759494416E-018,1.27895854173906E-017,1.73389785845659E-017,2.30338430678377E-017,2.96900842489705E-017,3.40411430265144E-017,2.91191863225338E-017,2.39721704886246E-017,1.92528176077428E-017,1.52037018915081E-017,1.18628616498873E-017,9.17478113557733E-018
4.00466624784101E-022,1.08986237703321E-021,2.22418614702382E-021,4.03409229338934E-021,6.85825685017345E-021,1.1190980807638E-020,1.77498847252746E-020,2.75718699373302E-020,4.2148719379658E-020,6.36180882417791E-020,9.50315752726442E-020,1.40729535110798E-019,2.06862810213828E-019,3.02115113609664E-019,4.38696616077949E-019,6.33698892836383E-019,9.10921563557002E-019,1.30329583075928E-018,1.85602625807142E-018,2.63052112219438E-018,3.70902594203222E-018,5.19950074590767E-018,7.23946920172578E-018,9.99589583240287E-018,1.36548178603573E-017,1.83879675333436E-017,2.42711532396705E-017,3.11054705982179E-017,3.55585390672258E-017,3.05254249366748E-017,2.52447690865524E-017,2.03771170915828E-017,1.61760996895139E-017,1.26889277805355E-017,9.86613951858796E-018
4.94550923703393E-022,1.33792608306542E-021,2.71420137632668E-021,4.89352357743249E-021,8.26967930615453E-021,1.34133093592424E-020,2.11470402844807E-020,3.26512240482827E-020,4.96122802425052E-020,7.443011511741E-020,1.10507109917965E-019,1.62649152802767E-019,2.37619583836607E-019,3.44900099821961E-019,4.97728670531162E-019,7.14502561759515E-019,1.0206519919473E-018,1.45110023757692E-018,2.05341486592293E-018,2.8916928330788E-018,4.05105116835156E-018,5.64220197575458E-018,7.80476026385457E-018,1.07062598872591E-017,1.45305780643182E-017,1.94431833211912E-017,2.55087202879453E-017,3.25141309431507E-017,3.70642956737264E-017,3.19233407374907E-017,2.6513414538004E-017,2.15019657329787E-017,1.715297402547E-017,1.35224689271107E-017,1.05669674759854E-017
6.04403187903705E-022,1.62590223875178E-021,3.27978745840161E-021,5.87978078454692E-021,9.88002689682367E-021,1.59341632465163E-020,2.49781478801047E-020,3.83460309199777E-020,5.79312500327535E-020,8.64105909249286E-020,1.27554018816124E-019,1.86651538620437E-019,2.71098458003356E-019,3.91193159506161E-019,5.61216594360833E-019,8.00879116540431E-019,1.13723490687628E-018,1.60716997403345E-018,2.2605515298675E-018,3.16405425493425E-018,4.4054939193399E-018,6.09808920416857E-018,8.38322838479748E-018,1.14286484043582E-017,1.5415719594434E-017,2.05034490600895E-017,2.67454583248714E-017,3.39151710118177E-017,3.85576583238767E-017,3.33119935215334E-017,2.77769510380759E-017,2.26260410492188E-017,1.81329238261581E-017,1.43620959241678E-017,1.12759603441374E-017
7.31631410281527E-022,1.95760936681988E-021,3.92769814913351E-021,7.00339900890467E-021,1.17045693421738E-020,1.87745725676764E-020,2.92710317649097E-020,4.46918449316709E-020,6.71495900621853E-020,9.96120684074195E-020,1.46232816204071E-019,2.1280329703971E-019,3.07368473306711E-019,4.41059679513767E-019,6.29212859219387E-019,8.92854932374957E-019,1.26065286246122E-018,1.77142123935835E-018,2.47725920304532E-018,3.44730551940996E-018,4.77190275963337E-018,6.56653746858491E-018,8.97406853489891E-018,1.21620956681498E-017,1.6309170719279E-017,2.15676786645498E-017,2.79803793965006E-017,3.53077923595071E-017,4.00379670987393E-017,3.46905523901837E-017,2.90343455439856E-017,2.37481479849719E-017,1.91146695993494E-017,1.5206527044731E-017,1.19919020208007E-017
8.77895969989831E-022,2.33696466775114E-021,4.66481523653927E-021,8.27503855081173E-021,1.37586461598867E-020,2.19555031336128E-020,3.4053207292158E-020,5.17235195750484E-020,7.73099816144038E-020,1.14085015308438E-019,1.66600869721396E-019,2.41166555265665E-019,3.46492614293749E-019,4.94557238562323E-019,7.01760357532208E-019,9.90445278504652E-019,1.39087642606167E-018,1.94375857077016E-018,2.70335141954133E-018,3.74114231148265E-018,5.14983028171975E-018,7.04693829049941E-018,9.57650840520775E-018,1.29056873511675E-017,1.72099293556398E-017,2.26348694829494E-017,2.92125845894935E-017,3.66912829910484E-017,4.1504646930439E-017,3.60582846090122E-017,3.02846757738425E-017,2.48672074017934E-017,2.00970436895332E-017,1.60545807706642E-017,1.27136604317116E-017
1.0449050800363E-021,2.76797283284172E-021,5.49812857875799E-021,9.7054543000275E-021,1.60576242660515E-020,2.54978026100993E-020,3.9351818314974E-020,5.94751424050613E-020,8.84537697227779E-020,1.2987778475251E-019,1.8871242309798E-019,2.71799072843625E-019,3.8852804949876E-019,5.51736028202703E-019,7.78893057107733E-019,1.09365525224232E-018,1.52786541569901E-018,2.1240763648905E-018,2.93863400905206E-018,4.04525758421469E-018,5.53883449945411E-018,7.53870029385804E-018,1.01898077057543E-017,1.36585579709076E-017,1.81170583855082E-017,2.37040956323781E-017,3.04412560893668E-017,3.80650090355778E-017,4.29571989685807E-017,3.74145457371054E-017,3.15271195093459E-017,2.59822456883034E-017,2.10789813059642E-017,1.69051689276903E-017,1.34401829848492E-017
1.23441037474594E-021,3.25471537060514E-021,6.43471735011557E-021,1.13054674292167E-020,1.86168594628073E-020,2.9422152621239E-020,4.51935830604089E-020,6.79799812306255E-020,1.00620920830115E-019,1.47036601398436E-019,2.1261863481265E-019,3.04754364447692E-019,4.33526377218921E-019,6.12639265552512E-019,8.60636625093026E-019,1.20248065005839E-018,1.67157003224223E-018,2.31226024390119E-018,3.1829066047182E-018,4.35934302510772E-018,5.93847997937965E-018,8.0412495980632E-018,1.08132573486256E-017,1.44198884268377E-017,1.9029681318184E-017,2.47745019567265E-017,3.16656500667441E-017,3.94284073319886E-017,4.43951929136629E-017,3.87587708557499E-017,3.27609450379201E-017,2.70923853706644E-017,2.20595122694648E-017,1.77572901996623E-017,1.41704920816564E-017
1.44820265633892E-021,3.80134046915316E-021,7.48173249103883E-021,1.30859393179177E-020,2.14516615881397E-020,3.37490263525373E-020,5.16047476695992E-020,7.7270440270965E-020,1.13849992482662E-019,1.65605560880578E-019,2.38367629627449E-019,3.40081832323525E-019,4.81533873500388E-019,6.77303594995291E-019,9.47009020347329E-019,1.31690877824498E-018,1.82193189425593E-018,2.50818828177527E-018,3.43596396855097E-018,4.68309030798412E-018,6.34833875123725E-018,8.55403002859036E-018,1.14461785499912E-017,1.51889036286195E-017,1.99469782714477E-017,2.58452985384814E-017,3.28850902873212E-017,4.07809788061104E-017,4.5818260190269E-017,4.0090466752972E-017,3.3985502593997E-017,2.8196836617015E-017,2.30377534250691E-017,1.86100240252574E-017,1.49036807348306E-017
1.68810781416495E-021,4.41205340556386E-021,8.64638034163385E-021,1.5057747611486E-020,2.45772630954182E-020,3.84986512057973E-020,5.86110466494612E-020,8.73780251220139E-020,1.28178113422786E-019,1.85626640387265E-019,2.66004560381444E-019,3.77826905493516E-019,5.32591739561022E-019,7.45759476855918E-019,1.03802105402077E-018,1.43691920605232E-018,1.97888498310609E-018,2.71173210450667E-018,3.69759715592259E-018,5.01619215949165E-018,6.76799103235024E-018,9.07650318032412E-018,1.20879218777619E-017,1.5964870222131E-017,2.08681822471604E-017,2.69157557037919E-017,3.40989623569734E-017,4.21222825391869E-017,4.72260878526125E-017,4.14092049425206E-017,3.52002166792583E-017,2.92948895418644E-017,2.40129016694227E-017,1.94625248722916E-017,1.56389083273366E-017
1.95598292547185E-021,5.09110750411057E-021,9.93590742696224E-021,1.72317643092965E-020,2.80087908292046E-020,4.36909760776256E-020,6.62376695375105E-020,9.83333154900231E-020,1.43640972636577E-019,2.07139718518412E-019,2.95571677837426E-019,4.1803118335857E-019,5.86736346491213E-019,8.18031561696605E-019,1.13367691864811E-018,1.56248446440019E-018,2.14235650553034E-018,2.9227578769379E-018,3.9675945379867E-018,5.35834326521632E-018,7.19702579502812E-018,9.60814836235295E-018,1.27378662657099E-017,1.67470944165983E-017,2.17925756782189E-017,2.79851994681237E-017,3.53067085263873E-017,4.3451930442385E-017,4.86184131312196E-017,4.27146154140215E-017,3.6404579158432E-017,3.03859072273015E-017,2.49842275443723E-017,2.03140168793952E-017,1.63753965359386E-017
2.25371254280711E-021,5.84279563814127E-021,1.13575863535984E-020,1.96188357707105E-020,3.17612407675441E-020,4.93456428564933E-020,7.45092331374923E-020,1.10165944754931E-019,1.60272816085198E-019,2.30182602820487E-019,3.27108406724098E-019,4.60732581768721E-019,6.43999475572639E-019,8.94139049371929E-019,1.23397468644348E-018,1.69357069335244E-018,2.31226768044306E-018,3.14112718755436E-018,4.245742698609E-018,5.70924103689405E-018,7.6350412015318E-018,1.01484624477969E-017,1.33954180102723E-017,1.75349199137679E-017,2.27194872254278E-017,2.90530073764324E-017,3.65078229903337E-017,4.47695824645504E-017,4.99950185428929E-017,4.40063810260199E-017,3.75981430413293E-017,3.14693193873893E-017,2.59510693510885E-017,2.11637888511818E-017,1.7112425433945E-017
2.58320517011551E-021,6.67144226498862E-021,1.29187027712382E-020,2.22297645248746E-020,3.58494555079486E-020,5.54819617584284E-020,8.34497587380814E-020,1.22904585523481E-019,1.78106450003103E-019,2.54791063620022E-019,3.60651426413618E-019,5.05965479999159E-019,7.04408552957978E-019,9.74096032364456E-019,1.33890677774588E-018,1.83013824154145E-018,2.48853445628849E-018,3.36669784148327E-018,4.53182722038424E-018,6.06858625923395E-018,8.08164492731263E-018,1.06969596480396E-017,1.40600097626321E-017,1.83277259383446E-017,2.36482888044722E-017,3.01186046974511E-017,3.77018476256673E-017,4.60749422707806E-017,5.13557274971843E-017,4.5284232466091E-017,3.87805168736855E-017,3.25446166104633E-017,2.69128277421328E-017,2.20111895907724E-017,1.78493297813715E-017
2.94638992718221E-021,7.58139597924619E-021,1.46265433493887E-020,2.50752927704738E-020,4.02881042835219E-020,6.21188901473407E-020,9.30826537790373E-020,1.36576940421297E-019,1.97173249783517E-019,2.80998872970764E-019,3.96234754927288E-019,5.53760867371084E-019,7.67986877780126E-019,1.05791182321775E-018,1.44846040074413E-018,1.97214222066816E-018,2.67106816479628E-018,3.59932457090485E-018,4.82563337256171E-018,6.4360836323279E-018,8.53645439003989E-018,1.12531712273038E-017,1.47310995257927E-017,1.91249253677139E-017,2.45783928247411E-017,3.1181460936551E-017,3.88883681196453E-017,4.7367753338017E-017,5.27004003418584E-017,4.65479437126218E-017,3.99513596694361E-017,3.3611345121377E-017,2.78689607519716E-017,2.28556235522489E-017,1.85854955058734E-017
3.34521340017381E-021,8.57702256680246E-021,1.64883847170457E-020,2.81660874534472E-020,4.50916653063495E-020,6.92750145118901E-020,1.03430697478318E-019,1.51209737454343E-019,2.17503173593334E-019,3.08837847697821E-019,4.33889835177131E-019,6.04146488508355E-019,8.3475384302189E-019,1.14559126610909E-018,1.56261796372357E-018,2.1195330181012E-018,2.85977611654544E-018,3.83885967114895E-018,5.12694671216668E-018,6.81144222345096E-018,8.99909689925515E-018,1.18166451706991E-017,1.54081696640929E-017,1.99259629581297E-017,2.55092496232352E-017,3.22410866358271E-017,4.00670104464973E-017,4.86477954210999E-017,5.40289307975875E-017,4.77973279416291E-017,4.11103763256232E-017,3.4669102012169E-017,2.8818979229472E-017,2.36965467950211E-017,1.93203563741839E-017
3.78163667456075E-021,9.66269853996812E-021,1.85114833123925E-020,3.15127268138807E-020,5.02744102467607E-020,7.69685352961278E-020,1.14516029979472E-019,1.66828729343642E-019,2.39124779967277E-019,3.3833789566797E-019,4.73645622533563E-019,6.57146986429634E-019,9.04725148687918E-019,1.23713503277476E-018,1.68135746114235E-018,2.27225677046963E-018,3.05456214331269E-018,4.08515356990746E-018,5.43555360826164E-018,7.19437584020108E-018,9.46920973924524E-018,1.23869458165632E-017,1.60907259307991E-017,2.07303136639906E-017,2.64403450781884E-017,3.32970304336826E-017,4.12374376555452E-017,4.99148813488355E-017,5.53412427386707E-017,4.90322338293833E-017,4.22573134684418E-017,3.57175308952728E-017,2.97624426388116E-017,2.45334632220086E-017,2.0053390851156E-017
