6.81999781902626E-083,5.16458846886368E-079,3.40848624395057E-075,1.96047680704531E-071,9.82734518709819E-068,4.2932388630697E-064,1.63458772001633E-060,5.42382602619494E-057,1.56847502730441E-053,3.95297260855996E-050,8.68249097287096E-047,1.66203136307116E-043,2.77273540559862E-040,4.03136369297986E-037,5.1082232707338E-034,5.64107795168018E-031,5.42911036058665E-028,4.55375412419418E-025,3.32877793577126E-022,1.04833661739535E-019,1.04833661739535E-019,1.04833661739535E-019,1.04833661739535E-019,1.04833661739535E-019,1.04833661739535E-019,1.04833661739535E-019,1.04833661739535E-019,1.04833661739535E-019,1.04833661739535E-019,1.04833661739535E-019,1.04833661739535E-019,1.04833661739535E-019,1.04833661739535E-019,1.04833661739535E-019,1.04833661739535E-019,1.04833661739535E-019
2.15068565375196E-080,1.15511824457152E-076,5.43559922883135E-073,2.24098986807481E-069,8.09475739819525E-066,2.56176484433141E-062,7.10307115434734E-059,1.72553808281281E-055,3.67260661245066E-052,6.8485046454166E-049,1.11889305259716E-045,1.60159564606894E-042,2.00857781466486E-039,2.20696742573572E-036,2.12458770800648E-033,1.79194586562544E-030,1.32417866507225E-027,8.57313705763079E-025,4.8630017623525E-022,1.22753852315419E-019,1.22753852315419E-019,1.22753852315419E-019,1.22753852315419E-019,1.22753852315419E-019,1.22753852315419E-019,1.22753852315419E-019,1.22753852315419E-019,1.22753852315419E-019,1.22753852315419E-019,1.22753852315419E-019,1.22753852315419E-019,1.22753852315419E-019,1.22753852315419E-019,1.22753852315419E-019,1.22753852315419E-019,1.22753852315419E-019
4.42621156696246E-078,1.72954430792205E-074,5.95017416388064E-071,1.80229602696074E-067,4.80641243647694E-064,1.12853337162222E-060,2.33295434167668E-057,4.24616175633694E-054,6.80432880135386E-051,9.60002824122218E-048,1.19249946158776E-044,1.30419441040041E-041,1.25581289850606E-038,1.06464791077518E-035,7.94667652118997E-033,5.2223205491981E-030,3.0216209165984E-027,1.5392703101596E-024,6.90380107389573E-022,1.4198784525484E-019,1.4198784525484E-019,1.4198784525484E-019,1.4198784525484E-019,1.4198784525484E-019,1.4198784525484E-019,1.4198784525484E-019,1.4198784525484E-019,1.4198784525484E-019,1.4198784525484E-019,1.4198784525484E-019,1.4198784525484E-019,1.4198784525484E-019,1.4198784525484E-019,1.4198784525484E-019,1.4198784525484E-019,1.4198784525484E-019
6.22326585894964E-076,1.80982153788571E-072,4.65507483250531E-069,1.05898814492748E-065,2.13073307136136E-062,3.79175712809191E-059,5.96795436995495E-056,8.30776097553587E-053,1.02285956015434E-049,1.11383674584441E-046,1.07275510725377E-043,9.13804215576277E-041,6.88460836930704E-038,4.58752918940511E-035,2.7036592639351E-032,1.40928422754949E-029,6.49708789530301E-027,2.64918574627383E-024,9.55387586513348E-022,1.62453672216157E-019,1.62453672216157E-019,1.62453672216157E-019,1.62453672216157E-019,1.62453672216157E-019,1.62453672216157E-019,1.62453672216157E-019,1.62453672216157E-019,1.62453672216157E-019,1.62453672216157E-019,1.62453672216157E-019,1.62453672216157E-019,1.62453672216157E-019,1.62453672216157E-019,1.62453672216157E-019,1.62453672216157E-019,1.62453672216157E-019
6.21817549530965E-074,1.37355258322492E-070,2.6948833190512E-067,4.69620453368856E-064,7.26886163255181E-061,9.99305232320546E-058,1.22023164038156E-054,1.32342326099925E-051,1.27487500512256E-048,1.09080924599445E-045,8.28976798315658E-043,5.59562113298607E-040,3.35479964958614E-037,1.78647621070238E-034,8.44967970593376E-032,3.54973242368085E-029,1.32453472690284E-026,4.38978693923402E-024,1.29221832640857E-021,1.84064620434691E-019,1.84064620434691E-019,1.84064620434691E-019,1.84064620434691E-019,1.84064620434691E-019,1.84064620434691E-019,1.84064620434691E-019,1.84064620434691E-019,1.84064620434691E-019,1.84064620434691E-019,1.84064620434691E-019,1.84064620434691E-019,1.84064620434691E-019,1.84064620434691E-019,1.84064620434691E-019,1.84064620434691E-019,1.84064620434691E-019
4.56887676547079E-072,7.80762624720758E-069,1.18975407878983E-065,1.61667977432764E-062,1.95893228335051E-059,2.11662274007662E-056,2.03937038156618E-053,1.75217457130503E-050,1.34241641697644E-047,9.17119128806627E-045,5.58718259409909E-042,3.03520894432522E-039,1.47032363256045E-036,6.35134783593021E-034,2.44651269506054E-031,8.40345086828455E-029,2.57392846400861E-026,7.03013873583289E-024,1.7122214541847E-021,2.06731446771637E-019,2.06731446771637E-019,2.06731446771637E-019,2.06731446771637E-019,2.06731446771637E-019,2.06731446771637E-019,2.06731446771637E-019,2.06731446771637E-019,2.06731446771637E-019,2.06731446771637E-019,2.06731446771637E-019,2.06731446771637E-019,2.06731446771637E-019,2.06731446771637E-019,2.06731446771637E-019,2.06731446771637E-019,2.06731446771637E-019
2.54322949688007E-070,3.41833143877974E-067,4.11222558559673E-064,4.42765564358218E-061,4.26682554813379E-058,3.68018864656982E-055,2.84098813417993E-052,1.96292136817872E-049,1.21386539280867E-046,6.71849968802558E-044,3.32819080974914E-041,1.47563272165311E-038,5.85574938170139E-036,2.07979643629512E-033,6.61139831052832E-031,1.88104835346177E-028,4.79005765492508E-026,1.09173106017096E-023,2.22702317346651E-021,2.30364208177959E-019,2.30364208177959E-019,2.30364208177959E-019,2.30364208177959E-019,2.30364208177959E-019,2.30364208177959E-019,2.30364208177959E-019,2.30364208177959E-019,2.30364208177959E-019,2.30364208177959E-019,2.30364208177959E-019,2.30364208177959E-019,2.30364208177959E-019,2.30364208177959E-019,2.30364208177959E-019,2.30364208177959E-019,2.30364208177959E-019
1.1007857870805E-068,1.18132130505958E-065,1.13860368959395E-062,9.85635788405752E-060,7.66301488443261E-057,5.35084291026158E-054,3.35570720572957E-051,1.89010202342311E-048,9.56149408836141E-046,4.34415789473779E-043,1.77265724604459E-040,6.49655718853818E-038,2.1383613134275E-035,6.32147229347863E-033,1.67839708337489E-030,4.00230812712608E-028,8.57167414117245E-026,1.64877013318289E-023,2.84835357182742E-021,2.54873741619988E-019,2.54873741619988E-019,2.54873741619988E-019,2.54873741619988E-019,2.54873741619988E-019,2.54873741619988E-019,2.54873741619988E-019,2.54873741619988E-019,2.54873741619988E-019,2.54873741619988E-019,2.54873741619988E-019,2.54873741619988E-019,2.54873741619988E-019,2.54873741619988E-019,2.54873741619988E-019,2.54873741619988E-019,2.54873741619988E-019
3.79054262024455E-067,3.29251882764517E-064,2.57696450738551E-061,1.81736388761831E-058,1.15485813541028E-055,6.6125454359416E-053,3.41163049159331E-050,1.58601975489664E-047,6.6436766130867E-045,2.50761964701505E-042,8.52841116614422E-040,2.61353236980554E-037,7.21673775066839E-035,1.79559030201283E-032,4.02556520407426E-030,8.1320448829777E-028,1.48021893509522E-025,2.42775820721353E-023,3.58788234859143E-021,2.80172832208481E-019,2.80172832208481E-019,2.80172832208481E-019,2.80172832208481E-019,2.80172832208481E-019,2.80172832208481E-019,2.80172832208481E-019,2.80172832208481E-019,2.80172832208481E-019,2.80172832208481E-019,2.80172832208481E-019,2.80172832208481E-019,2.80172832208481E-019,2.80172832208481E-019,2.80172832208481E-019,2.80172832208481E-019,2.80172832208481E-019
1.05962390871785E-065,7.54297289353144E-063,4.85307963614791E-060,2.82212575028457E-057,1.48326714740432E-054,7.04606210369558E-052,3.02522463591487E-049,1.17395881941357E-046,4.1174863675322E-044,1.3052555537936E-041,3.73975371555272E-039,9.68444032932963E-037,2.26667954547713E-034,4.79501308064406E-032,9.16797751824228E-030,1.58431434958106E-027,2.47453296980916E-025,3.49324628694714E-023,4.45706779808561E-021,3.06177109918193E-019,3.06177109918193E-019,3.06177109918193E-019,3.06177109918193E-019,3.06177109918193E-019,3.06177109918193E-019,3.06177109918193E-019,3.06177109918193E-019,3.06177109918193E-019,3.06177109918193E-019,3.06177109918193E-019,3.06177109918193E-019,3.06177109918193E-019,3.06177109918193E-019,3.06177109918193E-019,3.06177109918193E-019,3.06177109918193E-019
