mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_alpha	param_gamma	param_kernel	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score	split0_train_score	split1_train_score	split2_train_score	split3_train_score	split4_train_score	mean_train_score	std_train_score
0.10573997497558593	0.03824550117463143	0.023563623428344727	0.012215626379370887	0.001	0.1	poly	{'alpha': 0.001, 'gamma': 0.1, 'kernel': 'poly'}	0.9718716114658921	0.9742629460208514	0.9617922605795896	0.9809632750224714	0.978360631254084	0.9734501448685776	0.006627498483795492	18	0.9776347934590259	0.9771146195646538	0.9776546400717595	0.9749331260553517	0.9757225104381037	0.9766119379177789	0.0010950470847692685
0.08486571311950683	0.007266189972034061	0.016675329208374022	0.0017899004376515373	0.001	0.1	rbf	{'alpha': 0.001, 'gamma': 0.1, 'kernel': 'rbf'}	0.9938389598691585	0.9942873540108056	0.9927340628197351	0.996379908981896	0.9951321760943679	0.9944744923551927	0.0012272878790838579	11	0.9950439838187761	0.9950046855514111	0.9951835354940969	0.9945952821241019	0.9946790321283037	0.9949013038233379	0.00022527941121805093
0.10357756614685058	0.007429706134356608	0.020548629760742187	0.006448021380946499	0.001	1	poly	{'alpha': 0.001, 'gamma': 1, 'kernel': 'poly'}	0.9718520299952886	0.9742695151973246	0.961686517484094	0.9809728018500857	0.9783835236726708	0.9734328776398927	0.006671362257065774	26	0.9776353266153754	0.977115155503867	0.9776551224143983	0.9749336885486557	0.9757230729275227	0.9766124732019639	0.0010950239031659167
0.11082687377929687	0.02646298094444069	0.00943136215209961	0.004734078119143441	0.001	1	rbf	{'alpha': 0.001, 'gamma': 1, 'kernel': 'rbf'}	0.9998752992890237	0.9998553532173909	0.9998468308191674	0.9998713969531485	0.9998748101585428	0.9998647380874548	1.154185540148016e-05	5	0.9998745246914229	0.9998734236809815	0.9998794545375962	0.9998733418506496	0.9998730428578004	0.9998747575236901	2.401645108699876e-06
0.10836257934570312	0.03852616708523981	0.018894147872924805	0.013072713035162024	0.001	2	poly	{'alpha': 0.001, 'gamma': 2, 'kernel': 'poly'}	0.971852016973416	0.9742695249773574	0.9616863968633942	0.9809728052186548	0.9783835473853763	0.9734328582836398	0.006671409875981228	27	0.9776353266186671	0.9771151555080723	0.9776551224162856	0.9749336885511033	0.9757230729296518	0.976612473204756	0.0010950239034300255
0.09451160430908204	0.017110184212460102	0.007896041870117188	0.0015582019152165956	0.001	2	rbf	{'alpha': 0.001, 'gamma': 2, 'kernel': 'rbf'}	0.9999443344931546	0.9999506240678065	0.9999441709936259	0.9999666476798114	0.9999550146919794	0.9999521583852756	8.312207739392846e-06	3	0.999960800414309	0.9999557977933122	0.9999592898343942	0.9999528822833731	0.9999535752279358	0.9999564691106648	3.111502141199858e-06
0.11146111488342285	0.025779709786781266	0.020823955535888672	0.004050525002711756	0.01	0.1	poly	{'alpha': 0.01, 'gamma': 0.1, 'kernel': 'poly'}	0.9719895683017858	0.9741535837972858	0.9626454373811789	0.9808357993135154	0.9781188066184606	0.9735486390824454	0.006255647091806819	16	0.9775844984256177	0.977064082645885	0.977609037454379	0.9748800592228023	0.9756694612166257	0.976561427793062	0.0010972170309729735
0.07985925674438477	0.007625947847259527	0.009411144256591796	0.004749088434490129	0.01	0.1	rbf	{'alpha': 0.01, 'gamma': 0.1, 'kernel': 'rbf'}	0.9864133321256454	0.9868872212391437	0.9840911962110935	0.9908071126690284	0.9882050276003186	0.987280777969046	0.0022077162308030067	15	0.988566925702106	0.9883996312559393	0.9890251181079631	0.987474479304028	0.9877808912612879	0.9882494091262648	0.0005559016293661762
0.12214674949645996	0.02301359926703444	0.01955728530883789	0.011151255778973595	0.01	1	poly	{'alpha': 0.01, 'gamma': 1, 'kernel': 'poly'}	0.9718521575291827	0.9742693323110531	0.9616886860310296	0.9809727109922155	0.9783830022549138	0.973433177823679	0.006670490075931216	24	0.9776353261615736	0.9771151550465613	0.9776551219842906	0.9749336880643741	0.9757230724533165	0.9766124727420232	0.0010950239200166819
0.09982094764709473	0.013076912594207145	0.019968414306640626	0.013675915456182658	0.01	1	rbf	{'alpha': 0.01, 'gamma': 1, 'kernel': 'rbf'}	0.9995018502663654	0.9994478227179856	0.9994553536323911	0.9995455003106462	0.999573174567177	0.999504740298913	4.905432451111455e-05	7	0.9995273485375182	0.9995428809393747	0.9995602311020592	0.9995378150045339	0.999523952632725	0.9995384456432422	1.2867547413009195e-05
0.10345292091369629	0.028356741054522232	0.01881747245788574	0.008282885555832448	0.01	2	poly	{'alpha': 0.01, 'gamma': 2, 'kernel': 'poly'}	0.9718520275505694	0.9742694303560677	0.9616874801687149	0.980972744905942	0.9783832395626064	0.9734329845087801	0.00667096620747242	25	0.9776353263796108	0.9771151552697512	0.9776551221892512	0.9749336883022045	0.9757230726876872	0.976612472965701	0.0010950239092772473
0.09741849899291992	0.010920712650155031	0.01744089126586914	0.010724653291848244	0.01	2	rbf	{'alpha': 0.01, 'gamma': 2, 'kernel': 'rbf'}	0.9998797002973675	0.9998236536078225	0.9998346492787124	0.9998426761684731	0.999829170907459	0.999841970051967	1.988453653360158e-05	6	0.9998486362625464	0.9998520193121696	0.9998605944577058	0.9998471335502259	0.9998495085502658	0.9998515784265827	4.778720337592947e-06
0.10788359642028808	0.01505038670083818	0.017076730728149414	0.007010055032317452	0.1	0.1	poly	{'alpha': 0.1, 'gamma': 0.1, 'kernel': 'poly'}	0.9695403486484764	0.9700451114621812	0.9645671132240907	0.9770436746165613	0.9736346367894047	0.9709661769481428	0.004192517629017146	31	0.9743074349650979	0.973781909545003	0.9745847877414092	0.9714202809695487	0.9722196733163185	0.9732628173074754	0.0012321832796090251
0.09395408630371094	0.02999815636578166	0.016824054718017577	0.00588041227910931	0.1	0.1	rbf	{'alpha': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}	0.9656127887817724	0.9647972780304929	0.9639130040788857	0.97198810387779	0.967694601554987	0.9668011552647855	0.0028799943863870242	32	0.9698400461190425	0.969398843859623	0.9705761107091395	0.9667727268845765	0.9676532253154494	0.9688481905775662	0.0014147929849895313
0.09716958999633789	0.01091017288402438	0.014617633819580079	0.006381330655362109	0.1	1	poly	{'alpha': 0.1, 'gamma': 1, 'kernel': 'poly'}	0.971853387228495	0.9742674602034406	0.9617102976121894	0.9809717615546368	0.9783777567907797	0.9734361326779084	0.006661782765018468	22	0.9776352808448682	0.9771151093631584	0.9776550790669482	0.9749336396871723	0.9757230250758485	0.9766124268075991	0.0010950256164399834
0.08759264945983887	0.006353338500413314	0.016014814376831055	0.006825472125252246	0.1	1	rbf	{'alpha': 0.1, 'gamma': 1, 'kernel': 'rbf'}	0.9974172606704418	0.9976032401548108	0.9977693845563327	0.9982286511094918	0.9978872187818076	0.9977811510545769	0.0002741217292777832	9	0.9979138369753295	0.9979401619293029	0.9980400579337315	0.9978334814701801	0.9977684186537504	0.9978991913924589	9.290399723608276e-05
0.10115203857421876	0.006910134552954972	0.02174830436706543	0.007302297175160431	0.1	2	poly	{'alpha': 0.1, 'gamma': 2, 'kernel': 'poly'}	0.9718521073484274	0.9742684619043135	0.9616982673092381	0.9809721232949146	0.9783801475356276	0.9734342214785043	0.0066665404945613575	23	0.9776353026286684	0.9771151316607758	0.9776550995346823	0.9749336634497004	0.9757230484899313	0.9766124491527517	0.00109502454144215
0.088828706741333	0.011154882333208053	0.011113882064819336	0.005979427006937741	0.1	2	rbf	{'alpha': 0.1, 'gamma': 2, 'kernel': 'rbf'}	0.9990372415923499	0.9989975257784643	0.999149063595198	0.999068841023835	0.9990683073602318	0.9990641958700157	4.982458584948792e-05	8	0.9990923833912826	0.9991255235213583	0.9991793691172156	0.9990868978669846	0.9990672889048217	0.9991102925603326	3.9296099767768595e-05
0.5540555953979492	0.020488107197247935	0.012304544448852539	0.005371763140837435	0.0	0.1	poly	{'alpha': 0.0, 'gamma': 0.1, 'kernel': 'poly'}	0.9710218055636328	0.9739660980223966	0.9615861511341612	0.9779955534419311	0.9784709070309582	0.972608103038616	0.006152089179133037	28	0.9772118105096089	0.9768812876666552	0.9774504605655957	0.9732230636101163	0.9754911237653342	0.976051549223462	0.0015688232939636854
0.49044060707092285	0.04359843792543207	0.01706857681274414	0.0061812732142112435	0.0	0.1	rbf	{'alpha': 0.0, 'gamma': 0.1, 'kernel': 'rbf'}	0.9998851176290191	0.999943575703252	0.999921802474207	0.9999676190651732	0.999957568005319	0.9999351365753941	2.9357088822484124e-05	4	0.999953551941892	0.9999439438509224	0.9999482202275153	0.9999393216895123	0.9999391311549973	0.9999448337729678	5.49853472803098e-06
0.5770222187042237	0.08979560368321066	0.0159273624420166	0.00487552460153855	0.0	1	poly	{'alpha': 0.0, 'gamma': 1, 'kernel': 'poly'}	0.9710140301773986	0.9740497667354238	0.9621149898823915	0.9714066602522783	0.9785755501205173	0.9714321994336018	0.005382657879033448	30	0.9763390920186085	0.9764249422594962	0.9771356187213427	0.9679067862795119	0.9754098704610089	0.9746432619479937	0.0034126195126538915
0.48404779434204104	0.05654074616173289	0.008769464492797852	0.0049838518902246874	0.0	1	rbf	{'alpha': 0.0, 'gamma': 1, 'kernel': 'rbf'}	0.9999705224977518	0.9999839274292391	0.999985315017311	0.9999980510711924	0.9999989677357803	0.9999873567502549	1.0473819347018875e-05	2	0.9999727708917198	0.9999842992761021	0.9999873548026555	0.9999985338776207	0.9999985501772846	0.9999883018050767	9.673166626661166e-06
0.5297744274139404	0.02328482879503698	0.021096181869506837	0.007686561176369616	0.0	2	poly	{'alpha': 0.0, 'gamma': 2, 'kernel': 'poly'}	0.9717352056015935	0.9730031095829862	0.9601984096453519	0.9777696508480999	0.9765140665256695	0.9718440884407402	0.006227326958550123	29	0.9767474574509162	0.9764399356223078	0.9774322160478506	0.9737029539269896	0.9746612215420857	0.97579675691803	0.001390373221080645
0.47844886779785156	0.036144141306164855	0.013441371917724609	0.0057051914149729025	0.0	2	rbf	{'alpha': 0.0, 'gamma': 2, 'kernel': 'rbf'}	0.9999988825999818	0.9999991197457556	0.9999989447428106	0.9999989992169994	0.9999992830529383	0.9999990458716972	1.4196737879016108e-07	1	0.9999991625269912	0.9999991069773253	0.9999991629085239	0.9999991365715861	0.9999990685273521	0.9999991275023558	3.594968900301525e-08
