1.10384391166039E-020,3.11748535759013E-020,6.56738368067533E-020,1.21993724922429E-019,2.09909323548453E-019,3.40399785244022E-019,5.21132165631462E-019,7.43492700025202E-019,6.87173529251744E-019,5.96742120407134E-019,4.98171309467201E-019,4.0491162779825E-019,3.22920243791529E-019,2.53959891687308E-019,1.97627148618406E-019,1.52535802782255E-019,1.16971539905092E-019,8.92303863403242E-020,6.77754481980518E-020,5.12937271973624E-020,3.87010934546993E-020,2.91227894040402E-020,2.18644857287695E-020,1.63817264768358E-020,1.22515307290073E-020,9.14768363012978E-021,6.82007523942154E-021,5.07787079937623E-021,3.77605123794118E-021,2.80479289490683E-021,2.0811728557293E-021,1.54274235559177E-021,1.14257950895535E-021,8.45500938838561E-022,6.25173653904054E-022,4.61921526998404E-022,3.41064732823685E-022,2.51666220037456E-022,1.85587817844036E-022,1.36781081194263E-022,1.00755565074156E-022,7.41808576944928E-023,5.45892150069E-023,4.01536997077585E-023,2.95228814402794E-023,2.16978347337269E-023
1.22520541843966E-020,3.43587118909861E-020,7.18696407231039E-020,1.32561394764489E-019,2.26505333329299E-019,3.64851070312002E-019,5.55162559564153E-019,7.88359736531499E-019,7.31998971884226E-019,6.39523546945064E-019,5.37453150895082E-019,4.39872342763094E-019,3.5326999016628E-019,2.79786932818132E-019,2.19254753945407E-019,1.70410637657718E-019,1.31585510274542E-019,1.01070563246329E-019,7.72949830421072E-020,5.88973016503774E-020,4.47398140757402E-020,3.38948276248316E-020,2.56189224651266E-020,1.93239366990847E-020,1.45490675906998E-020,1.09360480453962E-020,8.2080377430674E-021,6.15219135896966E-021,4.60555206228339E-021,3.44380265781133E-021,2.57239444011063E-021,1.91961129202949E-021,1.43118410061608E-021,1.06613243815981E-021,7.93568858287233E-022,5.90252704197039E-022,4.38724021058062E-022,3.25884226576304E-022,2.41919400436725E-022,1.79485380654961E-022,1.33092288302705E-022,9.86405457431335E-023,7.30716937552951E-023,5.41060107907391E-023,4.00456360830068E-023,2.96270360014883E-023
1.3533442925055E-020,3.76996404017507E-020,7.83317984799949E-020,1.43519027226843E-019,2.43619300092976E-019,3.89941221400925E-019,5.89940199906315E-019,8.34080158264194E-019,7.77803797544044E-019,6.83413534390596E-019,5.77948432480637E-019,4.76108500861844E-019,3.8490876018534E-019,3.06872270485072E-019,2.4207482591943E-019,1.89387737186455E-019,1.47197252674209E-019,1.13798111522615E-019,8.7591951960107E-020,6.71732963656984E-020,5.13537030520844E-020,3.91541064463612E-020,2.97826127424184E-020,2.26073086283488E-020,1.7129089679343E-020,1.29568959980184E-020,9.78628267730352E-021,7.38147507483476E-021,5.56067488485389E-021,4.18422009543435E-021,3.14515862813444E-021,2.36181303272688E-021,1.77195878150861E-021,1.32829320943009E-021,9.94926433495869E-022,7.44675095370097E-022,5.56982717390108E-022,4.16326541387962E-022,3.1100036994918E-022,2.32186910512076E-022,1.73252285368816E-022,1.29210539523712E-022,9.63178954158514E-023,7.17658079572298E-023,5.34491003776118E-023,3.97910501588367E-023
1.48826155984679E-020,4.11968278495672E-020,8.50576387943317E-020,1.54861079612919E-019,2.61242206236822E-019,4.15657908675179E-019,6.25450254061052E-019,8.80637008953718E-019,8.24568262070616E-019,7.28390045558629E-019,6.19635056153942E-019,5.13600722677682E-019,4.17822169427651E-019,3.35207821427146E-019,2.66085905396971E-019,2.094718230913E-019,1.63816740540371E-019,1.27427094360125E-019,9.86833040538175E-020,7.61404258161109E-020,5.85622729285494E-020,4.4920151565242E-020,3.43744947734055E-020,2.62497621905302E-020,2.00082147743507E-020,1.52253802335256E-020,1.15684301510619E-020,8.77781362483956E-021,6.6520386447541E-021,5.03528172543134E-021,3.80743097030376E-021,2.87616433291325E-021,2.17069664107478E-021,1.63687522295243E-021,1.23335344780684E-021,9.28618414653295E-022,6.98690791879142E-022,5.25350583454222E-022,3.94772450875101E-022,2.96478679622157E-022,2.22537646827634E-022,1.66951455324136E-022,1.25188935973645E-022,9.38300949014795E-023,7.02958164727562E-023,5.26426617906907E-023
1.62995366587833E-020,4.48494123420409E-020,9.20445065312834E-020,1.66582181516261E-019,2.79365434478888E-019,4.41989436361774E-019,6.61678683367345E-019,9.28014232335204E-019,8.72273673124665E-019,7.74432165788813E-019,6.62491890480988E-019,5.52330220195524E-019,4.51995931313894E-019,3.64785102790755E-019,2.91285716659106E-019,2.30666507468404E-019,1.81452677708779E-019,1.41970265139909E-019,1.10584733474257E-019,8.58162714656734E-020,6.63840659736497E-020,5.12116998564138E-020,3.94129011551733E-020,3.02687846623659E-020,2.32027830930558E-020,1.77565090229598E-020,1.35680654367775E-020,1.0353350487192E-020,7.89037941445408E-021,6.00638765734981E-021,4.56737096327451E-021,3.46969297444155E-021,2.63340830344558E-021,1.99698637468632E-021,1.51316531610916E-021,1.1457089902281E-021,8.6688043340637E-022,6.55480120431756E-022,4.95327288456292E-022,3.74087315550261E-022,2.82368393854544E-022,2.13027094501723E-022,1.60635515444796E-022,1.21073107022229E-022,9.12144855787421E-023,6.86909996810687E-023
1.778413063531E-020,4.86564910297089E-020,9.92897700385234E-020,1.78677129986293E-019,2.97980740943226E-019,4.68924690696422E-019,6.98612174072148E-019,9.76196594155741E-019,9.20902298852599E-019,8.21520011018553E-019,7.06498705905503E-019,5.92278780008851E-019,4.87415892955001E-019,3.95595311591316E-019,3.1767127432817E-019,2.52974409874938E-019,2.00112611046137E-019,1.57439165268336E-019,1.23310756550748E-019,9.62173360505034E-020,7.48366862694079E-020,5.80467117537268E-020,4.49155550133809E-020,3.46814144035624E-020,2.67288323386954E-020,2.05651158767652E-020,1.57987061717882E-020,1.21202478683871E-020,9.28651872259194E-021,7.10707246084605E-021,5.43330617141803E-021,4.14961548940329E-021,3.16630332491214E-021,2.41393542781323E-021,1.8388740193856E-021,1.39976091281455E-021,1.06475973783022E-021,8.09401098437591E-022,6.14904035960007E-022,4.66872054021934E-022,3.54282552188663E-022,2.68705325996064E-022,2.03699375492464E-022,1.54348151447662E-022,1.16902035267162E-022,8.85037097334241E-023
1.93362872566392E-020,5.26171282995598E-020,1.06790826870869E-019,1.91140884232968E-019,3.17080230492696E-019,4.96453093581456E-019,7.36238076420708E-019,1.02516961335104E-018,9.70437287287293E-019,8.69634645933315E-019,7.5163611539441E-019,6.33428745024589E-019,5.24068063031584E-019,4.27629391934593E-019,3.4523897648039E-019,2.76397261392642E-019,2.1980303242479E-019,1.73844214513577E-019,1.36874784717037E-019,1.07359096642031E-019,8.39368330056236E-020,6.54423865958393E-020,5.08995702223204E-020,3.95042292021013E-020,3.0602077436288E-020,2.36658336786749E-020,1.82737734832141E-020,1.40906569284962E-020,1.08513344982287E-020,8.34697798966658E-021,6.41370769004286E-021,4.92331568827504E-021,3.775771948253E-021,2.89321695562065E-021,2.21517605788851E-021,1.69476672948235E-021,1.29570582122411E-021,9.8995683278859E-022,7.55886283021981E-022,5.76823082810864E-022,4.39935617467032E-022,3.35358412603682E-022,2.55514261958423E-022,1.94589016735624E-022,1.48125320944292E-022,1.12708823563093E-022
2.09558659245804E-020,5.67303627242245E-020,1.14545108215367E-019,2.03968560062854E-019,3.36656334107926E-019,5.24564561184466E-019,7.74544350678828E-019,1.07491950104921E-018,1.02086259491688E-018,9.18758010834447E-019,7.97885520002243E-019,6.75762995306746E-019,5.61938633243474E-019,4.60878091971608E-019,3.739846859008E-019,3.00935997255617E-019,2.40529471104301E-019,1.91194794354001E-019,1.51289193257125E-019,1.19256056141226E-019,9.3700334381421E-020,7.34151802148481E-020,5.73814549523734E-020,4.47533385323259E-020,3.48378943522623E-020,2.70730727573338E-020,2.10065666834924E-020,1.6276691074752E-020,1.25957345169797E-020,9.7358281322363E-021,7.5171669908225E-021,5.79832408268305E-021,4.46836733538966E-021,3.44049642323369E-021,2.64694027941179E-021,2.03488781897968E-021,1.56325748295195E-021,1.20014266919479E-021,9.20798417458535E-022,7.06059315038705E-022,5.410994702556E-022,4.14462824126246E-022,3.17306422121771E-022,2.42810970836708E-022,1.85722470945812E-022,1.41996325039822E-022
2.26426996280297E-020,6.09952129638613E-020,1.22550082265001E-019,2.17155424188326E-019,3.56701788125462E-019,5.53249466828515E-019,8.13519519105802E-019,1.12543310629211E-018,1.07216292312404E-018,9.68872856079785E-019,8.45229058904854E-019,7.192649285296E-019,6.01013994561117E-019,4.95332012215127E-019,4.03903801125658E-019,3.26590839422585E-019,2.62296577482197E-019,2.09499324844155E-019,1.6656538596142E-019,1.3192179296595E-019,1.0414218165074E-019,8.19808241786607E-020,6.43771179154258E-020,5.04443791213308E-020,3.94513074630797E-020,3.08010024565816E-020,2.40102412035769E-020,1.86904020951453E-020,1.45306322159814E-020,1.12834054367536E-020,8.75237416177243E-021,6.78229826287839E-021,5.25078837069274E-021,4.06159551924379E-021,3.13919570136053E-021,2.42444456637126E-021,1.8711075292818E-021,1.44310021494257E-021,1.1123015066105E-021,8.56825663569042E-022,6.59660798222321E-022,5.07598581483311E-022,3.9039466877513E-022,3.00111369019633E-022,2.30603888260845E-022,1.77119420765389E-022
2.43965983731658E-020,6.54106827838961E-020,1.30803256740531E-019,2.30696888513521E-019,3.77209615163483E-019,5.82498607624907E-019,8.53152623061098E-019,1.17669786755112E-018,1.12432366141574E-018,1.01996268312876E-018,8.93649563489622E-019,7.63918440384395E-019,6.41280749268727E-019,5.30981646565789E-019,4.34991318667037E-019,3.53361370293768E-019,2.8510819908077E-019,2.28765335487639E-019,1.82713855829539E-019,1.45369008780036E-019,1.15276562955147E-019,9.11543462080415E-020,7.19018767794943E-020,5.6592513302847E-020,4.44569800010141E-020,3.48635358069493E-020,2.72977894528591E-020,2.13437589093006E-020,1.66669247374235E-020,1.29995295424783E-020,1.012809753243E-020,7.8830042658284E-021,6.1298631029287E-021,4.76247782551577E-021,3.69711942523271E-021,2.86790643798517E-021,2.22309485495178E-021,1.72211122973357E-021,1.33318877753514E-021,1.03148988413863E-021,7.97619081094083E-022,6.16448175831895E-022,4.76190044461605E-022,3.67669895608067E-022,2.83752924595477E-022,2.18895523445646E-022
