mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_algorithm	param_leaf_size	param_n_neighbors	param_p	param_weights	params	split0_test_score	split1_test_score	split2_test_score	mean_test_score	std_test_score	rank_test_score	split0_train_score	split1_train_score	split2_train_score	mean_train_score	std_train_score
0.0044091542561848955	0.00016871056769999867	0.009450197219848633	0.0005539543025044594	ball_tree	1	1	1	uniform	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 1, 'p': 1, 'weights': 'uniform'}	0.9992426579252478	0.9992720158366621	0.9991338811909436	0.9992161849842844	5.9418894522317166e-05	1	1.0	1.0	1.0	1.0	0.0
0.004579703013102214	0.0006385174890107606	0.009370565414428711	5.260250890695626e-05	ball_tree	1	1	1	distance	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 1, 'p': 1, 'weights': 'distance'}	0.9992426579252478	0.9992720158366621	0.9991338811909436	0.9992161849842844	5.9418894522317166e-05	1	1.0	1.0	1.0	1.0	0.0
0.004571437835693359	0.0005969686050444213	0.011670351028442383	0.0007407124884034871	ball_tree	1	1	2	uniform	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 1, 'p': 2, 'weights': 'uniform'}	0.9992426503498484	0.9992720160487378	0.9991338809528614	0.9992161824504825	5.9417945946939706e-05	3	1.0	1.0	1.0	1.0	0.0
0.0055590470631917315	0.0006278850137597519	0.015838781992594402	0.0027876409804649875	ball_tree	1	1	2	distance	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 1, 'p': 2, 'weights': 'distance'}	0.9992426503498484	0.9992720160487378	0.9991338809528614	0.9992161824504825	5.9417945946939706e-05	3	1.0	1.0	1.0	1.0	0.0
0.004511515299479167	0.000385899274138946	0.01388112703959147	0.0008292358892393483	ball_tree	1	5	1	uniform	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}	0.9976713809518072	0.997744859581887	0.9980326184421346	0.9978162863252763	0.0001558834305026695	149	0.9989684902475833	0.9989718700245267	0.9990882157133852	0.9990095253284984	5.565960970204356e-05
0.0048182010650634766	0.0010581206894042373	0.015902598698933918	0.0037586924254118096	ball_tree	1	5	1	distance	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}	0.9990038839304529	0.9990980695629611	0.9990006828413185	0.9990342121115775	4.517294408395396e-05	90	1.0	1.0	1.0	1.0	0.0
0.004864056905110677	0.0012781979484186448	0.018535534540812176	0.002389210621973862	ball_tree	1	5	2	uniform	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}	0.9976737783460726	0.9977576080795361	0.9980315553568425	0.9978209805941504	0.0001527812249924003	140	0.9989683278673307	0.9989905062942578	0.999088224361792	0.99901568617446	5.2085264207083566e-05
0.004307746887207031	0.0004597534126292364	0.0159909725189209	0.00046198634929437153	ball_tree	1	5	2	distance	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}	0.9990046481046223	0.9990993384821718	0.9990005840498402	0.999034856878878	4.562555576146801e-05	82	1.0	1.0	1.0	1.0	0.0
0.004107316335042317	0.00011091655509194849	0.01902619997660319	0.0006787099379392575	ball_tree	1	10	1	uniform	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 10, 'p': 1, 'weights': 'uniform'}	0.993546320208589	0.9930155983902036	0.9946026051394131	0.9937215079127353	0.000659629014053692	204	0.9960513949587927	0.9955972709713438	0.9959117234079686	0.9958534631127017	0.00018991725478493984
0.004404226938883464	0.000162996994688894	0.01869511604309082	0.0009191870187707217	ball_tree	1	10	1	distance	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 10, 'p': 1, 'weights': 'distance'}	0.997937025704152	0.9981780220253088	0.9982341247067361	0.9981163908120657	0.00012888175244124347	105	1.0	1.0	1.0	1.0	0.0
0.005171775817871094	0.0007631750289489053	0.024106740951538086	0.002015064107699982	ball_tree	1	10	2	uniform	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 10, 'p': 2, 'weights': 'uniform'}	0.993529207493985	0.9930057382736358	0.9946063597355224	0.9937137685010478	0.000666355430711953	219	0.9960538097021268	0.9955940277170043	0.9959096914387641	0.9958525096192984	0.00019201074417652186
0.00404055913289388	0.00015635973613403287	0.021776914596557617	0.0006191453087788077	ball_tree	1	10	2	distance	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 10, 'p': 2, 'weights': 'distance'}	0.9979292057382084	0.9981765997969152	0.998236330961879	0.9981140454990008	0.00013295677466591387	115	1.0	1.0	1.0	1.0	0.0
0.004166523615519206	7.026578407497028e-05	0.02863899866739909	0.0008493701356569281	ball_tree	1	20	1	uniform	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 20, 'p': 1, 'weights': 'uniform'}	0.9803937820635671	0.9793800474918383	0.9833063459313995	0.9810267251622683	0.0016642150469556583	256	0.9847177642374257	0.9835700372010486	0.9843445210627817	0.9842107741670855	0.00047800663286126925
0.005130688349405925	0.0014556740711676426	0.03178755442301432	0.002856500882022873	ball_tree	1	20	1	distance	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 20, 'p': 1, 'weights': 'distance'}	0.9956873944315271	0.9961167606878799	0.9966877209615256	0.9961639586936442	0.0004097430336733799	190	1.0	1.0	1.0	1.0	0.0
0.004038810729980469	3.838810605070483e-05	0.03278819719950358	0.0006324807782739331	ball_tree	1	20	2	uniform	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 20, 'p': 2, 'weights': 'uniform'}	0.9803968482916751	0.9793805786555777	0.9833451107371285	0.9810408458947938	0.0016813542837106677	240	0.9847081308447304	0.9835689777678248	0.9843428631918476	0.9842066572681342	0.00047492558953785794
0.004339138666788737	0.0005026688594501116	0.0309597651163737	0.0004962244757608976	ball_tree	1	20	2	distance	{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 20, 'p': 2, 'weights': 'distance'}	0.9956878753719012	0.9961170783712961	0.9966915322458123	0.9961654953296698	0.00041116900947654744	179	1.0	1.0	1.0	1.0	0.0
0.00429073969523112	0.0010822263992952654	0.007996400197347006	0.000267345471555085	ball_tree	10	1	1	uniform	{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 1, 'p': 1, 'weights': 'uniform'}	0.9992426239185705	0.999253979594263	0.9991308311521587	0.9992091448883308	5.556988871396913e-05	47	1.0	1.0	1.0	1.0	0.0
0.0037920475006103516	0.0001116289604206877	0.007875998814900717	0.0003074445146366707	ball_tree	10	1	1	distance	{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 1, 'p': 1, 'weights': 'distance'}	0.9992426239185705	0.999253979594263	0.9991308311521587	0.9992091448883308	5.556988871396913e-05	47	1.0	1.0	1.0	1.0	0.0
0.003549337387084961	0.0003512558711259682	0.009006579717000326	5.048860175589073e-05	ball_tree	10	1	2	uniform	{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 1, 'p': 2, 'weights': 'uniform'}	0.9992426248906292	0.9992539796763155	0.9991308311521587	0.9992091452397012	5.557010599350911e-05	45	1.0	1.0	1.0	1.0	0.0
0.004097779591878255	0.0010143754175393285	0.009960174560546875	0.00019800008684142057	ball_tree	10	1	2	distance	{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 1, 'p': 2, 'weights': 'distance'}	0.9992426248906292	0.9992539796763155	0.9991308311521587	0.9992091452397012	5.557010599350911e-05	45	1.0	1.0	1.0	1.0	0.0
0.003600517908732096	9.510128979133932e-05	0.011836051940917969	0.0006087280015713674	ball_tree	10	5	1	uniform	{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}	0.9976660527754425	0.9977852151394359	0.9980313123136806	0.9978275267428529	0.0001520884313072907	133	0.998967586131039	0.9989678855520648	0.9990875491036834	0.9990076735955956	5.6480645696444915e-05
0.003729581832885742	0.0003835684443392221	0.011531988779703775	0.0006326846389989075	ball_tree	10	5	1	distance	{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}	0.9990027045293	0.9991127825194643	0.9990080660171727	0.9990411843553124	5.067484070361041e-05	65	1.0	1.0	1.0	1.0	0.0
0.0034391085306803384	0.00016102115326499294	0.012525161107381185	0.00041566173117643993	ball_tree	10	5	2	uniform	{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}	0.9976639577556341	0.9977852692052953	0.9980318401669783	0.9978270223759692	0.0001530617796623419	134	0.9989674818443348	0.9989896058421942	0.9990879753697686	0.9990150210187659	5.237124413257e-05
0.00384672482808431	0.0007367625403593535	0.014924367268880209	0.002483169140801769	ball_tree	10	5	2	distance	{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}	0.9990012642467602	0.9991128772989125	0.9990082804881705	0.9990408073446143	5.1041588567773696e-05	66	1.0	1.0	1.0	1.0	0.0
0.0042951107025146484	0.0011289160254062283	0.01668556531270345	0.0022023938007226405	ball_tree	10	10	1	uniform	{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 10, 'p': 1, 'weights': 'uniform'}	0.9934968333689198	0.9930038321848489	0.9946195103360355	0.9937067252966014	0.0006760892140513371	224	0.9960537452127921	0.9955814963503952	0.9959117314018348	0.9958489909883407	0.00019783329113651376
0.0044066111246744795	0.0012402868800057557	0.015910863876342773	0.0020884635769380954	ball_tree	10	10	1	distance	{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 10, 'p': 1, 'weights': 'distance'}	0.9979213953845077	0.9981765229927391	0.9982356754831039	0.9981111979534503	0.00013636596755780512	124	1.0	1.0	1.0	1.0	0.0
0.0033845901489257812	0.00010389087874521278	0.016050100326538086	0.0005775426516442471	ball_tree	10	10	2	uniform	{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 10, 'p': 2, 'weights': 'uniform'}	0.9935280314352731	0.9930002973906572	0.9946333462810862	0.9937205583690055	0.0006804469779942071	208	0.9960562628806198	0.9955797075101969	0.9959133065429405	0.995849758977919	0.000199674693831152
0.0033822854359944663	5.7294034455995495e-05	0.01651787757873535	0.00013677761709214803	ball_tree	10	10	2	distance	{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 10, 'p': 2, 'weights': 'distance'}	0.9979288504802626	0.9981752087052911	0.9982388558479766	0.9981143050111768	0.00013368564363323572	112	1.0	1.0	1.0	1.0	0.0
0.003683328628540039	0.00012207279600160242	0.023374636967976887	0.0003128365110710549	ball_tree	10	20	1	uniform	{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 20, 'p': 1, 'weights': 'uniform'}	0.9804049897876403	0.9793974501072452	0.9833226929394261	0.9810417109447706	0.0016645205910110683	239	0.9846833284614409	0.9835705412113761	0.9843522823640345	0.9842020506789506	0.00046654834360373255
